phase B: NB=17297280 |mods|=185 mass=1.8355
phase B: 20 restarts best_left=0.03146 (134.0s)
phase B: 40 restarts best_left=0.03146 (279.6s)
phase B: 60 restarts best_left=0.03146 (422.2s)
phase B: 80 restarts best_left=0.03146 (544.0s)
phase B: 100 restarts best_left=0.02697 (656.3s)
phase B: 120 restarts best_left=0.02697 (758.1s)
phase B: 140 restarts best_left=0.02697 (855.1s)
phase B: 160 restarts best_left=0.02697 (951.1s)
phase B: 180 restarts best_left=0.02697 (1046.4s)
phase B: 200 restarts best_left=0.02697 (1141.8s)
phase B: 220 restarts best_left=0.02620 (1236.2s)
phase B: 240 restarts best_left=0.02620 (1347.0s)
phase B: 260 restarts best_left=0.02620 (1466.4s)
phase B: 280 restarts best_left=0.02620 (1584.9s)
phase B: 300 restarts best_left=0.02620 (1704.7s)
phase B: 320 restarts best_left=0.02620 (1831.5s)
phase B: 340 restarts best_left=0.02544 (1956.3s)
phase B: 360 restarts best_left=0.02544 (2089.1s)
phase B: 380 restarts best_left=0.02321 (2232.4s)
phase B: 400 restarts best_left=0.02321 (2362.9s)
phase B: 420 restarts best_left=0.02321 (2512.0s)
