phase B: NB=2162160 |mods|=131 mass=1.7945
phase B: 20 restarts best_left=0.03864 (12.7s)
phase B: 40 restarts best_left=0.03864 (25.4s)
phase B: 60 restarts best_left=0.03386 (37.9s)
phase B: 80 restarts best_left=0.03386 (49.0s)
phase B: 100 restarts best_left=0.03115 (62.1s)
phase B: 120 restarts best_left=0.03115 (75.9s)
phase B: 140 restarts best_left=0.03115 (86.7s)
phase B: 160 restarts best_left=0.03115 (99.6s)
phase B: 180 restarts best_left=0.03115 (111.5s)
phase B: 200 restarts best_left=0.03115 (122.7s)
phase B: 220 restarts best_left=0.03115 (135.4s)
phase B: 240 restarts best_left=0.03033 (148.5s)
phase B: 260 restarts best_left=0.02831 (159.4s)
phase B: 280 restarts best_left=0.02831 (171.2s)
phase B: 300 restarts best_left=0.02831 (183.9s)
phase B: 320 restarts best_left=0.02831 (196.0s)
phase B: 340 restarts best_left=0.02831 (208.5s)
phase B: 360 restarts best_left=0.02831 (220.9s)
phase B: 380 restarts best_left=0.02831 (232.6s)
phase B: 400 restarts best_left=0.02831 (245.7s)
phase B: 420 restarts best_left=0.02831 (259.3s)
phase B: 440 restarts best_left=0.02831 (272.5s)
phase B: 460 restarts best_left=0.02831 (284.8s)
phase B: 480 restarts best_left=0.02831 (297.4s)
phase B: 500 restarts best_left=0.02831 (310.4s)
phase B: 520 restarts best_left=0.02831 (322.7s)
phase B: 540 restarts best_left=0.02831 (334.8s)
phase B: 560 restarts best_left=0.02831 (346.6s)
phase B: 580 restarts best_left=0.02831 (360.0s)
phase B: 600 restarts best_left=0.02831 (372.9s)
phase B: 620 restarts best_left=0.02831 (385.3s)
phase B: 640 restarts best_left=0.02831 (395.5s)
phase B: 660 restarts best_left=0.02831 (407.3s)
phase B: 680 restarts best_left=0.02831 (418.5s)
phase B: 700 restarts best_left=0.02831 (430.3s)
phase B: 720 restarts best_left=0.02831 (441.8s)
phase B: 740 restarts best_left=0.02831 (454.2s)
phase B: 760 restarts best_left=0.02831 (466.8s)
phase B: 780 restarts best_left=0.02831 (479.4s)
phase B: 800 restarts best_left=0.02749 (489.4s)
