rotation	translation_id	translation_field_form	layers	rA	rB	vertices	exact_edges	exact_cross_edges	scan_proxy	status	symmetry_breaking	kissat_seconds
w[15]	w_15_e201c77f6560	((Fraction(7, 8), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(-1, 6), Fraction(0, 1), Fraction(0, 1)), (Fraction(0, 1), Fraction(1, 6), Fraction(0, 1), Fraction(1, 8), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1)))	3	1.46	1.2420035798030784	2269	12044	43	86	UNSAT	triangle clique [0,238,715]	137.221
