rotation	id	translation	layers	rA	rB	vertices	edges	cross_edges	status	seconds
w[15]	w_15_3e07397d03c4	((Fraction(7, 8), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(-1, 6), Fraction(0, 1), Fraction(0, 1)), (Fraction(0, 1), Fraction(-1, 6), Fraction(0, 1), Fraction(1, 8), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1)))	3	1.9	1.9	3733	24851	86	UNSAT	49.635
w[15]	w_15_9a45abe8e89b	((Fraction(1, 4), Fraction(0, 1), Fraction(-1, 16), Fraction(0, 1), Fraction(0, 1), Fraction(-1, 16), Fraction(0, 1), Fraction(0, 1)), (Fraction(0, 1), Fraction(11, 48), Fraction(0, 1), Fraction(0, 1), Fraction(-1, 4), Fraction(0, 1), Fraction(-1, 16), Fraction(0, 1)))	3	1.9	1.9	3733	24852	86	UNSAT	27.829
w[15]	w_15_fefe63bf308c	((Fraction(-77, 96), Fraction(0, 1), Fraction(1, 32), Fraction(0, 1), Fraction(0, 1), Fraction(7, 96), Fraction(0, 1), Fraction(-1, 96)), (Fraction(0, 1), Fraction(-7, 96), Fraction(0, 1), Fraction(-11, 96), Fraction(7, 96), Fraction(0, 1), Fraction(1, 32), Fraction(0, 1)))	3	1.9	1.9	3733	24833	84	SAT	2.367
w[15]	w_15_79edebb3ddc0	((Fraction(-115, 96), Fraction(0, 1), Fraction(5, 32), Fraction(0, 1), Fraction(0, 1), Fraction(7, 96), Fraction(0, 1), Fraction(1, 96)), (Fraction(0, 1), Fraction(-35, 96), Fraction(0, 1), Fraction(-5, 96), Fraction(3, 32), Fraction(0, 1), Fraction(1, 32), Fraction(0, 1)))	3	1.9	1.9	3733	24849	83	UNSAT	93.627
w[15]	w_15_7b0c3e55d13d	((Fraction(1, 16), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(1, 12), Fraction(0, 1), Fraction(1, 48)), (Fraction(0, 1), Fraction(1, 12), Fraction(0, 1), Fraction(1, 48), Fraction(-1, 16), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1)))	3	1.9	1.9	3733	24847	83	UNSAT	100.140
w[15]	w_15_9a45abe8e89b	((Fraction(1, 4), Fraction(0, 1), Fraction(-1, 16), Fraction(0, 1), Fraction(0, 1), Fraction(-1, 16), Fraction(0, 1), Fraction(0, 1)), (Fraction(0, 1), Fraction(11, 48), Fraction(0, 1), Fraction(0, 1), Fraction(-1, 4), Fraction(0, 1), Fraction(-1, 16), Fraction(0, 1)))	3	1.46	1.4242127397837872	2491	13819	86	SAT	0.216
w[15]	w_15_b471e999ccbe	((Fraction(-9, 16), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(1, 12), Fraction(0, 1), Fraction(-1, 48)), (Fraction(0, 1), Fraction(-5, 12), Fraction(0, 1), Fraction(-1, 48), Fraction(1, 16), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1)))	3	1.46	1.4242127397837872	2491	13814	87	SAT	0.797
w[15]	w_15_a313fe6bff06	((Fraction(-13, 48), Fraction(0, 1), Fraction(3, 16), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1)), (Fraction(0, 1), Fraction(-7, 16), Fraction(0, 1), Fraction(-1, 16), Fraction(1, 6), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1)))	3	1.46	1.4242127397837872	2491	13816	86	SAT	1.113
w[15]	w_15_79edebb3ddc0	((Fraction(-115, 96), Fraction(0, 1), Fraction(5, 32), Fraction(0, 1), Fraction(0, 1), Fraction(7, 96), Fraction(0, 1), Fraction(1, 96)), (Fraction(0, 1), Fraction(-35, 96), Fraction(0, 1), Fraction(-5, 96), Fraction(3, 32), Fraction(0, 1), Fraction(1, 32), Fraction(0, 1)))	3	1.46	1.4242127397837872	2491	13815	83	SAT	1.154
w[15]	w_15_5c1cd3fbbeb3	((Fraction(-7, 16), Fraction(0, 1), Fraction(1, 8), Fraction(0, 1), Fraction(0, 1), Fraction(7, 48), Fraction(0, 1), Fraction(0, 1)), (Fraction(0, 1), Fraction(1, 24), Fraction(0, 1), Fraction(-1, 16), Fraction(0, 1), Fraction(0, 1), Fraction(1, 16), Fraction(0, 1)))	3	1.9	1.9	3733	24847	82	UNSAT	65.282
w[15]	w_15_d2f919864fa5	((Fraction(-43, 96), Fraction(0, 1), Fraction(-5, 32), Fraction(0, 1), Fraction(0, 1), Fraction(5, 32), Fraction(0, 1), Fraction(-1, 96)), (Fraction(0, 1), Fraction(9, 32), Fraction(0, 1), Fraction(-5, 96), Fraction(-1, 96), Fraction(0, 1), Fraction(1, 32), Fraction(0, 1)))	3	1.9	1.9	3733	24846	82	UNSAT	149.407
w[15]	w_15_3e07397d03c4	((Fraction(7, 8), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(-1, 6), Fraction(0, 1), Fraction(0, 1)), (Fraction(0, 1), Fraction(-1, 6), Fraction(0, 1), Fraction(1, 8), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1)))	3	1.46	1.4242127397837872	2491	13821	86	UNSAT	208.896
w[15]	w_15_3e07397d03c4	((Fraction(7, 8), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(-1, 6), Fraction(0, 1), Fraction(0, 1)), (Fraction(0, 1), Fraction(-1, 6), Fraction(0, 1), Fraction(1, 8), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1)))	3	1.4440033879764007	1.4440033879764007	2509	13827	86	SAT	3.195
w[15]	w_15_3e07397d03c4	((Fraction(7, 8), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(-1, 6), Fraction(0, 1), Fraction(0, 1)), (Fraction(0, 1), Fraction(-1, 6), Fraction(0, 1), Fraction(1, 8), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1)))	3	1.4440033879764007	1.4242127397837872	2461	13514	86	SAT	5.120
w[15]	w_15_3e07397d03c4	((Fraction(7, 8), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(-1, 6), Fraction(0, 1), Fraction(0, 1)), (Fraction(0, 1), Fraction(-1, 6), Fraction(0, 1), Fraction(1, 8), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1)))	3	1.4242127397837872	1.4242127397837872	2413	13201	86	SAT	6.787
w[15]	w_15_7f2facb2df1b	((Fraction(-35, 96), Fraction(0, 1), Fraction(5, 32), Fraction(0, 1), Fraction(0, 1), Fraction(-7, 96), Fraction(0, 1), Fraction(-1, 96)), (Fraction(0, 1), Fraction(-1, 32), Fraction(0, 1), Fraction(-5, 96), Fraction(7, 96), Fraction(0, 1), Fraction(-1, 32), Fraction(0, 1)))	3	1.9	1.9	3733	24847	81	UNSAT	84.099
w[15]	w_15_3e07397d03c4	((Fraction(7, 8), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(-1, 6), Fraction(0, 1), Fraction(0, 1)), (Fraction(0, 1), Fraction(-1, 6), Fraction(0, 1), Fraction(1, 8), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1)))	3	1.46	1.4440033879764007	2539	14134	86	UNSAT	141.049
w[15]	w_15_785ea597955b	((Fraction(5, 12), Fraction(0, 1), Fraction(-1, 8), Fraction(0, 1), Fraction(0, 1), Fraction(-1, 12), Fraction(0, 1), Fraction(0, 1)), (Fraction(0, 1), Fraction(-7, 24), Fraction(0, 1), Fraction(0, 1), Fraction(1, 12), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1)))	3	1.9	1.9	3733	24847	81	UNSAT	141.316
w[15]	w_15_96521677f061	((Fraction(-11, 96), Fraction(0, 1), Fraction(-5, 32), Fraction(0, 1), Fraction(0, 1), Fraction(1, 96), Fraction(0, 1), Fraction(1, 96)), (Fraction(0, 1), Fraction(-5, 96), Fraction(0, 1), Fraction(-5, 96), Fraction(17, 96), Fraction(0, 1), Fraction(-1, 32), Fraction(0, 1)))	3	1.9	1.9	3733	24846	81	UNSAT	61.480
w[15]	w_15_62f5eaace26e	((Fraction(-1, 8), Fraction(0, 1), Fraction(-1, 16), Fraction(0, 1), Fraction(0, 1), Fraction(1, 48), Fraction(0, 1), Fraction(0, 1)), (Fraction(0, 1), Fraction(-1, 48), Fraction(0, 1), Fraction(1, 8), Fraction(0, 1), Fraction(0, 1), Fraction(-1, 16), Fraction(0, 1)))	3	1.9	1.9	3733	24844	80	SAT	4.478
w[15]	w_15_304d063570cc	((Fraction(19, 96), Fraction(0, 1), Fraction(-5, 32), Fraction(0, 1), Fraction(0, 1), Fraction(1, 96), Fraction(0, 1), Fraction(1, 32)), (Fraction(0, 1), Fraction(-5, 96), Fraction(0, 1), Fraction(-1, 32), Fraction(-13, 96), Fraction(0, 1), Fraction(-1, 32), Fraction(0, 1)))	3	1.9	1.9	3733	24846	80	UNSAT	72.064
w[15]	w_15_d80343b6a66b	((Fraction(1, 32), Fraction(0, 1), Fraction(-7, 32), Fraction(0, 1), Fraction(0, 1), Fraction(-1, 96), Fraction(0, 1), Fraction(1, 32)), (Fraction(0, 1), Fraction(-7, 96), Fraction(0, 1), Fraction(-1, 32), Fraction(1, 32), Fraction(0, 1), Fraction(1, 32), Fraction(0, 1)))	3	1.9	1.9	3733	24844	80	SAT	8.250
w[15]	w_15_63724d06a6cc	((Fraction(11, 96), Fraction(0, 1), Fraction(-5, 32), Fraction(0, 1), Fraction(0, 1), Fraction(-1, 96), Fraction(0, 1), Fraction(1, 96)), (Fraction(0, 1), Fraction(9, 32), Fraction(0, 1), Fraction(5, 96), Fraction(17, 96), Fraction(0, 1), Fraction(1, 32), Fraction(0, 1)))	3	1.9	1.9	3733	24845	79	UNSAT	59.434
w[15]	w_15_f07f016aa041	((Fraction(31, 48), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(-1, 48)), (Fraction(0, 1), Fraction(-1, 6), Fraction(0, 1), Fraction(1, 48), Fraction(7, 48), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1)))	3	1.9	1.9	3733	24845	79	UNSAT	50.833
w[15]	w_15_6d9fe5d939bd	((Fraction(7, 32), Fraction(0, 1), Fraction(7, 32), Fraction(0, 1), Fraction(0, 1), Fraction(-7, 96), Fraction(0, 1), Fraction(-1, 32)), (Fraction(0, 1), Fraction(-17, 96), Fraction(0, 1), Fraction(1, 32), Fraction(7, 32), Fraction(0, 1), Fraction(-1, 32), Fraction(0, 1)))	3	1.9	1.9	3733	24844	79	UNSAT	156.308
w[15]	w_15_5f7e07d22bd3	((Fraction(13, 96), Fraction(0, 1), Fraction(7, 32), Fraction(0, 1), Fraction(0, 1), Fraction(1, 96), Fraction(0, 1), Fraction(-1, 32)), (Fraction(0, 1), Fraction(-41, 96), Fraction(0, 1), Fraction(1, 32), Fraction(29, 96), Fraction(0, 1), Fraction(-1, 32), Fraction(0, 1)))	3	1.9	1.9	3733	24843	78	SAT	3.247
w[15]	w_15_12bc7f6b6d53	((Fraction(41, 48), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(-1, 6), Fraction(0, 1), Fraction(-1, 48)), (Fraction(0, 1), Fraction(-1, 6), Fraction(0, 1), Fraction(-1, 48), Fraction(7, 48), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1)))	3	1.9	1.9	3733	24843	78	SAT	3.854
w[15]	w_15_971492cc4404	((Fraction(55, 96), Fraction(0, 1), Fraction(1, 32), Fraction(0, 1), Fraction(0, 1), Fraction(1, 96), Fraction(0, 1), Fraction(-1, 32)), (Fraction(0, 1), Fraction(-5, 32), Fraction(0, 1), Fraction(3, 32), Fraction(13, 96), Fraction(0, 1), Fraction(-1, 32), Fraction(0, 1)))	3	1.9	1.9	3733	24840	78	UNSAT	54.197
w[15]	w_15_e95f3c92fa03	((Fraction(29, 96), Fraction(0, 1), Fraction(-7, 32), Fraction(0, 1), Fraction(0, 1), Fraction(1, 96), Fraction(0, 1), Fraction(1, 32)), (Fraction(0, 1), Fraction(19, 32), Fraction(0, 1), Fraction(1, 32), Fraction(-29, 96), Fraction(0, 1), Fraction(-1, 32), Fraction(0, 1)))	3	1.9	1.9	3733	24842	77	SAT	15.803
w[15]	w_15_7241bca6356e	((Fraction(-41, 24), Fraction(0, 1), Fraction(-1, 8), Fraction(0, 1), Fraction(0, 1), Fraction(-1, 12), Fraction(0, 1), Fraction(1, 24)), (Fraction(0, 1), Fraction(3, 8), Fraction(0, 1), Fraction(-5, 24), Fraction(-7, 8), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1)))	3	1.9	1.9	3734	24833	14	SAT	2.295
w[15]	w_15_bdc867c9f7a4	((Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1)), (Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1)))	3	1.9	1.9	3733	24828	0	SAT	2.248
w[15]	w_15_7809296f6a89	((Fraction(-13, 32), Fraction(0, 1), Fraction(1, 32), Fraction(0, 1), Fraction(0, 1), Fraction(5, 32), Fraction(0, 1), Fraction(-1, 32)), (Fraction(0, 1), Fraction(1, 96), Fraction(0, 1), Fraction(-3, 32), Fraction(-1, 32), Fraction(0, 1), Fraction(1, 32), Fraction(0, 1)))	3	1.46	1.4242127397837872	2491	13816	82	SAT	0.164
w[15]	w_15_4a07521f0580	((Fraction(3, 32), Fraction(0, 1), Fraction(-1, 32), Fraction(0, 1), Fraction(0, 1), Fraction(-7, 96), Fraction(0, 1), Fraction(1, 96)), (Fraction(0, 1), Fraction(7, 96), Fraction(0, 1), Fraction(-1, 96), Fraction(3, 32), Fraction(0, 1), Fraction(-1, 32), Fraction(0, 1)))	3	1.46	1.4242127397837872	2491	13811	84	SAT	0.438
w[15]	w_15_3c69d05ddf92	((Fraction(21, 32), Fraction(0, 1), Fraction(1, 32), Fraction(0, 1), Fraction(0, 1), Fraction(-7, 96), Fraction(0, 1), Fraction(-1, 32)), (Fraction(0, 1), Fraction(-13, 32), Fraction(0, 1), Fraction(3, 32), Fraction(7, 32), Fraction(0, 1), Fraction(-1, 32), Fraction(0, 1)))	3	1.46	1.4242127397837872	2491	13813	80	SAT	0.640
w[15]	w_15_0b6f726b0765	((Fraction(-17, 48), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(1, 48)), (Fraction(0, 1), Fraction(1, 2), Fraction(0, 1), Fraction(1, 48), Fraction(-7, 48), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1)))	3	1.46	1.4242127397837872	2491	13815	86	SAT	0.958
w[15]	w_15_f7a9b142d42e	((Fraction(-25, 48), Fraction(0, 1), Fraction(1, 16), Fraction(0, 1), Fraction(0, 1), Fraction(1, 12), Fraction(0, 1), Fraction(0, 1)), (Fraction(0, 1), Fraction(-11, 48), Fraction(0, 1), Fraction(-1, 16), Fraction(-1, 12), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1)))	3	1.46	1.4242127397837872	2491	13810	79	SAT	0.231
w[15]	w_15_46613355eb6b	((Fraction(-9, 16), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(1, 12), Fraction(0, 1), Fraction(-1, 48)), (Fraction(0, 1), Fraction(-7, 12), Fraction(0, 1), Fraction(-1, 48), Fraction(11, 48), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1)))	3	1.46	1.4242127397837872	2491	13812	78	SAT	0.916
w[15]	w_15_c66b967584af	((Fraction(1, 16), Fraction(0, 1), Fraction(1, 8), Fraction(0, 1), Fraction(0, 1), Fraction(7, 48), Fraction(0, 1), Fraction(0, 1)), (Fraction(0, 1), Fraction(5, 24), Fraction(0, 1), Fraction(-1, 16), Fraction(0, 1), Fraction(0, 1), Fraction(1, 16), Fraction(0, 1)))	3	1.46	1.4242127397837872	2491	13812	77	SAT	0.671
w[15]	w_15_43ec9f2f6e2b	((Fraction(-1, 32), Fraction(0, 1), Fraction(1, 32), Fraction(0, 1), Fraction(0, 1), Fraction(-1, 96), Fraction(0, 1), Fraction(-1, 32)), (Fraction(0, 1), Fraction(11, 32), Fraction(0, 1), Fraction(1, 32), Fraction(-1, 32), Fraction(0, 1), Fraction(1, 32), Fraction(0, 1)))	3	1.46	1.4242127397837872	2491	13815	79	SAT	1.785
w[15]	w_15_c3858be72c37	((Fraction(3, 16), Fraction(0, 1), Fraction(1, 8), Fraction(0, 1), Fraction(0, 1), Fraction(-11, 48), Fraction(0, 1), Fraction(0, 1)), (Fraction(0, 1), Fraction(-3, 8), Fraction(0, 1), Fraction(1, 16), Fraction(1, 4), Fraction(0, 1), Fraction(-1, 16), Fraction(0, 1)))	3	1.46	1.4242127397837872	2491	13809	76	SAT	0.688
w[15]	w_15_9fa898074a32	((Fraction(7, 32), Fraction(0, 1), Fraction(-1, 32), Fraction(0, 1), Fraction(0, 1), Fraction(-23, 96), Fraction(0, 1), Fraction(-1, 32)), (Fraction(0, 1), Fraction(-3, 32), Fraction(0, 1), Fraction(1, 32), Fraction(7, 32), Fraction(0, 1), Fraction(-1, 32), Fraction(0, 1)))	3	1.46	1.4242127397837872	2491	13809	75	SAT	0.318
w[15]	w_15_8bbc062534f0	((Fraction(-19, 96), Fraction(0, 1), Fraction(-1, 32), Fraction(0, 1), Fraction(0, 1), Fraction(5, 32), Fraction(0, 1), Fraction(1, 32)), (Fraction(0, 1), Fraction(21, 32), Fraction(0, 1), Fraction(1, 32), Fraction(-29, 96), Fraction(0, 1), Fraction(1, 32), Fraction(0, 1)))	3	1.46	1.4242127397837872	2491	13812	75	SAT	0.623
w[15]	w_15_b015d8413ec3	((Fraction(29, 96), Fraction(0, 1), Fraction(-1, 32), Fraction(0, 1), Fraction(0, 1), Fraction(-1, 96), Fraction(0, 1), Fraction(1, 32)), (Fraction(0, 1), Fraction(-1, 96), Fraction(0, 1), Fraction(1, 32), Fraction(-29, 96), Fraction(0, 1), Fraction(1, 32), Fraction(0, 1)))	3	1.46	1.4242127397837872	2491	13808	75	SAT	0.814
w[15]	w_15_b471e999ccbe	((Fraction(-9, 16), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(1, 12), Fraction(0, 1), Fraction(-1, 48)), (Fraction(0, 1), Fraction(-5, 12), Fraction(0, 1), Fraction(-1, 48), Fraction(1, 16), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1)))	3	1.46	1.4242127397837872	2491	13814	87	SAT	0.740
w[15]	w_15_09952148bcbf	((Fraction(-9, 32), Fraction(0, 1), Fraction(-5, 32), Fraction(0, 1), Fraction(0, 1), Fraction(1, 96), Fraction(0, 1), Fraction(1, 96)), (Fraction(0, 1), Fraction(43, 96), Fraction(0, 1), Fraction(-5, 96), Fraction(-5, 32), Fraction(0, 1), Fraction(-1, 32), Fraction(0, 1)))	3	1.46	1.4242127397837872	2491	13816	87	SAT	1.761
w[15]	w_15_5fd129b0898d	((Fraction(5, 12), Fraction(0, 1), Fraction(-1, 4), Fraction(0, 1), Fraction(0, 1), Fraction(-1, 12), Fraction(0, 1), Fraction(0, 1)), (Fraction(0, 1), Fraction(1, 6), Fraction(0, 1), Fraction(0, 1), Fraction(-1, 12), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1)))	3	1.46	1.4242127397837872	2491	13821	75	SAT	2.920
w[15]	w_15_a313fe6bff06	((Fraction(-13, 48), Fraction(0, 1), Fraction(3, 16), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1)), (Fraction(0, 1), Fraction(-7, 16), Fraction(0, 1), Fraction(-1, 16), Fraction(1, 6), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1)))	3	1.46	1.4242127397837872	2491	13816	86	SAT	1.050
w[15]	w_15_9a45abe8e89b	((Fraction(1, 4), Fraction(0, 1), Fraction(-1, 16), Fraction(0, 1), Fraction(0, 1), Fraction(-1, 16), Fraction(0, 1), Fraction(0, 1)), (Fraction(0, 1), Fraction(11, 48), Fraction(0, 1), Fraction(0, 1), Fraction(-1, 4), Fraction(0, 1), Fraction(-1, 16), Fraction(0, 1)))	3	1.46	1.4242127397837872	2491	13819	86	SAT	0.267
w[15]	w_15_be57d9da80e6	((Fraction(-83, 96), Fraction(0, 1), Fraction(-5, 32), Fraction(0, 1), Fraction(0, 1), Fraction(7, 96), Fraction(0, 1), Fraction(-1, 96)), (Fraction(0, 1), Fraction(-13, 96), Fraction(0, 1), Fraction(-5, 96), Fraction(7, 96), Fraction(0, 1), Fraction(1, 32), Fraction(0, 1)))	3	1.46	1.4242127397837872	2491	13820	86	SAT	4.740
w[15]	w_15_7b0c3e55d13d	((Fraction(1, 16), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(1, 12), Fraction(0, 1), Fraction(1, 48)), (Fraction(0, 1), Fraction(1, 12), Fraction(0, 1), Fraction(1, 48), Fraction(-1, 16), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1)))	3	1.46	1.4242127397837872	2491	13811	83	SAT	0.812
w[15]	w_15_79edebb3ddc0	((Fraction(-115, 96), Fraction(0, 1), Fraction(5, 32), Fraction(0, 1), Fraction(0, 1), Fraction(7, 96), Fraction(0, 1), Fraction(1, 96)), (Fraction(0, 1), Fraction(-35, 96), Fraction(0, 1), Fraction(-5, 96), Fraction(3, 32), Fraction(0, 1), Fraction(1, 32), Fraction(0, 1)))	3	1.46	1.4242127397837872	2491	13815	83	SAT	1.115
w[15]	w_15_5c1cd3fbbeb3	((Fraction(-7, 16), Fraction(0, 1), Fraction(1, 8), Fraction(0, 1), Fraction(0, 1), Fraction(7, 48), Fraction(0, 1), Fraction(0, 1)), (Fraction(0, 1), Fraction(1, 24), Fraction(0, 1), Fraction(-1, 16), Fraction(0, 1), Fraction(0, 1), Fraction(1, 16), Fraction(0, 1)))	3	1.46	1.4242127397837872	2491	13813	82	SAT	0.187
w[15]	w_15_7f2facb2df1b	((Fraction(-35, 96), Fraction(0, 1), Fraction(5, 32), Fraction(0, 1), Fraction(0, 1), Fraction(-7, 96), Fraction(0, 1), Fraction(-1, 96)), (Fraction(0, 1), Fraction(-1, 32), Fraction(0, 1), Fraction(-5, 96), Fraction(7, 96), Fraction(0, 1), Fraction(-1, 32), Fraction(0, 1)))	3	1.46	1.4242127397837872	2491	13811	81	SAT	0.379
w[15]	w_15_785ea597955b	((Fraction(5, 12), Fraction(0, 1), Fraction(-1, 8), Fraction(0, 1), Fraction(0, 1), Fraction(-1, 12), Fraction(0, 1), Fraction(0, 1)), (Fraction(0, 1), Fraction(-7, 24), Fraction(0, 1), Fraction(0, 1), Fraction(1, 12), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1)))	3	1.46	1.4242127397837872	2491	13814	81	SAT	1.652
w[15]	w_15_d2f919864fa5	((Fraction(-43, 96), Fraction(0, 1), Fraction(-5, 32), Fraction(0, 1), Fraction(0, 1), Fraction(5, 32), Fraction(0, 1), Fraction(-1, 96)), (Fraction(0, 1), Fraction(9, 32), Fraction(0, 1), Fraction(-5, 96), Fraction(-1, 96), Fraction(0, 1), Fraction(1, 32), Fraction(0, 1)))	3	1.46	1.4242127397837872	2491	13814	82	SAT	2.700
w[15]	w_15_304d063570cc	((Fraction(19, 96), Fraction(0, 1), Fraction(-5, 32), Fraction(0, 1), Fraction(0, 1), Fraction(1, 96), Fraction(0, 1), Fraction(1, 32)), (Fraction(0, 1), Fraction(-5, 96), Fraction(0, 1), Fraction(-1, 32), Fraction(-13, 96), Fraction(0, 1), Fraction(-1, 32), Fraction(0, 1)))	3	1.46	1.4242127397837872	2491	13815	80	SAT	0.206
w[15]	w_15_96521677f061	((Fraction(-11, 96), Fraction(0, 1), Fraction(-5, 32), Fraction(0, 1), Fraction(0, 1), Fraction(1, 96), Fraction(0, 1), Fraction(1, 96)), (Fraction(0, 1), Fraction(-5, 96), Fraction(0, 1), Fraction(-5, 96), Fraction(17, 96), Fraction(0, 1), Fraction(-1, 32), Fraction(0, 1)))	3	1.46	1.4242127397837872	2491	13816	81	SAT	2.474
w[15]	w_15_63724d06a6cc	((Fraction(11, 96), Fraction(0, 1), Fraction(-5, 32), Fraction(0, 1), Fraction(0, 1), Fraction(-1, 96), Fraction(0, 1), Fraction(1, 96)), (Fraction(0, 1), Fraction(9, 32), Fraction(0, 1), Fraction(5, 96), Fraction(17, 96), Fraction(0, 1), Fraction(1, 32), Fraction(0, 1)))	3	1.46	1.4242127397837872	2491	13812	79	SAT	0.927
w[15]	w_15_f07f016aa041	((Fraction(31, 48), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(-1, 48)), (Fraction(0, 1), Fraction(-1, 6), Fraction(0, 1), Fraction(1, 48), Fraction(7, 48), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1)))	3	1.46	1.4242127397837872	2491	13810	79	SAT	0.293
w[15]	w_15_6d9fe5d939bd	((Fraction(7, 32), Fraction(0, 1), Fraction(7, 32), Fraction(0, 1), Fraction(0, 1), Fraction(-7, 96), Fraction(0, 1), Fraction(-1, 32)), (Fraction(0, 1), Fraction(-17, 96), Fraction(0, 1), Fraction(1, 32), Fraction(7, 32), Fraction(0, 1), Fraction(-1, 32), Fraction(0, 1)))	3	1.46	1.4242127397837872	2491	13808	79	SAT	0.193
w[15]	w_15_971492cc4404	((Fraction(55, 96), Fraction(0, 1), Fraction(1, 32), Fraction(0, 1), Fraction(0, 1), Fraction(1, 96), Fraction(0, 1), Fraction(-1, 32)), (Fraction(0, 1), Fraction(-5, 32), Fraction(0, 1), Fraction(3, 32), Fraction(13, 96), Fraction(0, 1), Fraction(-1, 32), Fraction(0, 1)))	3	1.46	1.4242127397837872	2491	13810	78	SAT	0.669
w[15]	w_15_e985ff9c27d9	((Fraction(59, 96), Fraction(0, 1), Fraction(1, 32), Fraction(0, 1), Fraction(0, 1), Fraction(-7, 96), Fraction(0, 1), Fraction(-1, 32)), (Fraction(0, 1), Fraction(-7, 96), Fraction(0, 1), Fraction(-1, 32), Fraction(5, 96), Fraction(0, 1), Fraction(-1, 32), Fraction(0, 1)))	3	1.46	1.4242127397837872	2491	13821	88	SAT	32.449
w[15]	w_15_f8118fb32899	((Fraction(-83, 96), Fraction(0, 1), Fraction(5, 32), Fraction(0, 1), Fraction(0, 1), Fraction(7, 96), Fraction(0, 1), Fraction(1, 96)), (Fraction(0, 1), Fraction(13, 96), Fraction(0, 1), Fraction(-5, 96), Fraction(-7, 96), Fraction(0, 1), Fraction(1, 32), Fraction(0, 1)))	3	1.46	1.4242127397837872	2491	13820	86	SAT	41.325
w[15]	w_15_e201c77f6560	((Fraction(7, 8), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(-1, 6), Fraction(0, 1), Fraction(0, 1)), (Fraction(0, 1), Fraction(1, 6), Fraction(0, 1), Fraction(1, 8), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1)))	3	1.46	1.4242127397837872	2491	13821	86	timeout	180.006
