[1/33] {'graphs': 1, 'dags': 473200, 'profile_dags': 447232, 'ss_skip': 300304, 'dicut_skip': 91464, 'packed_heur': 1453, 'packed_exact': 54011, 'cand': 0} t=22s
[2/33] {'graphs': 2, 'dags': 949728, 'profile_dags': 901560, 'ss_skip': 575208, 'dicut_skip': 231880, 'packed_heur': 2506, 'packed_exact': 91966, 'cand': 0} t=39s
[3/33] {'graphs': 3, 'dags': 1424840, 'profile_dags': 1354536, 'ss_skip': 850800, 'dicut_skip': 370392, 'packed_heur': 3548, 'packed_exact': 129796, 'cand': 0} t=56s
[4/33] {'graphs': 4, 'dags': 1938200, 'profile_dags': 1836712, 'ss_skip': 1213192, 'dicut_skip': 411144, 'packed_heur': 5419, 'packed_exact': 206957, 'cand': 0} t=85s
[5/33] {'graphs': 5, 'dags': 2506760, 'profile_dags': 2367160, 'ss_skip': 1633224, 'dicut_skip': 425472, 'packed_heur': 7479, 'packed_exact': 300985, 'cand': 0} t=120s
[6/33] {'graphs': 6, 'dags': 2964008, 'profile_dags': 2802592, 'ss_skip': 1897380, 'dicut_skip': 555796, 'packed_heur': 8529, 'packed_exact': 340887, 'cand': 0} t=137s
[7/33] {'graphs': 7, 'dags': 3558336, 'profile_dags': 3352584, 'ss_skip': 2363200, 'dicut_skip': 561076, 'packed_heur': 10360, 'packed_exact': 417948, 'cand': 0} t=166s
[8/33] {'graphs': 8, 'dags': 4251872, 'profile_dags': 3981960, 'ss_skip': 2965296, 'dicut_skip': 561076, 'packed_heur': 10925, 'packed_exact': 444663, 'cand': 0} t=178s
[9/33] {'graphs': 9, 'dags': 4852636, 'profile_dags': 4536656, 'ss_skip': 3439540, 'dicut_skip': 565636, 'packed_heur': 12678, 'packed_exact': 518802, 'cand': 0} t=206s
[10/33] {'graphs': 10, 'dags': 5488392, 'profile_dags': 5123496, 'ss_skip': 3938112, 'dicut_skip': 565636, 'packed_heur': 14458, 'packed_exact': 605290, 'cand': 0} t=238s
[11/33] {'graphs': 11, 'dags': 6041876, 'profile_dags': 5643304, 'ss_skip': 4313394, 'dicut_skip': 644248, 'packed_heur': 16049, 'packed_exact': 669613, 'cand': 0} t=264s
[12/33] {'graphs': 12, 'dags': 6586588, 'profile_dags': 6156208, 'ss_skip': 4673328, 'dicut_skip': 726720, 'packed_heur': 17688, 'packed_exact': 738472, 'cand': 0} t=291s
[13/33] {'graphs': 13, 'dags': 7069544, 'profile_dags': 6616716, 'ss_skip': 4946860, 'dicut_skip': 875808, 'packed_heur': 18606, 'packed_exact': 775442, 'cand': 0} t=308s
[14/33] {'graphs': 14, 'dags': 7732864, 'profile_dags': 7223824, 'ss_skip': 5505952, 'dicut_skip': 875808, 'packed_heur': 19651, 'packed_exact': 822413, 'cand': 0} t=327s
[15/33] {'graphs': 15, 'dags': 8198656, 'profile_dags': 7667760, 'ss_skip': 5772544, 'dicut_skip': 1017208, 'packed_heur': 20546, 'packed_exact': 857462, 'cand': 0} t=343s
[16/33] {'graphs': 16, 'dags': 8583088, 'profile_dags': 8031744, 'ss_skip': 6031456, 'dicut_skip': 1088776, 'packed_heur': 21466, 'packed_exact': 890046, 'cand': 0} t=357s
[17/33] {'graphs': 17, 'dags': 9104608, 'profile_dags': 8517296, 'ss_skip': 6421024, 'dicut_skip': 1120936, 'packed_heur': 23103, 'packed_exact': 952233, 'cand': 0} t=383s
[18/33] {'graphs': 18, 'dags': 9624664, 'profile_dags': 9004480, 'ss_skip': 6795244, 'dicut_skip': 1157176, 'packed_heur': 24992, 'packed_exact': 1027068, 'cand': 0} t=411s
[19/33] {'graphs': 19, 'dags': 10116960, 'profile_dags': 9470972, 'ss_skip': 7104350, 'dicut_skip': 1256468, 'packed_heur': 26453, 'packed_exact': 1083701, 'cand': 0} t=434s
[20/33] {'graphs': 20, 'dags': 10559016, 'profile_dags': 9888396, 'ss_skip': 7399690, 'dicut_skip': 1325780, 'packed_heur': 27693, 'packed_exact': 1135233, 'cand': 0} t=455s
[21/33] {'graphs': 21, 'dags': 10993136, 'profile_dags': 10301148, 'ss_skip': 7664938, 'dicut_skip': 1432836, 'packed_heur': 28781, 'packed_exact': 1174593, 'cand': 0} t=471s
[22/33] {'graphs': 22, 'dags': 11577360, 'profile_dags': 10842884, 'ss_skip': 8117782, 'dicut_skip': 1440384, 'packed_heur': 30649, 'packed_exact': 1254069, 'cand': 0} t=501s
[23/33] {'graphs': 23, 'dags': 12082736, 'profile_dags': 11317332, 'ss_skip': 8477602, 'dicut_skip': 1479120, 'packed_heur': 32470, 'packed_exact': 1328140, 'cand': 0} t=529s
[24/33] {'graphs': 24, 'dags': 12594488, 'profile_dags': 11796372, 'ss_skip': 8853002, 'dicut_skip': 1511712, 'packed_heur': 34155, 'packed_exact': 1397503, 'cand': 0} t=555s
[25/33] {'graphs': 25, 'dags': 13043096, 'profile_dags': 12220092, 'ss_skip': 9157178, 'dicut_skip': 1577328, 'packed_heur': 35566, 'packed_exact': 1450020, 'cand': 0} t=576s
[26/33] {'graphs': 26, 'dags': 13427040, 'profile_dags': 12583716, 'ss_skip': 9409742, 'dicut_skip': 1654416, 'packed_heur': 36475, 'packed_exact': 1483083, 'cand': 0} t=591s
[27/33] {'graphs': 27, 'dags': 14121752, 'profile_dags': 13213836, 'ss_skip': 10014882, 'dicut_skip': 1654416, 'packed_heur': 36973, 'packed_exact': 1507565, 'cand': 0} t=602s
[28/33] {'graphs': 28, 'dags': 14725472, 'profile_dags': 13769892, 'ss_skip': 10502394, 'dicut_skip': 1656144, 'packed_heur': 38578, 'packed_exact': 1572776, 'cand': 0} t=628s
[29/33] {'graphs': 29, 'dags': 15233448, 'profile_dags': 14245500, 'ss_skip': 10865938, 'dicut_skip': 1695264, 'packed_heur': 40360, 'packed_exact': 1643938, 'cand': 0} t=657s
