[1/37] {'graphs': 1, 'dags': 550616, 'profile_dags': 513096, 'ss_skip': 416268, 'dicut_skip': 12456, 'packed_heur': 1869, 'packed_exact': 82503, 'cand': 0} t=31s
[2/37] {'graphs': 2, 'dags': 1039844, 'profile_dags': 980116, 'ss_skip': 679260, 'dicut_skip': 181448, 'packed_heur': 2714, 'packed_exact': 116694, 'cand': 0} t=45s
[3/37] {'graphs': 3, 'dags': 1677944, 'profile_dags': 1566436, 'ss_skip': 1204608, 'dicut_skip': 181448, 'packed_heur': 4029, 'packed_exact': 176351, 'cand': 0} t=67s
[4/37] {'graphs': 4, 'dags': 2239664, 'profile_dags': 2089524, 'ss_skip': 1626584, 'dicut_skip': 194360, 'packed_heur': 5928, 'packed_exact': 262652, 'cand': 0} t=97s
[5/37] {'graphs': 5, 'dags': 2901136, 'profile_dags': 2693860, 'ss_skip': 2184144, 'dicut_skip': 194360, 'packed_heur': 7019, 'packed_exact': 308337, 'cand': 0} t=114s
[6/37] {'graphs': 6, 'dags': 3532340, 'profile_dags': 3274968, 'ss_skip': 2689864, 'dicut_skip': 194360, 'packed_heur': 8671, 'packed_exact': 382073, 'cand': 0} t=140s
[7/37] {'graphs': 7, 'dags': 4095112, 'profile_dags': 3798448, 'ss_skip': 3116072, 'dicut_skip': 205040, 'packed_heur': 10557, 'packed_exact': 466779, 'cand': 0} t=169s
[8/37] {'graphs': 8, 'dags': 4682912, 'profile_dags': 4342136, 'ss_skip': 3582384, 'dicut_skip': 209672, 'packed_heur': 12300, 'packed_exact': 537780, 'cand': 0} t=195s
[9/37] {'graphs': 9, 'dags': 5389152, 'profile_dags': 4980320, 'ss_skip': 4200724, 'dicut_skip': 209672, 'packed_heur': 12697, 'packed_exact': 557227, 'cand': 0} t=204s
[10/37] {'graphs': 10, 'dags': 6065548, 'profile_dags': 5596640, 'ss_skip': 4777082, 'dicut_skip': 209672, 'packed_heur': 13563, 'packed_exact': 596323, 'cand': 0} t=220s
[11/37] {'graphs': 11, 'dags': 6645640, 'profile_dags': 6135140, 'ss_skip': 5225374, 'dicut_skip': 217700, 'packed_heur': 15499, 'packed_exact': 676567, 'cand': 0} t=248s
[12/37] {'graphs': 12, 'dags': 7148444, 'profile_dags': 6605600, 'ss_skip': 5589706, 'dicut_skip': 256736, 'packed_heur': 17097, 'packed_exact': 742061, 'cand': 0} t=272s
[13/37] {'graphs': 13, 'dags': 7643716, 'profile_dags': 7070360, 'ss_skip': 5940236, 'dicut_skip': 298544, 'packed_heur': 18742, 'packed_exact': 812838, 'cand': 0} t=298s
[14/37] {'graphs': 14, 'dags': 8318924, 'profile_dags': 7685924, 'ss_skip': 6513428, 'dicut_skip': 298544, 'packed_heur': 19713, 'packed_exact': 854239, 'cand': 0} t=314s
[15/37] {'graphs': 15, 'dags': 8989012, 'profile_dags': 8297804, 'ss_skip': 7073552, 'dicut_skip': 298544, 'packed_heur': 20876, 'packed_exact': 904832, 'cand': 0} t=332s
[16/37] {'graphs': 16, 'dags': 9538304, 'profile_dags': 8812020, 'ss_skip': 7467970, 'dicut_skip': 316580, 'packed_heur': 22964, 'packed_exact': 1004506, 'cand': 0} t=367s
