[1/37] {'graphs': 1, 'dags': 570806, 'profile_dags': 535560, 'ss_skip': 386524, 'dicut_skip': 46724, 'packed_heur': 2233, 'packed_exact': 100079, 'cand': 0} t=37s
[2/37] {'graphs': 2, 'dags': 1144780, 'profile_dags': 1076156, 'ss_skip': 752288, 'dicut_skip': 136440, 'packed_heur': 4270, 'packed_exact': 183158, 'cand': 0} t=68s
[3/37] {'graphs': 3, 'dags': 1696794, 'profile_dags': 1595760, 'ss_skip': 1104680, 'dicut_skip': 219172, 'packed_heur': 6518, 'packed_exact': 265390, 'cand': 0} t=99s
[4/37] {'graphs': 4, 'dags': 2236284, 'profile_dags': 2103904, 'ss_skip': 1470332, 'dicut_skip': 219172, 'packed_heur': 9099, 'packed_exact': 405301, 'cand': 0} t=147s
[5/37] {'graphs': 5, 'dags': 2856218, 'profile_dags': 2677132, 'ss_skip': 1956260, 'dicut_skip': 219172, 'packed_heur': 10991, 'packed_exact': 490709, 'cand': 0} t=178s
[6/37] {'graphs': 6, 'dags': 3478796, 'profile_dags': 3251048, 'ss_skip': 2456834, 'dicut_skip': 219172, 'packed_heur': 12588, 'packed_exact': 562454, 'cand': 0} t=206s
[7/37] {'graphs': 7, 'dags': 4071902, 'profile_dags': 3802992, 'ss_skip': 2902974, 'dicut_skip': 219172, 'packed_heur': 14791, 'packed_exact': 666055, 'cand': 0} t=243s
[8/37] {'graphs': 8, 'dags': 4748748, 'profile_dags': 4418796, 'ss_skip': 3480426, 'dicut_skip': 219172, 'packed_heur': 15617, 'packed_exact': 703581, 'cand': 0} t=258s
[9/37] {'graphs': 9, 'dags': 5399018, 'profile_dags': 5014008, 'ss_skip': 4023744, 'dicut_skip': 219172, 'packed_heur': 16763, 'packed_exact': 754329, 'cand': 0} t=278s
[10/37] {'graphs': 10, 'dags': 6132352, 'profile_dags': 5671140, 'ss_skip': 4676676, 'dicut_skip': 219172, 'packed_heur': 16827, 'packed_exact': 758465, 'cand': 0} t=281s
[11/37] {'graphs': 11, 'dags': 6656576, 'profile_dags': 6166444, 'ss_skip': 5014096, 'dicut_skip': 303372, 'packed_heur': 18446, 'packed_exact': 830530, 'cand': 0} t=308s
[12/37] {'graphs': 12, 'dags': 7224828, 'profile_dags': 6695804, 'ss_skip': 5439720, 'dicut_skip': 316584, 'packed_heur': 20514, 'packed_exact': 918986, 'cand': 0} t=340s
[13/37] {'graphs': 13, 'dags': 7832772, 'profile_dags': 7259212, 'ss_skip': 5912512, 'dicut_skip': 316584, 'packed_heur': 22386, 'packed_exact': 1007730, 'cand': 0} t=374s
[14/37] {'graphs': 14, 'dags': 8491204, 'profile_dags': 7861672, 'ss_skip': 6465460, 'dicut_skip': 316584, 'packed_heur': 23461, 'packed_exact': 1056167, 'cand': 0} t=393s
[15/37] {'graphs': 15, 'dags': 9014364, 'profile_dags': 8357624, 'ss_skip': 6782792, 'dicut_skip': 436356, 'packed_heur': 24922, 'packed_exact': 1113554, 'cand': 0} t=416s
[16/37] {'graphs': 16, 'dags': 9529496, 'profile_dags': 8843780, 'ss_skip': 7114476, 'dicut_skip': 515456, 'packed_heur': 26695, 'packed_exact': 1187153, 'cand': 0} t=443s
[17/37] {'graphs': 17, 'dags': 10105824, 'profile_dags': 9377628, 'ss_skip': 7562972, 'dicut_skip': 523088, 'packed_heur': 28494, 'packed_exact': 1263074, 'cand': 0} t=470s
[18/37] {'graphs': 18, 'dags': 10628000, 'profile_dags': 9870532, 'ss_skip': 7903160, 'dicut_skip': 588512, 'packed_heur': 30449, 'packed_exact': 1348411, 'cand': 0} t=502s
