[1/325] {'graphs': 1, 'dags': 7557944, 'profile_dags': 6289772, 'ss_skip': 4787568, 'packed_cegar': 1502204, 'dicut_skip': 0, 'packed_exact': 0, 'cand': 0} t=317s
[2/325] {'graphs': 2, 'dags': 15239992, 'profile_dags': 12655228, 'ss_skip': 9759594, 'packed_cegar': 2895634, 'dicut_skip': 0, 'packed_exact': 0, 'cand': 0} t=609s
[3/325] {'graphs': 3, 'dags': 21822244, 'profile_dags': 18252808, 'ss_skip': 13518374, 'packed_cegar': 4734434, 'dicut_skip': 0, 'packed_exact': 0, 'cand': 0} t=992s
[4/325] {'graphs': 4, 'dags': 28488576, 'profile_dags': 23910048, 'ss_skip': 17338492, 'packed_cegar': 6571556, 'dicut_skip': 0, 'packed_exact': 0, 'cand': 0} t=1361s
[5/325] {'graphs': 5, 'dags': 35513168, 'profile_dags': 29859068, 'ss_skip': 21255700, 'packed_cegar': 8603368, 'dicut_skip': 0, 'packed_exact': 0, 'cand': 0} t=1822s
[6/325] {'graphs': 6, 'dags': 42232480, 'profile_dags': 35600896, 'ss_skip': 24808520, 'packed_cegar': 10792376, 'dicut_skip': 0, 'packed_exact': 0, 'cand': 0} t=2336s
[7/325] {'graphs': 7, 'dags': 49431412, 'profile_dags': 41649472, 'ss_skip': 29182050, 'packed_cegar': 12467422, 'dicut_skip': 0, 'packed_exact': 0, 'cand': 0} t=2680s
[8/325] {'graphs': 8, 'dags': 56881452, 'profile_dags': 47874144, 'ss_skip': 33758770, 'packed_cegar': 14115374, 'dicut_skip': 0, 'packed_exact': 0, 'cand': 0} t=3029s
[9/325] {'graphs': 9, 'dags': 64029356, 'profile_dags': 53891876, 'ss_skip': 38006380, 'packed_cegar': 15885496, 'dicut_skip': 0, 'packed_exact': 0, 'cand': 0} t=3422s
[10/325] {'graphs': 10, 'dags': 71689896, 'profile_dags': 60245388, 'ss_skip': 42922452, 'packed_cegar': 17322936, 'dicut_skip': 0, 'packed_exact': 0, 'cand': 0} t=3738s
[11/325] {'graphs': 11, 'dags': 78970888, 'profile_dags': 66343324, 'ss_skip': 47423304, 'packed_cegar': 18920020, 'dicut_skip': 0, 'packed_exact': 0, 'cand': 0} t=4097s
[12/325] {'graphs': 12, 'dags': 86972552, 'profile_dags': 72921860, 'ss_skip': 52775376, 'packed_cegar': 20146484, 'dicut_skip': 0, 'packed_exact': 0, 'cand': 0} t=4369s
[13/325] {'graphs': 13, 'dags': 94557560, 'profile_dags': 79226912, 'ss_skip': 57600280, 'packed_cegar': 21626632, 'dicut_skip': 0, 'packed_exact': 0, 'cand': 0} t=4708s
[14/325] {'graphs': 14, 'dags': 101278000, 'profile_dags': 84905068, 'ss_skip': 61630744, 'packed_cegar': 23274324, 'dicut_skip': 0, 'packed_exact': 0, 'cand': 0} t=5044s
[15/325] {'graphs': 15, 'dags': 108020336, 'profile_dags': 90596996, 'ss_skip': 65698872, 'packed_cegar': 24898124, 'dicut_skip': 0, 'packed_exact': 0, 'cand': 0} t=5369s
[16/325] {'graphs': 16, 'dags': 115224960, 'profile_dags': 96656832, 'ss_skip': 69963556, 'packed_cegar': 26693276, 'dicut_skip': 0, 'packed_exact': 0, 'cand': 0} t=5741s
[17/325] {'graphs': 17, 'dags': 121631636, 'profile_dags': 102118580, 'ss_skip': 73631742, 'packed_cegar': 28486838, 'dicut_skip': 0, 'packed_exact': 0, 'cand': 0} t=6122s
[18/325] {'graphs': 18, 'dags': 127969080, 'profile_dags': 107530176, 'ss_skip': 77209466, 'packed_cegar': 30320710, 'dicut_skip': 0, 'packed_exact': 0, 'cand': 0} t=6517s
[19/325] {'graphs': 19, 'dags': 135943980, 'profile_dags': 114095016, 'ss_skip': 82477770, 'packed_cegar': 31617246, 'dicut_skip': 0, 'packed_exact': 0, 'cand': 0} t=6809s
[20/325] {'graphs': 20, 'dags': 144047208, 'profile_dags': 120736584, 'ss_skip': 87947302, 'packed_cegar': 32789282, 'dicut_skip': 0, 'packed_exact': 0, 'cand': 0} t=7062s
[21/325] {'graphs': 21, 'dags': 150057988, 'profile_dags': 125915524, 'ss_skip': 91167024, 'packed_cegar': 34748500, 'dicut_skip': 0, 'packed_exact': 0, 'cand': 0} t=7493s
[22/325] {'graphs': 22, 'dags': 156488168, 'profile_dags': 131388440, 'ss_skip': 94897108, 'packed_cegar': 36491332, 'dicut_skip': 0, 'packed_exact': 0, 'cand': 0} t=7861s
[23/325] {'graphs': 23, 'dags': 162943244, 'profile_dags': 136875548, 'ss_skip': 98673718, 'packed_cegar': 38201830, 'dicut_skip': 0, 'packed_exact': 0, 'cand': 0} t=8229s
[24/325] {'graphs': 24, 'dags': 169753460, 'profile_dags': 142612532, 'ss_skip': 102814014, 'packed_cegar': 39798518, 'dicut_skip': 0, 'packed_exact': 0, 'cand': 0} t=8562s
[25/325] {'graphs': 25, 'dags': 175872484, 'profile_dags': 147897700, 'ss_skip': 105963016, 'packed_cegar': 41934684, 'dicut_skip': 0, 'packed_exact': 0, 'cand': 0} t=9025s
[26/325] {'graphs': 26, 'dags': 181759036, 'profile_dags': 152999560, 'ss_skip': 108986476, 'packed_cegar': 44013084, 'dicut_skip': 0, 'packed_exact': 0, 'cand': 0} t=9488s
[27/325] {'graphs': 27, 'dags': 187869472, 'profile_dags': 158268988, 'ss_skip': 112177272, 'packed_cegar': 46091716, 'dicut_skip': 0, 'packed_exact': 0, 'cand': 0} t=9932s
[28/325] {'graphs': 28, 'dags': 194075588, 'profile_dags': 163602860, 'ss_skip': 115503294, 'packed_cegar': 48099566, 'dicut_skip': 0, 'packed_exact': 0, 'cand': 0} t=10365s
[29/325] {'graphs': 29, 'dags': 200520608, 'profile_dags': 169155812, 'ss_skip': 118722390, 'packed_cegar': 50433422, 'dicut_skip': 0, 'packed_exact': 0, 'cand': 0} t=10858s
[30/325] {'graphs': 30, 'dags': 206955792, 'profile_dags': 174705912, 'ss_skip': 121903258, 'packed_cegar': 52802654, 'dicut_skip': 0, 'packed_exact': 0, 'cand': 0} t=11361s
