[1/36] {'graphs': 1, 'dags': 465848, 'profile_dags': 440200, 'ss_skip': 303816, 'dicut_skip': 81464, 'packed_heur': 1415, 'packed_exact': 53505, 'cand': 0} t=23s
[2/36] {'graphs': 2, 'dags': 997560, 'profile_dags': 935504, 'ss_skip': 705696, 'dicut_skip': 108200, 'packed_heur': 3166, 'packed_exact': 118442, 'cand': 0} t=49s
[3/36] {'graphs': 3, 'dags': 1499016, 'profile_dags': 1406156, 'ss_skip': 1064312, 'dicut_skip': 145880, 'packed_heur': 4947, 'packed_exact': 191017, 'cand': 0} t=77s
[4/36] {'graphs': 4, 'dags': 1945844, 'profile_dags': 1828160, 'ss_skip': 1367728, 'dicut_skip': 211304, 'packed_heur': 6277, 'packed_exact': 242851, 'cand': 0} t=98s
[5/36] {'graphs': 5, 'dags': 2379484, 'profile_dags': 2240328, 'ss_skip': 1649856, 'dicut_skip': 304712, 'packed_heur': 7238, 'packed_exact': 278522, 'cand': 0} t=114s
[6/36] {'graphs': 6, 'dags': 2929756, 'profile_dags': 2757092, 'ss_skip': 2022932, 'dicut_skip': 382124, 'packed_heur': 8799, 'packed_exact': 343237, 'cand': 0} t=139s
[7/36] {'graphs': 7, 'dags': 3358044, 'profile_dags': 3164260, 'ss_skip': 2289224, 'dicut_skip': 487106, 'packed_heur': 9731, 'packed_exact': 378199, 'cand': 0} t=155s
[8/36] {'graphs': 8, 'dags': 4059668, 'profile_dags': 3799132, 'ss_skip': 2903880, 'dicut_skip': 487106, 'packed_heur': 10115, 'packed_exact': 398031, 'cand': 0} t=164s
[9/36] {'graphs': 9, 'dags': 4569044, 'profile_dags': 4275784, 'ss_skip': 3281572, 'dicut_skip': 518162, 'packed_heur': 11752, 'packed_exact': 464298, 'cand': 0} t=190s
[10/36] {'graphs': 10, 'dags': 5044832, 'profile_dags': 4726276, 'ss_skip': 3584604, 'dicut_skip': 611370, 'packed_heur': 13092, 'packed_exact': 517210, 'cand': 0} t=212s
[11/36] {'graphs': 11, 'dags': 5564020, 'profile_dags': 5212572, 'ss_skip': 3959844, 'dicut_skip': 647130, 'packed_heur': 14892, 'packed_exact': 590706, 'cand': 0} t=241s
[12/36] {'graphs': 12, 'dags': 6172492, 'profile_dags': 5772412, 'ss_skip': 4452020, 'dicut_skip': 648762, 'packed_heur': 16536, 'packed_exact': 655094, 'cand': 0} t=265s
[13/36] {'graphs': 13, 'dags': 6641708, 'profile_dags': 6216460, 'ss_skip': 4747132, 'dicut_skip': 741610, 'packed_heur': 17893, 'packed_exact': 709825, 'cand': 0} t=288s
[14/36] {'graphs': 14, 'dags': 7236076, 'profile_dags': 6764964, 'ss_skip': 5221720, 'dicut_skip': 745954, 'packed_heur': 19606, 'packed_exact': 777684, 'cand': 0} t=314s
[15/36] {'graphs': 15, 'dags': 7862472, 'profile_dags': 7342836, 'ss_skip': 5718434, 'dicut_skip': 745954, 'packed_heur': 21325, 'packed_exact': 857123, 'cand': 0} t=345s
[16/36] {'graphs': 16, 'dags': 8411536, 'profile_dags': 7859884, 'ss_skip': 6079718, 'dicut_skip': 830066, 'packed_heur': 22929, 'packed_exact': 927171, 'cand': 0} t=373s
[17/36] {'graphs': 17, 'dags': 8855184, 'profile_dags': 8282492, 'ss_skip': 6331070, 'dicut_skip': 966202, 'packed_heur': 23899, 'packed_exact': 961321, 'cand': 0} t=390s
[18/36] {'graphs': 18, 'dags': 9317344, 'profile_dags': 8722956, 'ss_skip': 6593662, 'dicut_skip': 1106930, 'packed_heur': 24837, 'packed_exact': 997527, 'cand': 0} t=406s
[19/36] {'graphs': 19, 'dags': 9789544, 'profile_dags': 9173028, 'ss_skip': 6860626, 'dicut_skip': 1251786, 'packed_heur': 25831, 'packed_exact': 1034785, 'cand': 0} t=423s
[20/36] {'graphs': 20, 'dags': 10348608, 'profile_dags': 9695820, 'ss_skip': 7267034, 'dicut_skip': 1268922, 'packed_heur': 28011, 'packed_exact': 1131853, 'cand': 0} t=464s
[21/36] {'graphs': 21, 'dags': 11056008, 'profile_dags': 10334732, 'ss_skip': 7888318, 'dicut_skip': 1268922, 'packed_heur': 28335, 'packed_exact': 1149157, 'cand': 0} t=476s
[22/36] {'graphs': 22, 'dags': 11553816, 'profile_dags': 10801812, 'ss_skip': 8240994, 'dicut_skip': 1313082, 'packed_heur': 29936, 'packed_exact': 1217800, 'cand': 0} t=514s
