[1/325] {'graphs': 1, 'dags': 5867248, 'profile_dags': 5073976, 'ss_skip': 3065480, 'packed_cegar': 2008496, 'dicut_skip': 0, 'packed_exact': 0, 'cand': 0} t=458s
[2/325] {'graphs': 2, 'dags': 12583508, 'profile_dags': 10800188, 'ss_skip': 6793078, 'packed_cegar': 4007110, 'dicut_skip': 0, 'packed_exact': 0, 'cand': 0} t=987s
[3/325] {'graphs': 3, 'dags': 18196292, 'profile_dags': 15698108, 'ss_skip': 9545590, 'packed_cegar': 6152518, 'dicut_skip': 0, 'packed_exact': 0, 'cand': 0} t=1609s
[4/325] {'graphs': 4, 'dags': 24168732, 'profile_dags': 20859468, 'ss_skip': 12634326, 'packed_cegar': 8225142, 'dicut_skip': 0, 'packed_exact': 0, 'cand': 0} t=2196s
[5/325] {'graphs': 5, 'dags': 30525048, 'profile_dags': 26304588, 'ss_skip': 16068398, 'packed_cegar': 10236190, 'dicut_skip': 0, 'packed_exact': 0, 'cand': 0} t=2732s
[6/325] {'graphs': 6, 'dags': 36541844, 'profile_dags': 31517852, 'ss_skip': 19054904, 'packed_cegar': 12462948, 'dicut_skip': 0, 'packed_exact': 0, 'cand': 0} t=3365s
[7/325] {'graphs': 7, 'dags': 42059328, 'profile_dags': 36399984, 'ss_skip': 21157464, 'packed_cegar': 15242520, 'dicut_skip': 0, 'packed_exact': 0, 'cand': 0} t=4197s
[8/325] {'graphs': 8, 'dags': 47929304, 'profile_dags': 41508440, 'ss_skip': 24020724, 'packed_cegar': 17487716, 'dicut_skip': 0, 'packed_exact': 0, 'cand': 0} t=4882s
[9/325] {'graphs': 9, 'dags': 55793424, 'profile_dags': 47987964, 'ss_skip': 29226888, 'packed_cegar': 18761076, 'dicut_skip': 0, 'packed_exact': 0, 'cand': 0} t=5241s
[10/325] {'graphs': 10, 'dags': 62526176, 'profile_dags': 53706836, 'ss_skip': 33091948, 'packed_cegar': 20614888, 'dicut_skip': 0, 'packed_exact': 0, 'cand': 0} t=5805s
[11/325] {'graphs': 11, 'dags': 67841560, 'profile_dags': 58405060, 'ss_skip': 35407066, 'packed_cegar': 22997994, 'dicut_skip': 0, 'packed_exact': 0, 'cand': 0} t=6638s
[12/325] {'graphs': 12, 'dags': 73478200, 'profile_dags': 63324184, 'ss_skip': 38193570, 'packed_cegar': 25130614, 'dicut_skip': 0, 'packed_exact': 0, 'cand': 0} t=7302s
[13/325] {'graphs': 13, 'dags': 79402656, 'profile_dags': 68438268, 'ss_skip': 41360106, 'packed_cegar': 27078162, 'dicut_skip': 0, 'packed_exact': 0, 'cand': 0} t=7875s
[14/325] {'graphs': 14, 'dags': 86870212, 'profile_dags': 74651020, 'ss_skip': 46132302, 'packed_cegar': 28518718, 'dicut_skip': 0, 'packed_exact': 0, 'cand': 0} t=8319s
[15/325] {'graphs': 15, 'dags': 94143708, 'profile_dags': 80725668, 'ss_skip': 50759654, 'packed_cegar': 29966014, 'dicut_skip': 0, 'packed_exact': 0, 'cand': 0} t=8768s
[16/325] {'graphs': 16, 'dags': 101041472, 'profile_dags': 86568104, 'ss_skip': 54784090, 'packed_cegar': 31784014, 'dicut_skip': 0, 'packed_exact': 0, 'cand': 0} t=9271s
[17/325] {'graphs': 17, 'dags': 108572992, 'profile_dags': 92844616, 'ss_skip': 59500362, 'packed_cegar': 33344254, 'dicut_skip': 0, 'packed_exact': 0, 'cand': 0} t=9680s
[18/325] {'graphs': 18, 'dags': 115816480, 'profile_dags': 98925664, 'ss_skip': 63882724, 'packed_cegar': 35042940, 'dicut_skip': 0, 'packed_exact': 0, 'cand': 0} t=10159s
