[mdag n=6 M=15 6/3] checked=200000 bytau=[(2, 184458), (3, 15025), (4, 517)] t=139s
[mdag n=6 M=15 6/3] checked=400000 bytau=[(2, 357740), (3, 38785), (4, 3090), (5, 360), (6, 25)] t=207s
[mdag n=6 M=15 6/3] checked=600000 bytau=[(2, 532965), (3, 61511), (4, 4949), (5, 536), (6, 39)] t=289s
[mdag n=6 M=15 6/3] checked=800000 bytau=[(2, 710985), (3, 82645), (4, 5791), (5, 540), (6, 39)] t=381s
[mdag n=6 M=15 6/3] checked=1000000 bytau=[(2, 880604), (3, 111487), (4, 7285), (5, 584), (6, 40)] t=448s
[mdag n=6 M=15 6/3] checked=1200000 bytau=[(2, 1027368), (3, 157758), (4, 13818), (5, 1007), (6, 49)] t=507s
[mdag n=6 M=15 6/3] checked=1400000 bytau=[(2, 1171462), (3, 203574), (4, 21903), (5, 2419), (6, 430), (7, 147), (8, 50), (9, 13), (10, 2)] t=567s
[mdag n=6 M=15 6/3] checked=1600000 bytau=[(2, 1309423), (3, 253920), (4, 32044), (5, 3877), (6, 524), (7, 147), (8, 50), (9, 13), (10, 2)] t=633s
[mdag n=6 M=15 6/3] checked=1800000 bytau=[(2, 1454026), (3, 299232), (4, 39264), (5, 5584), (6, 1224), (7, 448), (8, 163), (9, 48), (10, 10), (11, 1)] t=685s
[mdag n=6 M=15 6/3] checked=2000000 bytau=[(2, 1595796), (3, 346966), (4, 46908), (5, 7279), (6, 1923), (7, 749), (8, 276), (9, 83), (10, 18), (11, 2)] t=744s
[mdag n=6 M=15 6/3] checked=2200000 bytau=[(2, 1730071), (3, 399043), (4, 57806), (5, 9230), (6, 2446), (7, 945), (8, 339), (9, 98), (10, 20), (11, 2)] t=787s
[mdag n=6 M=15 6/3] checked=2400000 bytau=[(2, 1885231), (3, 439630), (4, 61776), (5, 9502), (6, 2457), (7, 945), (8, 339), (9, 98), (10, 20), (11, 2)] t=838s
[mdag n=6 M=15 6/3] checked=2600000 bytau=[(2, 2038055), (3, 482159), (4, 66191), (5, 9729), (6, 2462), (7, 945), (8, 339), (9, 98), (10, 20), (11, 2)] t=900s
[mdag n=6 M=15 6/3] checked=2800000 bytau=[(2, 2183885), (3, 529475), (4, 72544), (5, 10214), (6, 2478), (7, 945), (8, 339), (9, 98), (10, 20), (11, 2)] t=956s
[mdag n=6 M=15 6/3] checked=3000000 bytau=[(2, 2325936), (3, 578219), (4, 80855), (5, 11084), (6, 2502), (7, 945), (8, 339), (9, 98), (10, 20), (11, 2)] t=1016s
[mdag n=6 M=15 6/3] checked=3200000 bytau=[(2, 2476925), (3, 621009), (4, 86561), (5, 11583), (6, 2518), (7, 945), (8, 339), (9, 98), (10, 20), (11, 2)] t=1075s
[mdag n=6 M=15 6/3] checked=3400000 bytau=[(2, 2628887), (3, 664440), (4, 90908), (5, 11837), (6, 2524), (7, 945), (8, 339), (9, 98), (10, 20), (11, 2)] t=1123s
[mdag n=6 M=15 6/3] checked=3600000 bytau=[(2, 2784374), (3, 704774), (4, 94804), (5, 12109), (6, 2535), (7, 945), (8, 339), (9, 98), (10, 20), (11, 2)] t=1176s
[mdag n=6 M=15 6/3] checked=3800000 bytau=[(2, 2939385), (3, 745388), (4, 98969), (5, 12315), (6, 2539), (7, 945), (8, 339), (9, 98), (10, 20), (11, 2)] t=1231s
[mdag n=6 M=15 6/3] checked=4000000 bytau=[(2, 3081072), (3, 794842), (4, 107051), (5, 13075), (6, 2556), (7, 945), (8, 339), (9, 98), (10, 20), (11, 2)] t=1284s
[mdag n=6 M=15 6/3] checked=4200000 bytau=[(2, 3197430), (3, 851833), (4, 124341), (5, 19376), (6, 4971), (7, 1484), (8, 429), (9, 113), (10, 21), (11, 2)] t=1341s
[mdag n=6 M=15 6/3] checked=4400000 bytau=[(2, 3313706), (3, 914816), (4, 142095), (5, 22203), (6, 5131), (7, 1484), (8, 429), (9, 113), (10, 21), (11, 2)] t=1402s
[mdag n=6 M=15 6/3] checked=4600000 bytau=[(2, 3425615), (3, 978825), (4, 160949), (5, 26108), (6, 6072), (7, 1777), (8, 504), (9, 126), (10, 22), (11, 2)] t=1454s
[mdag n=6 M=15 6/3] checked=4800000 bytau=[(2, 3513198), (3, 1050667), (4, 191038), (5, 34128), (6, 7884), (7, 2277), (8, 633), (9, 149), (10, 24), (11, 2)] t=1499s
[mdag n=6 M=15 6/3] checked=5000000 bytau=[(2, 3614387), (3, 1116134), (4, 213427), (5, 41208), (6, 10534), (7, 3189), (8, 888), (9, 201), (10, 30), (11, 2)] t=1540s
[mdag n=6 M=15 6/3] checked=5200000 bytau=[(2, 3723799), (3, 1178115), (4, 233747), (5, 46825), (6, 12362), (7, 3815), (8, 1064), (9, 237), (10, 34), (11, 2)] t=1594s
[mdag n=6 M=15 6/3] checked=5400000 bytau=[(2, 3834504), (3, 1243447), (4, 252748), (5, 50803), (6, 13161), (7, 3965), (8, 1095), (9, 241), (10, 34), (11, 2)] t=1639s
[mdag n=6 M=15 6/3] checked=5600000 bytau=[(2, 3942985), (3, 1311465), (4, 273066), (5, 53631), (6, 13433), (7, 4031), (8, 1110), (9, 243), (10, 34), (11, 2)] t=1689s
