[mdag n=6 M=15 6/4] checked=200000 bytau=[(2, 182698), (3, 16290), (4, 921), (5, 84), (6, 7)] t=128s
[mdag n=6 M=15 6/4] checked=400000 bytau=[(2, 355035), (3, 41756), (4, 2915), (5, 276), (6, 18)] t=201s
[mdag n=6 M=15 6/4] checked=600000 bytau=[(2, 528036), (3, 66517), (4, 4963), (5, 452), (6, 32)] t=277s
[mdag n=6 M=15 6/4] checked=800000 bytau=[(2, 706057), (3, 87226), (4, 6138), (5, 540), (6, 39)] t=383s
[mdag n=6 M=15 6/4] checked=1000000 bytau=[(2, 881838), (3, 110636), (4, 6947), (5, 540), (6, 39)] t=470s
[mdag n=6 M=15 6/4] checked=1200000 bytau=[(2, 1030249), (3, 155026), (4, 13453), (5, 1207), (6, 65)] t=532s
[mdag n=6 M=15 6/4] checked=1400000 bytau=[(2, 1161466), (3, 204610), (4, 26931), (5, 4915), (6, 1329), (7, 507), (8, 180), (9, 51), (10, 10), (11, 1)] t=582s
[mdag n=6 M=15 6/4] checked=1600000 bytau=[(2, 1301243), (3, 255685), (4, 35244), (5, 5715), (6, 1364), (7, 507), (8, 180), (9, 51), (10, 10), (11, 1)] t=628s
[mdag n=6 M=15 6/4] checked=1800000 bytau=[(2, 1443019), (3, 305269), (4, 43213), (5, 6372), (6, 1378), (7, 507), (8, 180), (9, 51), (10, 10), (11, 1)] t=681s
[mdag n=6 M=15 6/4] checked=2000000 bytau=[(2, 1584210), (3, 356201), (4, 50592), (5, 6859), (6, 1389), (7, 507), (8, 180), (9, 51), (10, 10), (11, 1)] t=718s
[mdag n=6 M=15 6/4] checked=2200000 bytau=[(2, 1720998), (3, 407849), (4, 60826), (5, 8132), (6, 1446), (7, 507), (8, 180), (9, 51), (10, 10), (11, 1)] t=767s
[mdag n=6 M=15 6/4] checked=2400000 bytau=[(2, 1856216), (3, 456813), (4, 71830), (5, 11168), (6, 2589), (7, 954), (8, 327), (9, 87), (10, 15), (11, 1)] t=817s
[mdag n=6 M=15 6/4] checked=2600000 bytau=[(2, 2006067), (3, 500955), (4, 77374), (5, 11615), (6, 2605), (7, 954), (8, 327), (9, 87), (10, 15), (11, 1)] t=875s
[mdag n=6 M=15 6/4] checked=2800000 bytau=[(2, 2147935), (3, 550694), (4, 84924), (5, 12410), (6, 2653), (7, 954), (8, 327), (9, 87), (10, 15), (11, 1)] t=937s
[mdag n=6 M=15 6/4] checked=3000000 bytau=[(2, 2291438), (3, 599958), (4, 91703), (5, 12853), (6, 2664), (7, 954), (8, 327), (9, 87), (10, 15), (11, 1)] t=983s
[mdag n=6 M=15 6/4] checked=3200000 bytau=[(2, 2433059), (3, 650422), (4, 99047), (5, 13404), (6, 2684), (7, 954), (8, 327), (9, 87), (10, 15), (11, 1)] t=1039s
[mdag n=6 M=15 6/4] checked=3400000 bytau=[(2, 2577751), (3, 698280), (4, 105937), (5, 13952), (6, 2696), (7, 954), (8, 327), (9, 87), (10, 15), (11, 1)] t=1092s
[mdag n=6 M=15 6/4] checked=3600000 bytau=[(2, 2719797), (3, 748367), (4, 113181), (5, 14550), (6, 2721), (7, 954), (8, 327), (9, 87), (10, 15), (11, 1)] t=1135s
[mdag n=6 M=15 6/4] checked=3800000 bytau=[(2, 2862162), (3, 799360), (4, 119440), (5, 14919), (6, 2735), (7, 954), (8, 327), (9, 87), (10, 15), (11, 1)] t=1176s
[mdag n=6 M=15 6/4] checked=4000000 bytau=[(2, 3014379), (3, 842394), (4, 123921), (5, 15181), (6, 2741), (7, 954), (8, 327), (9, 87), (10, 15), (11, 1)] t=1233s
