[dagrand seed=22] checked=440000 bytau=[(2, 115439), (3, 82126), (4, 62879), (5, 41813), (6, 33264), (7, 26272), (8, 20707), (9, 16048), (10, 12378), (11, 9533), (12, 7115), (13, 4850), (14, 3196), (15, 1985), (16, 1206), (17, 624), (18, 323), (19, 152), (20, 67), (21, 14), (22, 5), (23, 3), (24, 1)] t=915s
[dagrand seed=22] checked=460000 bytau=[(2, 120662), (3, 85937), (4, 65683), (5, 43747), (6, 34753), (7, 27420), (8, 21653), (9, 16754), (10, 12941), (11, 9960), (12, 7452), (13, 5090), (14, 3339), (15, 2102), (16, 1275), (17, 641), (18, 338), (19, 157), (20, 71), (21, 16), (22, 5), (23, 3), (24, 1)] t=955s
[dagrand seed=22] checked=480000 bytau=[(2, 125905), (3, 89748), (4, 68574), (5, 45667), (6, 36226), (7, 28616), (8, 22578), (9, 17460), (10, 13503), (11, 10346), (12, 7768), (13, 5306), (14, 3499), (15, 2187), (16, 1329), (17, 672), (18, 356), (19, 162), (20, 73), (21, 16), (22, 5), (23, 3), (24, 1)] t=1004s
[dagrand seed=22] checked=500000 bytau=[(2, 131232), (3, 93508), (4, 71371), (5, 47492), (6, 37686), (7, 29839), (8, 23482), (9, 18219), (10, 14062), (11, 10797), (12, 8107), (13, 5518), (14, 3676), (15, 2272), (16, 1387), (17, 710), (18, 371), (19, 170), (20, 75), (21, 16), (22, 6), (23, 3), (24, 1)] t=1057s
[dagrand seed=22] checked=520000 bytau=[(2, 136422), (3, 97221), (4, 74267), (5, 49334), (6, 39237), (7, 30996), (8, 24455), (9, 18966), (10, 14661), (11, 11222), (12, 8410), (13, 5759), (14, 3845), (15, 2367), (16, 1433), (17, 732), (18, 388), (19, 175), (20, 80), (21, 20), (22, 6), (23, 3), (24, 1)] t=1111s
[dagrand seed=22] checked=540000 bytau=[(2, 141603), (3, 101026), (4, 77123), (5, 51222), (6, 40792), (7, 32179), (8, 25381), (9, 19677), (10, 15267), (11, 11635), (12, 8716), (13, 5991), (14, 3973), (15, 2457), (16, 1497), (17, 761), (18, 407), (19, 179), (20, 83), (21, 21), (22, 6), (23, 3), (24, 1)] t=1174s
[dagrand seed=22] checked=560000 bytau=[(2, 146842), (3, 104729), (4, 80014), (5, 53115), (6, 42302), (7, 33411), (8, 26334), (9, 20413), (10, 15799), (11, 12070), (12, 9050), (13, 6217), (14, 4117), (15, 2538), (16, 1537), (17, 785), (18, 424), (19, 184), (20, 88), (21, 21), (22, 6), (23, 3), (24, 1)] t=1232s
[dagrand seed=22] checked=580000 bytau=[(2, 152022), (3, 108479), (4, 82890), (5, 55005), (6, 43849), (7, 34621), (8, 27295), (9, 21125), (10, 16337), (11, 12489), (12, 9365), (13, 6454), (14, 4276), (15, 2622), (16, 1597), (17, 817), (18, 439), (19, 193), (20, 93), (21, 21), (22, 7), (23, 3), (24, 1)] t=1288s
[dagrand seed=22] checked=600000 bytau=[(2, 157266), (3, 112143), (4, 85754), (5, 56920), (6, 45385), (7, 35794), (8, 28235), (9, 21878), (10, 16908), (11, 12889), (12, 9681), (13, 6701), (14, 4431), (15, 2726), (16, 1651), (17, 851), (18, 456), (19, 205), (20, 93), (21, 22), (22, 7), (23, 3), (24, 1)] t=1350s
[dagrand seed=22] checked=620000 bytau=[(2, 162474), (3, 115888), (4, 88633), (5, 58850), (6, 46877), (7, 36999), (8, 29178), (9, 22563), (10, 17473), (11, 13344), (12, 10003), (13, 6943), (14, 4562), (15, 2823), (16, 1702), (17, 876), (18, 471), (19, 211), (20, 96), (21, 23), (22, 7), (23, 3), (24, 1)] t=1423s
