[mdag n=6 M=15 6/5] checked=200000 bytau=[(2, 185315), (3, 14068), (4, 589), (5, 27), (6, 1)] t=129s
[mdag n=6 M=15 6/5] checked=400000 bytau=[(2, 355247), (3, 41476), (4, 3062), (5, 204), (6, 11)] t=195s
[mdag n=6 M=15 6/5] checked=600000 bytau=[(2, 531028), (3, 64116), (4, 4518), (5, 319), (6, 19)] t=295s
[mdag n=6 M=15 6/5] checked=800000 bytau=[(2, 711088), (3, 83325), (4, 5245), (5, 323), (6, 19)] t=401s
[mdag n=6 M=15 6/5] checked=1000000 bytau=[(2, 880042), (3, 111514), (4, 7916), (5, 505), (6, 23)] t=491s
[mdag n=6 M=15 6/5] checked=1200000 bytau=[(2, 1020014), (3, 160751), (4, 17548), (5, 1617), (6, 70)] t=548s
[mdag n=6 M=15 6/5] checked=1400000 bytau=[(2, 1151504), (3, 210044), (4, 30768), (5, 5416), (6, 1421), (7, 556), (8, 209), (9, 65), (10, 15), (11, 2)] t=614s
[mdag n=6 M=15 6/5] checked=1600000 bytau=[(2, 1294446), (3, 259085), (4, 38051), (5, 6121), (6, 1450), (7, 556), (8, 209), (9, 65), (10, 15), (11, 2)] t=669s
[mdag n=6 M=15 6/5] checked=1800000 bytau=[(2, 1432137), (3, 308842), (4, 47691), (5, 8030), (6, 2064), (7, 811), (8, 305), (9, 95), (10, 22), (11, 3)] t=737s
[mdag n=6 M=15 6/5] checked=2000000 bytau=[(2, 1566844), (3, 362371), (4, 58233), (5, 9210), (6, 2106), (7, 811), (8, 305), (9, 95), (10, 22), (11, 3)] t=784s
[mdag n=6 M=15 6/5] checked=2200000 bytau=[(2, 1704661), (3, 413788), (4, 67852), (5, 10318), (6, 2145), (7, 811), (8, 305), (9, 95), (10, 22), (11, 3)] t=827s
[mdag n=6 M=15 6/5] checked=2400000 bytau=[(2, 1842564), (3, 461798), (4, 78295), (5, 12709), (6, 2946), (7, 1126), (8, 411), (9, 122), (10, 26), (11, 3)] t=875s
[mdag n=6 M=15 6/5] checked=2600000 bytau=[(2, 1995502), (3, 503462), (4, 83189), (5, 13191), (6, 2968), (7, 1126), (8, 411), (9, 122), (10, 26), (11, 3)] t=948s
[mdag n=6 M=15 6/5] checked=2800000 bytau=[(2, 2136973), (3, 553976), (4, 90622), (5, 13753), (6, 2988), (7, 1126), (8, 411), (9, 122), (10, 26), (11, 3)] t=995s
[mdag n=6 M=15 6/5] checked=3000000 bytau=[(2, 2276573), (3, 605176), (4, 99011), (5, 14534), (6, 3018), (7, 1126), (8, 411), (9, 122), (10, 26), (11, 3)] t=1045s
[mdag n=6 M=15 6/5] checked=3200000 bytau=[(2, 2412362), (3, 658774), (4, 108589), (5, 15533), (6, 3054), (7, 1126), (8, 411), (9, 122), (10, 26), (11, 3)] t=1089s
[mdag n=6 M=15 6/5] checked=3400000 bytau=[(2, 2568305), (3, 698991), (4, 112258), (5, 15700), (6, 3058), (7, 1126), (8, 411), (9, 122), (10, 26), (11, 3)] t=1144s
[mdag n=6 M=15 6/5] checked=3600000 bytau=[(2, 2714285), (3, 747176), (4, 117785), (5, 15999), (6, 3067), (7, 1126), (8, 411), (9, 122), (10, 26), (11, 3)] t=1188s
[mdag n=6 M=15 6/5] checked=3800000 bytau=[(2, 2856733), (3, 796367), (4, 125500), (5, 16628), (6, 3084), (7, 1126), (8, 411), (9, 122), (10, 26), (11, 3)] t=1230s
[mdag n=6 M=15 6/5] checked=4000000 bytau=[(2, 2995927), (3, 847925), (4, 133913), (5, 17431), (6, 3116), (7, 1126), (8, 411), (9, 122), (10, 26), (11, 3)] t=1284s
[mdag n=6 M=15 6/5] checked=4200000 bytau=[(2, 3160500), (3, 881628), (4, 135625), (5, 17443), (6, 3116), (7, 1126), (8, 411), (9, 122), (10, 26), (11, 3)] t=1344s
[mdag n=6 M=15 6/5] checked=4400000 bytau=[(2, 3281367), (3, 941136), (4, 152388), (5, 20159), (6, 3262), (7, 1126), (8, 411), (9, 122), (10, 26), (11, 3)] t=1389s
[mdag n=6 M=15 6/5] checked=4600000 bytau=[(2, 3386157), (3, 1002019), (4, 174811), (5, 27839), (6, 6139), (7, 2124), (8, 694), (9, 181), (10, 33), (11, 3)] t=1445s
[mdag n=6 M=15 6/5] checked=4800000 bytau=[(2, 3473780), (3, 1073680), (4, 204589), (5, 36152), (6, 8067), (7, 2635), (8, 843), (9, 214), (10, 37), (11, 3)] t=1491s
[mdag n=6 M=15 6/5] checked=5000000 bytau=[(2, 3566750), (3, 1144239), (4, 232449), (5, 42957), (6, 9401), (7, 2992), (8, 938), (9, 232), (10, 39), (11, 3)] t=1541s
[mdag n=6 M=15 6/5] checked=5200000 bytau=[(2, 3662613), (3, 1212471), (4, 257585), (5, 50207), (6, 11829), (7, 3808), (8, 1163), (9, 277), (10, 44), (11, 3)] t=1588s
[mdag n=6 M=15 6/5] checked=5400000 bytau=[(2, 3778646), (3, 1277300), (4, 273636), (5, 52638), (6, 12290), (7, 3954), (8, 1203), (9, 285), (10, 45), (11, 3)] t=1633s
[mdag n=6 M=15 6/5] checked=5600000 bytau=[(2, 3887758), (3, 1342481), (4, 294166), (5, 56643), (6, 13108), (7, 4215), (8, 1278), (9, 301), (10, 47), (11, 3)] t=1687s
[mdag n=6 M=15 6/5] checked=5800000 bytau=[(2, 3984598), (3, 1414604), (4, 319502), (5, 61377), (6, 13826), (7, 4402), (8, 1329), (9, 311), (10, 48), (11, 3)] t=1729s
[mdag n=6 M=15 6/5] checked=6000000 bytau=[(2, 4080587), (3, 1483959), (4, 344982), (5, 67904), (6, 15687), (7, 4998), (8, 1488), (9, 341), (10, 51), (11, 3)] t=1773s
[mdag n=6 M=15 6/5] checked=6200000 bytau=[(2, 4180948), (3, 1553880), (4, 367270), (5, 73299), (6, 17129), (7, 5451), (8, 1605), (9, 362), (10, 53), (11, 3)] t=1814s
[mdag n=6 M=15 6/5] checked=6400000 bytau=[(2, 4280486), (3, 1625582), (4, 390858), (5, 77515), (6, 17816), (7, 5652), (8, 1661), (9, 373), (10, 54), (11, 3)] t=1862s
[mdag n=6 M=15 6/5] checked=6600000 bytau=[(2, 4393525), (3, 1690905), (4, 408157), (5, 80771), (6, 18606), (7, 5885), (8, 1714), (9, 380), (10, 54), (11, 3)] t=1900s
[mdag n=6 M=15 6/5] checked=6800000 bytau=[(2, 4520077), (3, 1749747), (4, 420880), (5, 82409), (6, 18798), (7, 5928), (8, 1723), (9, 381), (10, 54), (11, 3)] t=1943s
[mdag n=6 M=15 6/5] checked=7000000 bytau=[(2, 4639201), (3, 1815075), (4, 435041), (5, 83745), (6, 18849), (7, 5928), (8, 1723), (9, 381), (10, 54), (11, 3)] t=2002s
[mdag n=6 M=15 6/5] checked=7200000 bytau=[(2, 4737250), (3, 1890529), (4, 458805), (5, 86404), (6, 18923), (7, 5928), (8, 1723), (9, 381), (10, 54), (11, 3)] t=2047s
[mdag n=6 M=15 6/5] checked=7400000 bytau=[(2, 4859554), (3, 1954282), (4, 471829), (5, 87311), (6, 18935), (7, 5928), (8, 1723), (9, 381), (10, 54), (11, 3)] t=2090s
[mdag n=6 M=15 6/5] checked=7600000 bytau=[(2, 4960384), (3, 2029162), (4, 493433), (5, 89899), (6, 19033), (7, 5928), (8, 1723), (9, 381), (10, 54), (11, 3)] t=2136s
[mdag n=6 M=15 6/5] checked=7800000 bytau=[(2, 5079381), (3, 2095728), (4, 506978), (5, 90780), (6, 19044), (7, 5928), (8, 1723), (9, 381), (10, 54), (11, 3)] t=2175s
[mdag n=6 M=15 6/5] checked=8000000 bytau=[(2, 5202001), (3, 2158901), (4, 520103), (5, 91851), (6, 19055), (7, 5928), (8, 1723), (9, 381), (10, 54), (11, 3)] t=2212s
[mdag n=6 M=15 6/5] checked=8200000 bytau=[(2, 5314224), (3, 2227536), (4, 537404), (5, 93629), (6, 19118), (7, 5928), (8, 1723), (9, 381), (10, 54), (11, 3)] t=2256s
[mdag n=6 M=15 6/5] checked=8400000 bytau=[(2, 5438988), (3, 2291478), (4, 548237), (5, 94086), (6, 19122), (7, 5928), (8, 1723), (9, 381), (10, 54), (11, 3)] t=2312s
[mdag n=6 M=15 6/5] checked=8600000 bytau=[(2, 5561119), (3, 2356346), (4, 560418), (5, 94895), (6, 19133), (7, 5928), (8, 1723), (9, 381), (10, 54), (11, 3)] t=2357s
[mdag n=6 M=15 6/5] checked=8800000 bytau=[(2, 5685274), (3, 2416675), (4, 574239), (5, 96534), (6, 19189), (7, 5928), (8, 1723), (9, 381), (10, 54), (11, 3)] t=2405s
[mdag n=6 M=15 6/5] checked=9000000 bytau=[(2, 5828974), (3, 2466873), (4, 580136), (5, 96739), (6, 19189), (7, 5928), (8, 1723), (9, 381), (10, 54), (11, 3)] t=2447s
[mdag n=6 M=15 6/5] checked=9200000 bytau=[(2, 5918927), (3, 2532836), (4, 609646), (5, 106571), (6, 22518), (7, 7030), (8, 1986), (9, 425), (10, 58), (11, 3)] t=2504s
[mdag n=6 M=15 6/5] checked=9400000 bytau=[(2, 5989166), (3, 2598533), (4, 650012), (5, 123156), (6, 27891), (7, 8441), (8, 2275), (9, 463), (10, 60), (11, 3)] t=2560s
[mdag n=6 M=15 6/5] checked=9600000 bytau=[(2, 6068469), (3, 2672782), (4, 684324), (5, 132323), (6, 30096), (7, 9040), (8, 2415), (9, 486), (10, 62), (11, 3)] t=2600s
