[mdag n=6 M=15 6/1] checked=200000 bytau=[(2, 183957), (3, 14947), (4, 1032), (5, 62), (6, 2)] t=136s
[mdag n=6 M=15 6/1] checked=400000 bytau=[(2, 354355), (3, 40808), (4, 4293), (5, 510), (6, 34)] t=206s
[mdag n=6 M=15 6/1] checked=600000 bytau=[(2, 528171), (3, 64986), (4, 6089), (5, 705), (6, 49)] t=284s
[mdag n=6 M=15 6/1] checked=800000 bytau=[(2, 699097), (3, 91826), (4, 8216), (5, 805), (6, 56)] t=358s
[mdag n=6 M=15 6/1] checked=1000000 bytau=[(2, 875737), (3, 114174), (4, 9224), (5, 809), (6, 56)] t=430s
[mdag n=6 M=15 6/1] checked=1200000 bytau=[(2, 1023273), (3, 157950), (4, 16479), (5, 2069), (6, 224), (7, 5)] t=487s
[mdag n=6 M=15 6/1] checked=1400000 bytau=[(2, 1167950), (3, 204393), (4, 24347), (5, 3029), (6, 276), (7, 5)] t=541s
[mdag n=6 M=15 6/1] checked=1600000 bytau=[(2, 1310726), (3, 251050), (4, 32055), (5, 4731), (6, 975), (7, 306), (8, 113), (9, 35), (10, 8), (11, 1)] t=607s
[mdag n=6 M=15 6/1] checked=1800000 bytau=[(2, 1456076), (3, 297366), (4, 39590), (5, 5506), (6, 999), (7, 306), (8, 113), (9, 35), (10, 8), (11, 1)] t=673s
[mdag n=6 M=15 6/1] checked=2000000 bytau=[(2, 1594550), (3, 348341), (4, 48827), (5, 6746), (6, 1073), (7, 306), (8, 113), (9, 35), (10, 8), (11, 1)] t=719s
[mdag n=6 M=15 6/1] checked=2200000 bytau=[(2, 1729826), (3, 400051), (4, 60056), (5, 8429), (6, 1175), (7, 306), (8, 113), (9, 35), (10, 8), (11, 1)] t=763s
[mdag n=6 M=15 6/1] checked=2400000 bytau=[(2, 1875311), (3, 445392), (4, 67352), (5, 9721), (6, 1549), (7, 453), (8, 163), (9, 48), (10, 10), (11, 1)] t=812s
[mdag n=6 M=15 6/1] checked=2600000 bytau=[(2, 2030546), (3, 484882), (4, 72173), (5, 10159), (6, 1565), (7, 453), (8, 163), (9, 48), (10, 10), (11, 1)] t=868s
[mdag n=6 M=15 6/1] checked=2800000 bytau=[(2, 2168983), (3, 536008), (4, 81411), (5, 11291), (6, 1632), (7, 453), (8, 163), (9, 48), (10, 10), (11, 1)] t=932s
[mdag n=6 M=15 6/1] checked=3000000 bytau=[(2, 2314657), (3, 582464), (4, 88417), (5, 12106), (6, 1681), (7, 453), (8, 163), (9, 48), (10, 10), (11, 1)] t=1001s
[mdag n=6 M=15 6/1] checked=3200000 bytau=[(2, 2463117), (3, 628024), (4, 93953), (5, 12538), (6, 1693), (7, 453), (8, 163), (9, 48), (10, 10), (11, 1)] t=1051s
[mdag n=6 M=15 6/1] checked=3400000 bytau=[(2, 2620320), (3, 667096), (4, 97524), (5, 12689), (6, 1696), (7, 453), (8, 163), (9, 48), (10, 10), (11, 1)] t=1110s
[mdag n=6 M=15 6/1] checked=3600000 bytau=[(2, 2756355), (3, 720608), (4, 106978), (5, 13636), (6, 1748), (7, 453), (8, 163), (9, 48), (10, 10), (11, 1)] t=1157s
[mdag n=6 M=15 6/1] checked=3800000 bytau=[(2, 2912594), (3, 760899), (4, 110355), (5, 13727), (6, 1750), (7, 453), (8, 163), (9, 48), (10, 10), (11, 1)] t=1205s
[mdag n=6 M=15 6/1] checked=4000000 bytau=[(2, 3067491), (3, 801156), (4, 114728), (5, 14165), (6, 1785), (7, 453), (8, 163), (9, 48), (10, 10), (11, 1)] t=1257s
[mdag n=6 M=15 6/1] checked=4200000 bytau=[(2, 3216499), (3, 845234), (4, 121203), (5, 14599), (6, 1790), (7, 453), (8, 163), (9, 48), (10, 10), (11, 1)] t=1314s
[mdag n=6 M=15 6/1] checked=4400000 bytau=[(2, 3317738), (3, 912208), (4, 145001), (5, 20569), (6, 3281), (7, 854), (8, 268), (9, 68), (10, 12), (11, 1)] t=1358s
[mdag n=6 M=15 6/1] checked=4600000 bytau=[(2, 3423182), (3, 981157), (4, 165176), (5, 24270), (6, 4356), (7, 1300), (8, 424), (9, 112), (10, 21), (11, 2)] t=1406s
[mdag n=6 M=15 6/1] checked=4800000 bytau=[(2, 3533539), (3, 1042692), (4, 186021), (5, 29833), (6, 5625), (7, 1623), (8, 512), (9, 130), (10, 23), (11, 2)] t=1456s
[mdag n=6 M=15 6/1] checked=5000000 bytau=[(2, 3628629), (3, 1111398), (4, 213292), (5, 36880), (6, 7141), (7, 1912), (8, 580), (9, 142), (10, 24), (11, 2)] t=1507s
[mdag n=6 M=15 6/1] checked=5200000 bytau=[(2, 3745344), (3, 1173641), (4, 229693), (5, 40248), (6, 8040), (7, 2198), (8, 654), (9, 155), (10, 25), (11, 2)] t=1545s
[mdag n=6 M=15 6/1] checked=5400000 bytau=[(2, 3859950), (3, 1239893), (4, 246526), (5, 42455), (6, 8142), (7, 2198), (8, 654), (9, 155), (10, 25), (11, 2)] t=1588s
[mdag n=6 M=15 6/1] checked=5600000 bytau=[(2, 3951209), (3, 1316667), (4, 273601), (5, 47038), (6, 8451), (7, 2198), (8, 654), (9, 155), (10, 25), (11, 2)] t=1635s
[mdag n=6 M=15 6/1] checked=5800000 bytau=[(2, 4054641), (3, 1381463), (4, 295905), (5, 53523), (6, 10501), (7, 2889), (8, 850), (9, 196), (10, 30), (11, 2)] t=1684s
[mdag n=6 M=15 6/1] checked=6000000 bytau=[(2, 4163806), (3, 1447368), (4, 314946), (5, 57927), (6, 11549), (7, 3216), (8, 940), (9, 214), (10, 32), (11, 2)] t=1727s
[mdag n=6 M=15 6/1] checked=6200000 bytau=[(2, 4280457), (3, 1511661), (4, 331385), (5, 60200), (6, 11813), (7, 3279), (8, 955), (9, 216), (10, 32), (11, 2)] t=1784s
[mdag n=6 M=15 6/1] checked=6400000 bytau=[(2, 4400459), (3, 1573410), (4, 346174), (5, 62744), (6, 12486), (7, 3475), (8, 997), (9, 221), (10, 32), (11, 2)] t=1826s
[mdag n=6 M=15 6/1] checked=6600000 bytau=[(2, 4530067), (3, 1630906), (4, 357674), (5, 64090), (6, 12536), (7, 3475), (8, 997), (9, 221), (10, 32), (11, 2)] t=1873s
[mdag n=6 M=15 6/1] checked=6800000 bytau=[(2, 4639884), (3, 1701476), (4, 375785), (5, 65572), (6, 12556), (7, 3475), (8, 997), (9, 221), (10, 32), (11, 2)] t=1916s
[mdag n=6 M=15 6/1] checked=7000000 bytau=[(2, 4747834), (3, 1771599), (4, 395395), (5, 67823), (6, 12622), (7, 3475), (8, 997), (9, 221), (10, 32), (11, 2)] t=1964s
[mdag n=6 M=15 6/1] checked=7200000 bytau=[(2, 4873691), (3, 1832257), (4, 407621), (5, 69037), (6, 12667), (7, 3475), (8, 997), (9, 221), (10, 32), (11, 2)] t=2007s
[mdag n=6 M=15 6/1] checked=7400000 bytau=[(2, 4998356), (3, 1894102), (4, 420037), (5, 70091), (6, 12687), (7, 3475), (8, 997), (9, 221), (10, 32), (11, 2)] t=2058s
