g6	n	Delta	delta	maxm	minm	alo	ahi	nok	interval	L
G?qvJw	8	5	2	5.0	3.2	0.37	0.515	30	1	8.587407638361192
G?qvNc	8	5	2	4.666666666666667	3.4	0.335	0.655	65	1	8.9602043392737
G?qvMs	8	5	2	4.5	3.25	0.34500000000000003	0.56	44	1	8.845227743263393
G?qvLs	8	5	2	4.666666666666667	3.4	0.34500000000000003	0.595	51	1	8.845227743263393
G?qvJs	8	5	2	4.666666666666667	3.2	0.355	0.67	64	1	8.721344403334447
G?qvMk	8	5	2	5.0	3.5	0.32	0.56	49	1	9.167176644441769
G?qvNw	8	6	2	5.5	3.3333333333333335	0.25	0.555	62	1	9.890763647670372
G?qvNs	8	6	2	5.0	3.3333333333333335	0.28500000000000003	0.56	56	1	9.807688518377255
G?qvNk	8	6	2	5.5	3.5	0.27	0.5	47	1	10.061206537948127
G?qvM{	8	6	2	5.5	3.6666666666666665	0.28500000000000003	0.48	40	1	9.961865632364445
G?qvL{	8	6	2	5.5	3.6666666666666665	0.28500000000000003	0.48	40	1	9.961865632364445
G?qvJ{	8	6	2	5.5	3.5	0.275	0.51	48	1	9.916228058025279
G?qvN{	8	7	2	6.0	3.5714285714285716	0.155	0.515	73	1	11.305751711999044
G?qtno	8	5	2	4.333333333333333	3.0	0.295	0.6950000000000001	81	1	8.347102826149445
G?qtnW	8	5	2	4.666666666666667	3.4	0.34500000000000003	0.56	44	1	8.845227743263393
G?qtnK	8	5	2	5.0	3.0	0.32	0.56	49	1	9.167176644441769
G?qtjk	8	5	2	5.0	2.5	0.32	0.715	80	1	9.167176644441769
G?qtm[	8	5	2	5.0	3.6	0.325	0.585	53	1	9.067244579462773
G?qtnw	8	6	2	5.0	3.3333333333333335	0.29	0.585	60	1	9.781095973283875
G?qtnk	8	6	2	5.333333333333333	3.0	0.27	0.5650000000000001	60	1	10.061206537948127
G?qtn[	8	6	2	5.333333333333333	3.6666666666666665	0.28500000000000003	0.52	48	1	9.961865632364445
G?qtj{	8	6	2	5.333333333333333	3.5	0.29	0.55	53	1	9.874007874011811
G?qtn{	8	7	2	5.666666666666667	3.5714285714285716	0.19	0.52	67	1	11.157874571463985
G?qrno	8	5	3	4.333333333333333	3.0	0.0	1.0	201	1	8.266795614405122
G?qrng	8	5	2	4.666666666666667	3.0	0.34500000000000003	1.0	132	1	8.845227743263393
G?qrnW	8	5	2	4.666666666666667	3.25	0.355	0.59	48	1	8.721344403334447
G?qrlw	8	5	2	4.666666666666667	3.25	0.34500000000000003	1.0	132	1	8.845227743263393
G?qrjw	8	5	2	4.666666666666667	3.3333333333333335	0.355	0.625	55	1	8.721344403334447
G?qrnK	8	5	2	5.0	3.0	0.325	0.585	53	1	9.067244579462773
G?qrm[	8	5	2	5.0	3.4	0.335	0.62	58	1	8.9602043392737
G?qrnw	8	6	3	5.0	3.3333333333333335	0.295	1.0	142	1	9.709734106958553
G?qrnk	8	6	2	5.333333333333333	3.0	0.28500000000000003	0.965	137	1	9.961865632364445
G?qrn[	8	6	2	5.333333333333333	3.6666666666666665	0.29	0.705	84	1	9.874007874011811
G?qrl{	8	6	2	5.333333333333333	3.6666666666666665	0.28500000000000003	0.785	101	1	9.961865632364445
G?qrn{	8	7	3	5.666666666666667	3.5714285714285716	0.185	1.0	164	1	11.144881955464568
G?qu^o	8	5	2	4.5	3.0	0.265	0.685	85	1	8.470090336735435
G?qu^g	8	5	2	5.0	3.2	0.35000000000000003	0.535	38	1	8.64604654215744
G?qu\w	8	5	2	5.0	3.4	0.35000000000000003	0.56	43	1	8.744899620163071
G?quZw	8	5	2	5.0	3.2	0.36	0.56	41	1	8.518267014939536
G?qu\s	8	5	2	4.5	3.25	0.335	0.535	41	1	8.9602043392737
G?qu^w	8	6	2	5.5	3.3333333333333335	0.23500000000000001	0.555	65	1	9.890763647670372
G?qu^s	8	6	2	5.0	3.25	0.28	0.585	62	1	9.891969706018134
G?qu^k	8	6	2	5.5	3.5	0.275	0.525	51	1	9.978868194320398
G?qu\{	8	6	2	5.5	3.6666666666666665	0.27	0.5	47	1	10.061206537948127
G?quZ{	8	6	2	5.5	3.5	0.275	0.525	51	1	9.978868194320398
G?qu^{	8	7	2	6.0	3.5714285714285716	0.165	0.515	71	1	11.305751711999044
G?qvvo	8	5	3	4.666666666666667	3.3333333333333335	0.25	0.785	108	1	8.64604654215744
G?qvtw	8	5	2	4.666666666666667	3.2	0.195	0.7000000000000001	102	1	8.818638218918338
G?qvvw	8	6	3	5.0	3.4	0.095	1.0	182	1	9.839294959021853
G?qvvs	8	6	3	5.333333333333333	3.3333333333333335	0.295	1.0	142	1	10.5363672143009
G?qvt{	8	6	2	5.333333333333333	3.6666666666666665	0.29	0.62	67	1	10.536367214300899
G?qvv{	8	7	3	5.666666666666667	3.857142857142857	0.265	0.985	145	1	11.405994220321809
G?qvno	8	5	3	4.666666666666667	3.2	0.25	0.985	148	1	8.64604654215744
G?qvnw	8	6	3	5.333333333333333	3.5	0.275	0.91	128	1	9.978868194320398
G?qvns	8	6	3	5.333333333333333	3.6666666666666665	0.3	1.0	141	1	10.438009243891594
G?qvnk	8	6	2	5.666666666666667	3.5	0.28	0.93	131	1	10.717797887081348
G?qvn[	8	6	2	5.666666666666667	3.8333333333333335	0.28500000000000003	0.5750000000000001	59	1	10.629489272626914
G?qvl{	8	6	2	5.666666666666667	3.8333333333333335	0.28500000000000003	0.615	67	1	10.629489272626914
G?qvj{	8	6	3	5.666666666666667	3.8333333333333335	0.295	1.0	142	1	10.5363672143009
G?qvn{	8	7	3	6.0	3.857142857142857	0.26	0.96	141	1	11.499960955721733
G?qv^o	8	5	2	4.666666666666667	3.2	0.195	0.7000000000000001	102	1	8.818638218918338
G?qv^w	8	6	2	5.5	3.5	0.275	0.515	49	1	9.926129535388927
G?qv^s	8	6	2	5.333333333333333	3.6666666666666665	0.29	0.62	67	1	10.536367214300899
G?qv]{	8	6	2	5.5	4.0	0.28	0.55	55	1	10.717797887081348
G?qv\{	8	6	2	5.666666666666667	4.0	0.28	0.55	55	1	10.717797887081348
G?qv^{	8	7	2	6.0	3.857142857142857	0.255	0.5	50	1	11.589238153893824
G?qt~w	8	6	2	5.333333333333333	3.5	0.275	0.55	56	1	9.978868194320398
G?qt~{	8	7	2	6.0	3.857142857142857	0.255	0.515	53	1	11.589238153893824
G?qr~o	8	5	3	4.666666666666667	3.2	0.28	0.855	116	1	8.538865096999384
G?qr~w	8	6	3	5.333333333333333	3.5	0.29	1.0	143	1	9.874007874011811
G?qr~s	8	6	3	5.333333333333333	3.6666666666666665	0.3	1.0	141	1	10.438009243891594
G?qr~[	8	6	2	5.666666666666667	3.8333333333333335	0.28500000000000003	0.5750000000000001	59	1	10.629489272626914
G?qr|{	8	6	2	5.666666666666667	3.8333333333333335	0.28500000000000003	0.59	62	1	10.629489272626914
G?qrz{	8	6	2	5.666666666666667	4.0	0.28	0.8250000000000001	110	1	10.717797887081348
G?qr~{	8	7	3	6.0	3.857142857142857	0.26	0.96	141	1	11.499960955721733
G?qv~w	8	6	3	5.666666666666667	3.6666666666666665	0.26	0.8150000000000001	112	1	10.154499847850575
G?qv~{	8	7	3	6.333333333333333	4.142857142857143	0.255	0.9550000000000001	141	1	12.265442530394274
G?rL`w	8	4	2	4.0	2.3333333333333335	0.41000000000000003	0.595	38	1	7.349334969450372
G?rLbc	8	4	2	4.0	2.75	0.355	0.7000000000000001	70	1	7.003702332976757
G?rL`s	8	4	2	4.0	2.75	0.43	0.585	32	1	7.0709255283711
G?rLfo	8	5	2	4.0	2.6666666666666665	0.3	0.655	72	1	8.25642526870234
G?rLdw	8	5	2	4.0	2.6666666666666665	0.28500000000000003	0.62	68	1	8.446359868604572
G?rLbw	8	5	2	4.333333333333333	2.3333333333333335	0.3	0.66	73	1	8.266795614405122
G?rLfc	8	5	2	4.5	3.0	0.25	0.65	81	1	8.377042156569665
G?rLds	8	5	2	4.5	3.2	0.28500000000000003	0.5750000000000001	59	1	8.446359868604572
G?rLbs	8	5	2	4.5	3.0	0.23	0.65	85	1	8.377042156569665
G?rL`{	8	5	2	4.5	3.0	0.24	0.5700000000000001	67	1	8.42034105174945
G?rLfw	8	6	2	4.666666666666667	2.6666666666666665	0.12	0.625	102	1	9.67831503255307
G?rLfs	8	6	2	5.0	3.1666666666666665	0.085	0.62	108	1	9.777518622180686
G?rLd{	8	6	2	5.0	3.3333333333333335	0.09	0.56	95	1	9.807688518377255
G?rLb{	8	6	2	5.0	3.1666666666666665	0.075	0.62	110	1	9.777518622180686
G?rLf{	8	7	2	5.5	3.2857142857142856	0.0	0.605	122	1	11.192609261828244
G?rNfo	8	5	2	4.5	3.0	0.28500000000000003	0.5750000000000001	59	1	8.446359868604572
G?rNdw	8	5	2	4.5	2.75	0.26	0.615	72	1	8.561019727585935
G?rNfc	8	5	2	5.0	3.4	0.355	0.555	41	1	8.721344403334447
G?rNfw	8	6	2	5.0	3.0	0.09	0.56	95	1	9.807688518377255
G?rNfs	8	6	2	5.5	3.5	0.245	0.51	54	1	9.916228058025279
G?rNd{	8	6	2	5.5	3.4	0.23	0.51	57	1	9.916228058025279
G?rNf{	8	7	2	6.0	3.5714285714285716	0.135	0.515	77	1	11.305751711999044
G?rNvg	8	5	2	5.0	3.2	0.225	0.61	78	1	8.6664502129363
G?rNvw	8	6	2	5.5	3.4	0.25	0.5700000000000001	65	1	10.169500642067465
G?rNvs	8	6	2	6.0	3.8333333333333335	0.295	0.54	50	1	10.5363672143009
G?rNvk	8	6	2	6.0	3.6666666666666665	0.305	0.54	48	1	10.33393937190243
G?rNv{	8	7	2	6.5	3.857142857142857	0.265	0.46	40	1	11.42200581343416
G?rL~w	8	6	2	5.5	3.5	0.25	0.5700000000000001	65	1	10.169500642067465
G?rL~s	8	6	2	6.0	3.6666666666666665	0.3	0.52	45	1	10.438009243891594
G?rL|{	8	6	2	6.0	4.0	0.28	0.535	52	1	10.717797887081348
G?rLz{	8	6	2	6.0	3.8333333333333335	0.295	0.54	50	1	10.5363672143009
G?rL~{	8	7	2	6.5	3.857142857142857	0.26	0.47500000000000003	44	1	11.499960955721733
G?rN~w	8	6	2	6.0	3.6666666666666665	0.225	0.555	67	1	10.403296056630673
G?rN~{	8	7	2	7.0	4.142857142857143	0.255	0.525	55	1	12.265442530394274
G?qmdc	8	4	2	4.0	3.0	0.41000000000000003	0.715	62	1	7.349334969450372
G?qmbc	8	4	2	4.0	2.6666666666666665	0.375	0.585	43	1	7.0709255283711
G?qm`s	8	4	2	4.0	2.75	0.43	0.585	32	1	7.0709255283711
G?qm`k	8	4	2	4.0	2.75	0.43	0.585	32	1	7.0709255283711
G?qmfo	8	5	2	4.0	3.0	0.3	0.655	72	1	8.25642526870234
G?qmfg	8	5	2	4.5	3.0	0.25	0.65	81	1	8.377042156569665
G?qmdw	8	5	2	4.5	2.6666666666666665	0.28500000000000003	0.5750000000000001	59	1	8.446359868604572
G?qmbw	8	5	2	4.5	2.6666666666666665	0.25	0.65	81	1	8.377042156569665
G?qmfc	8	5	2	4.5	3.0	0.25	0.65	81	1	8.377042156569665
G?qmds	8	5	2	4.5	3.2	0.28500000000000003	0.5750000000000001	59	1	8.446359868604572
G?qmbs	8	5	2	4.5	3.0	0.23	0.65	85	1	8.377042156569665
G?qmdk	8	5	2	4.5	3.2	0.28500000000000003	0.5750000000000001	59	1	8.446359868604572
G?qmbk	8	5	2	4.5	3.0	0.20500000000000002	0.65	90	1	8.377042156569665
G?qm`{	8	5	2	4.5	3.0	0.24	0.5700000000000001	67	1	8.42034105174945
G?qmfw	8	6	2	5.0	3.0	0.085	0.62	108	1	9.777518622180686
G?qmfs	8	6	2	5.0	3.1666666666666665	0.085	0.62	108	1	9.777518622180686
G?qmfk	8	6	2	5.0	3.1666666666666665	0.085	0.62	108	1	9.777518622180686
G?qmd{	8	6	2	5.0	3.3333333333333335	0.09	0.56	95	1	9.807688518377255
G?qmb{	8	6	2	5.0	3.1666666666666665	0.075	0.62	110	1	9.777518622180686
G?qmf{	8	7	2	5.5	3.2857142857142856	0.0	0.605	122	1	11.192609261828244
G?qjf_	8	4	2	3.5	2.6666666666666665	0.17	0.72	111	1	6.849742261192857
G?qjbo	8	4	2	3.6666666666666665	2.6666666666666665	0.45	0.645	40	1	7.033222956847167
G?qjcw	8	4	2	4.0	2.0	0.41000000000000003	0.66	51	1	7.349334969450372
G?qjaw	8	4	2	4.0	2.3333333333333335	0.41000000000000003	0.595	38	1	7.349334969450372
G?qjbc	8	4	2	4.0	2.6666666666666665	0.43	0.585	32	1	7.0709255283711
G?qjcs	8	4	2	4.0	2.5	0.43	0.54	23	1	7.2
G?qjas	8	4	2	4.0	2.6666666666666665	0.405	0.555	31	1	7.245687884282703
G?qj`s	8	4	2	4.0	2.75	0.4	0.51	23	1	7.132721265197137
G?qj_{	8	4	2	4.0	2.5	0.41000000000000003	0.515	22	1	7.349334969450372
G?qjfo	8	5	2	4.0	2.6666666666666665	0.275	0.655	77	1	8.25642526870234
G?qjew	8	5	2	4.333333333333333	2.3333333333333335	0.305	0.58	56	1	8.33573933494379
G?qjbw	8	5	2	4.0	2.6666666666666665	0.28500000000000003	0.5700000000000001	58	1	8.306962642808166
G?qjfc	8	5	2	4.5	3.0	0.20500000000000002	0.65	90	1	8.377042156569665
G?qjes	8	5	2	4.5	3.0	0.24	0.5700000000000001	67	1	8.42034105174945
G?qjds	8	5	2	4.5	3.0	0.215	0.5700000000000001	72	1	8.42034105174945
G?qjbs	8	5	2	4.5	3.0	0.215	0.5700000000000001	72	1	8.42034105174945
G?qjc{	8	5	2	4.5	2.75	0.25	0.51	53	1	8.461179106249723
G?qja{	8	5	2	4.5	3.0	0.25	0.51	53	1	8.461179106249723
G?qjfw	8	6	2	4.666666666666667	2.6666666666666665	0.11	0.625	104	1	9.67831503255307
G?qjfs	8	6	2	5.0	3.1666666666666665	0.07	0.62	111	1	9.777518622180686
G?qje{	8	6	2	5.0	3.25	0.075	0.56	98	1	9.807688518377255
G?qjb{	8	6	2	5.0	3.3333333333333335	0.07	0.56	99	1	9.807688518377255
G?qjf{	8	7	2	5.5	3.2857142857142856	0.0	0.605	122	1	11.192609261828244
G?qnbo	8	4	2	4.0	2.75	0.405	0.665	53	1	7.245687884282703
G?qnfo	8	5	2	4.5	3.0	0.28500000000000003	0.5750000000000001	59	1	8.446359868604572
G?qnew	8	5	2	4.5	2.75	0.25	0.5650000000000001	64	1	8.64604654215744
G?qnbw	8	5	2	4.5	2.75	0.265	0.5700000000000001	62	1	8.42034105174945
G?qnfc	8	5	2	5.0	3.3333333333333335	0.355	0.555	41	1	8.721344403334447
G?qnbs	8	5	2	5.0	3.2	0.37	0.515	30	1	8.587407638361192
G?qnfw	8	6	2	5.0	3.0	0.09	0.56	95	1	9.807688518377255
G?qnfs	8	6	2	5.5	3.5	0.245	0.51	54	1	9.916228058025279
G?qne{	8	6	2	5.5	3.4	0.24	0.47500000000000003	48	1	9.940689230447536
G?qnb{	8	6	2	5.5	3.4	0.23	0.51	57	1	9.916228058025279
G?qnf{	8	7	2	6.0	3.5714285714285716	0.135	0.515	77	1	11.305751711999044
G?qmvg	8	5	2	4.5	3.0	0.265	0.685	85	1	8.470090336735435
G?qmvc	8	5	2	5.0	3.2	0.355	0.5	30	1	8.725746708716358
G?qmts	8	5	2	5.0	3.6	0.325	0.535	43	1	9.067244579462773
G?qmtk	8	5	2	5.0	3.4	0.35000000000000003	0.56	43	1	8.744899620163071
G?qmrk	8	5	2	5.0	3.2	0.37	0.515	30	1	8.587407638361192
G?qmvw	8	6	2	5.0	3.3333333333333335	0.28	0.585	62	1	9.891969706018134
G?qmvs	8	6	2	5.5	3.5	0.275	0.525	51	1	9.978868194320398
G?qmvk	8	6	2	5.5	3.3333333333333335	0.25	0.555	62	1	9.890763647670372
G?qmt{	8	6	2	5.5	3.6666666666666665	0.27	0.5	47	1	10.061206537948127
G?qmr{	8	6	2	5.5	3.5	0.275	0.525	51	1	9.978868194320398
G?qmv{	8	7	2	6.0	3.5714285714285716	0.165	0.515	71	1	11.305751711999044
G?qlvg	8	5	2	4.5	3.0	0.265	0.685	85	1	8.470090336735435
G?qlvc	8	5	2	5.0	3.2	0.355	0.5	30	1	8.725746708716358
G?qluk	8	5	2	5.0	3.4	0.35000000000000003	0.56	43	1	8.744899620163071
G?qlrk	8	5	2	5.0	3.2	0.37	0.515	30	1	8.587407638361192
G?qlvw	8	6	2	5.5	3.3333333333333335	0.265	0.555	59	1	9.890763647670372
G?qlvs	8	6	2	5.5	3.5	0.275	0.51	48	1	9.916228058025279
G?qlvk	8	6	2	5.5	3.3333333333333335	0.25	0.555	62	1	9.890763647670372
G?qlu{	8	6	2	5.5	3.6666666666666665	0.27	0.5	47	1	10.061206537948127
G?qlr{	8	6	2	5.5	3.5	0.275	0.51	48	1	9.916228058025279
G?qlv{	8	7	2	6.0	3.5714285714285716	0.155	0.515	73	1	11.305751711999044
G?qjvg	8	5	2	4.5	3.0	0.25	0.65	81	1	8.377042156569665
G?qjuw	8	5	2	4.666666666666667	3.0	0.335	0.655	65	1	8.9602043392737
G?qjtw	8	5	2	4.666666666666667	3.0	0.34500000000000003	0.56	44	1	8.845227743263393
G?qjrw	8	5	2	4.666666666666667	3.25	0.34500000000000003	0.56	44	1	8.845227743263393
G?qjus	8	5	2	5.0	3.3333333333333335	0.325	0.585	53	1	9.067244579462773
G?qjts	8	5	2	5.0	3.4	0.335	0.56	46	1	8.9602043392737
G?qjrs	8	5	2	5.0	3.3333333333333335	0.335	0.56	46	1	8.9602043392737
G?qjrk	8	5	2	5.0	3.4	0.355	0.555	41	1	8.721344403334447
G?qjvw	8	6	2	5.0	3.25	0.28500000000000003	0.56	56	1	9.807688518377255
G?qjvs	8	6	2	5.5	3.5	0.275	0.51	48	1	9.916228058025279
G?qjvk	8	6	2	5.5	3.3333333333333335	0.23500000000000001	0.555	65	1	9.890763647670372
G?qju{	8	6	2	5.5	3.6	0.27	0.5	47	1	10.061206537948127
G?qjt{	8	6	2	5.5	3.6	0.28500000000000003	0.48	40	1	9.961865632364445
G?qjr{	8	6	2	5.5	3.6666666666666665	0.28500000000000003	0.48	40	1	9.961865632364445
G?qjv{	8	7	2	6.0	3.5714285714285716	0.155	0.515	73	1	11.305751711999044
G?qk~o	8	5	2	5.0	3.0	0.305	0.495	39	1	8.888089948057452
G?qkzw	8	5	2	5.0	3.2	0.32	0.56	49	1	9.167176644441769
G?qk~w	8	6	2	5.5	3.3333333333333335	0.28	0.56	57	1	9.891969706018134
G?qkz{	8	6	2	5.5	3.5	0.275	0.525	51	1	9.978868194320398
G?qk~{	8	7	2	6.0	3.5714285714285716	0.165	0.515	71	1	11.305751711999044
G?qnvg	8	5	2	5.0	3.2	0.225	0.61	78	1	8.6664502129363
G?qnvw	8	6	2	5.5	3.4	0.265	0.55	58	1	10.077159545849886
G?qnvs	8	6	2	6.0	3.8333333333333335	0.295	0.54	50	1	10.5363672143009
G?qnvk	8	6	2	6.0	3.6666666666666665	0.305	0.54	48	1	10.33393937190243
G?qnr{	8	6	2	6.0	3.6666666666666665	0.3	0.52	45	1	10.438009243891594
G?qnv{	8	7	2	6.5	3.857142857142857	0.265	0.46	40	1	11.405994220321809
G?qm~w	8	6	2	5.5	3.5	0.25	0.5700000000000001	65	1	10.169500642067465
G?qm~s	8	6	2	6.0	3.6666666666666665	0.29	0.505	44	1	10.536367214300899
G?qm~k	8	6	2	6.0	3.6666666666666665	0.29	0.505	44	1	10.536367214300899
G?qm|{	8	6	2	6.0	4.0	0.28	0.535	52	1	10.717797887081348
G?qmz{	8	6	2	6.0	3.8333333333333335	0.28500000000000003	0.52	48	1	10.629489272626914
G?qm~{	8	7	2	6.5	3.857142857142857	0.255	0.49	48	1	11.589238153893824
G?qj~w	8	6	2	5.5	3.5	0.265	0.55	58	1	10.077159545849886
G?qjz{	8	6	2	6.0	4.0	0.28	0.535	52	1	10.717797887081348
G?qj~{	8	7	2	6.5	3.857142857142857	0.26	0.47500000000000003	44	1	11.499960955721733
G?qn~w	8	6	2	6.0	3.6666666666666665	0.23500000000000001	0.54	62	1	10.325087784172203
G?qn~{	8	7	2	7.0	4.142857142857143	0.255	0.525	55	1	12.265442530394274
G?o~F_	8	4	2	3.5	2.6666666666666665	0.17	0.72	111	1	6.849742261192857
G?o~Eg	8	4	2	4.0	2.6666666666666665	0.375	0.585	43	1	7.0709255283711
G?o~Dg	8	4	2	4.0	2.6666666666666665	0.43	0.585	32	1	7.0709255283711
G?o~Ec	8	4	2	3.6666666666666665	2.3333333333333335	0.45	0.645	40	1	7.033222956847167
G?o~Dc	8	4	2	3.6666666666666665	2.6666666666666665	0.45	0.645	40	1	7.033222956847167
G?o~Cs	8	4	2	4.0	2.6666666666666665	0.405	0.615	43	1	7.245687884282703
G?o~@s	8	4	2	4.0	2.75	0.405	0.5650000000000001	33	1	7.122593469661797
G?o~Ck	8	4	2	4.0	2.75	0.4	0.51	23	1	7.132721265197137
G?o~@k	8	4	2	4.0	2.6666666666666665	0.405	0.555	31	1	7.245687884282703
G?o~?{	8	4	2	4.0	2.5	0.41000000000000003	0.515	22	1	7.349334969450372
G?o~Fo	8	5	2	4.0	3.0	0.275	0.655	77	1	8.25642526870234
G?o~Fg	8	5	2	4.5	3.0	0.20500000000000002	0.65	90	1	8.377042156569665
G?o~Ew	8	5	2	4.5	2.6666666666666665	0.265	0.5700000000000001	62	1	8.42034105174945
G?o~Dw	8	5	2	4.5	2.6666666666666665	0.24	0.5700000000000001	67	1	8.42034105174945
G?o~Fc	8	5	2	4.0	2.6666666666666665	0.275	0.655	77	1	8.25642526870234
G?o~Es	8	5	2	4.333333333333333	2.6666666666666665	0.275	0.58	62	1	8.33573933494379
G?o~Ds	8	5	2	4.333333333333333	3.0	0.245	0.58	68	1	8.33573933494379
G?o~Ek	8	5	2	4.5	3.0	0.215	0.5700000000000001	72	1	8.42034105174945
G?o~Dk	8	5	2	4.5	3.0	0.215	0.5700000000000001	72	1	8.42034105174945
G?o~C{	8	5	2	4.5	3.0	0.25	0.51	53	1	8.461179106249723
G?o~@{	8	5	2	4.5	3.0	0.25	0.51	53	1	8.461179106249723
G?o~Fw	8	6	2	5.0	3.0	0.075	0.62	110	1	9.777518622180686
G?o~Fs	8	6	2	4.666666666666667	3.0	0.1	0.625	106	1	9.67831503255307
G?o~Fk	8	6	2	5.0	3.1666666666666665	0.07	0.62	111	1	9.777518622180686
G?o~E{	8	6	2	5.0	3.3333333333333335	0.075	0.56	98	1	9.807688518377255
G?o~D{	8	6	2	5.0	3.3333333333333335	0.07	0.56	99	1	9.807688518377255
G?o~F{	8	7	2	5.5	3.2857142857142856	0.0	0.605	122	1	11.192609261828244
G?o~f_	8	4	3	3.6666666666666665	3.0	0.0	1.0	201	1	7.0199601592044525
G?o~fO	8	4	2	4.0	2.75	0.41000000000000003	1.0	119	1	7.349334969450372
G?o~do	8	4	2	4.0	2.75	0.405	0.665	53	1	7.245687884282703
G?o~eW	8	4	2	4.0	2.5	0.38	0.8300000000000001	91	1	7.606119105813881
G?o~dW	8	4	2	4.0	2.5	0.395	0.645	51	1	7.483983413001363
G?o~fo	8	5	3	4.333333333333333	3.0	0.275	1.0	146	1	8.33573933494379
G?o~fW	8	5	2	4.333333333333333	2.75	0.305	0.845	109	1	8.422207972711195
G?o~fc	8	5	3	4.333333333333333	3.0	0.355	1.0	130	1	8.721344403334447
G?o~fS	8	5	2	4.666666666666667	3.0	0.355	0.72	74	1	8.721344403334447
G?o~ds	8	5	2	4.666666666666667	3.2	0.355	0.67	64	1	8.721344403334447
G?o~e[	8	5	2	4.666666666666667	3.0	0.355	0.665	63	1	8.721344403334447
G?o~d[	8	5	2	4.666666666666667	3.0	0.355	0.665	63	1	8.721344403334447
G?o~fw	8	6	3	4.666666666666667	3.0	0.145	1.0	172	1	9.615773105863909
G?o~fs	8	6	3	5.0	3.3333333333333335	0.28500000000000003	1.0	144	1	9.753557058461848
G?o~f[	8	6	2	5.0	3.4	0.275	0.875	121	1	9.795462190866605
G?o~f{	8	7	3	5.333333333333333	3.5714285714285716	0.18	1.0	165	1	11.070136695725395
G?o~Vg	8	5	2	4.5	3.0	0.23	0.65	85	1	8.377042156569665
G?o~Tw	8	5	2	4.666666666666667	3.25	0.34500000000000003	0.56	44	1	8.845227743263393
G?o~Us	8	5	2	5.0	3.0	0.325	0.65	66	1	9.067244579462773
G?o~Ts	8	5	2	5.0	3.3333333333333335	0.335	0.56	46	1	8.9602043392737
G?o~Uk	8	5	2	4.666666666666667	3.25	0.355	0.59	48	1	8.721344403334447
G?o~Tk	8	5	2	4.666666666666667	3.4	0.355	0.59	48	1	8.721344403334447
G?o~P{	8	5	2	5.0	3.4	0.325	0.56	48	1	9.067244579462773
G?o~Vw	8	6	2	5.0	3.3333333333333335	0.28500000000000003	0.56	56	1	9.807688518377255
G?o~Vs	8	6	2	5.333333333333333	3.3333333333333335	0.29	0.55	53	1	9.874007874011811
G?o~Vk	8	6	2	5.0	3.3333333333333335	0.27	0.56	59	1	9.807688518377255
G?o~U{	8	6	2	5.333333333333333	3.6666666666666665	0.27	0.52	51	1	10.061206537948127
G?o~T{	8	6	2	5.333333333333333	3.6666666666666665	0.28500000000000003	0.5	44	1	9.961865632364445
G?o~V{	8	7	2	5.666666666666667	3.5714285714285716	0.17	0.52	71	1	11.236183552429717
G?o|vo	8	5	2	5.0	3.2	0.37	0.515	30	1	8.587407638361192
G?o|vg	8	5	2	4.5	3.0	0.25	0.65	81	1	8.377042156569665
G?o|vW	8	5	2	5.0	3.25	0.34500000000000003	0.53	38	1	8.845227743263393
G?o|rw	8	5	2	5.0	3.25	0.355	0.555	41	1	8.721344403334447
G?o|rs	8	5	2	5.0	3.4	0.335	0.56	46	1	8.9602043392737
G?o|vK	8	5	2	4.666666666666667	3.4	0.355	0.59	48	1	8.721344403334447
G?o|vw	8	6	2	5.5	3.3333333333333335	0.25	0.555	62	1	9.890763647670372
G?o|vs	8	6	2	5.5	3.5	0.275	0.51	48	1	9.916228058025279
G?o|vk	8	6	2	5.0	3.3333333333333335	0.27	0.56	59	1	9.807688518377255
G?o|v[	8	6	2	5.5	3.6666666666666665	0.28500000000000003	0.48	40	1	9.961865632364445
G?o|r{	8	6	2	5.5	3.6666666666666665	0.27	0.47500000000000003	42	1	9.940689230447536
G?o|v{	8	7	2	6.0	3.5714285714285716	0.15	0.515	74	1	11.305751711999044
G?o}^g	8	5	2	5.0	3.0	0.35000000000000003	0.505	32	1	8.553806600166116
G?o}\s	8	5	2	5.0	3.4	0.32	0.56	49	1	9.167176644441769
G?o}X{	8	5	2	5.0	3.8	0.32	0.56	49	1	9.167176644441769
G?o}^w	8	6	2	5.5	3.3333333333333335	0.28	0.56	57	1	9.891969706018134
G?o}^s	8	6	2	5.333333333333333	3.3333333333333335	0.28	0.585	62	1	9.891969706018134
G?o}\{	8	6	2	5.5	3.6666666666666665	0.27	0.5	47	1	10.061206537948127
G?o}^{	8	7	2	6.0	3.5714285714285716	0.165	0.515	71	1	11.305751711999044
G?o|^o	8	5	2	5.0	3.0	0.365	0.465	21	1	8.587514617608775
G?o|]w	8	5	2	5.0	3.4	0.325	0.535	43	1	9.067244579462773
G?o|]s	8	5	2	5.0	3.4	0.32	0.56	49	1	9.167176644441769
G?o|Zs	8	5	2	5.0	3.4	0.325	0.535	43	1	9.067244579462773
G?o|Y{	8	5	2	5.0	3.8	0.32	0.56	49	1	9.167176644441769
G?o|^w	8	6	2	5.5	3.3333333333333335	0.265	0.555	59	1	9.890763647670372
G?o|^s	8	6	2	5.5	3.3333333333333335	0.28	0.56	57	1	9.891969706018134
G?o|]{	8	6	2	5.5	3.6666666666666665	0.27	0.5	47	1	10.061206537948127
