it=0 cur=16 best=16 T=2.00 elapsed=0s
it=3 best=15 n=24 L=18 edges=[(0, 23), (1, 2), (1, 5), (2, 6), (2, 9), (3, 7), (3, 21), (4, 8), (4, 14), (5, 6), (5, 12), (5, 15), (5, 19), (6, 21), (6, 22), (7, 9), (7, 21), (9, 10), (9, 17), (10, 16), (10, 18), (11, 18), (12, 22), (13, 23), (14, 20), (14, 23), (15, 18), (15, 23), (17, 18), (17, 21), (18, 20), (19, 20), (20, 21)]
it=11 best=12 n=24 L=17 edges=[(0, 23), (1, 2), (1, 5), (1, 10), (2, 9), (3, 7), (3, 21), (4, 8), (4, 14), (5, 6), (5, 12), (5, 15), (5, 19), (5, 20), (6, 21), (7, 9), (7, 21), (9, 10), (9, 17), (10, 16), (11, 18), (12, 22), (13, 23), (14, 20), (14, 23), (15, 18), (15, 23), (17, 18), (17, 21), (19, 20), (20, 21), (20, 22)]
it=28 best=11 n=24 L=18 edges=[(0, 23), (1, 2), (1, 5), (1, 10), (2, 9), (3, 7), (3, 21), (4, 8), (4, 14), (5, 6), (5, 12), (5, 15), (5, 17), (5, 20), (6, 21), (7, 9), (7, 18), (7, 21), (9, 10), (9, 11), (9, 17), (10, 16), (11, 18), (12, 22), (13, 23), (14, 19), (14, 20), (14, 23), (15, 18), (15, 23), (17, 18), (17, 21), (19, 20), (20, 21), (20, 22)]
it=112 best=10 n=24 L=19 edges=[(0, 23), (1, 2), (1, 4), (1, 12), (2, 7), (2, 9), (3, 4), (3, 7), (3, 21), (4, 8), (4, 20), (5, 6), (5, 15), (5, 17), (7, 15), (7, 18), (7, 21), (8, 14), (8, 20), (9, 10), (9, 17), (9, 21), (10, 16), (10, 21), (11, 18), (13, 23), (14, 19), (14, 23), (15, 18), (15, 23), (16, 20), (17, 18), (17, 22), (19, 20), (20, 21), (20, 22), (21, 22)]
it=200 cur=13 best=10 T=2.00 elapsed=13s
it=296 best=6 n=24 L=11 edges=[(0, 17), (1, 2), (1, 9), (1, 13), (1, 15), (2, 9), (2, 10), (3, 4), (3, 21), (5, 6), (5, 15), (5, 21), (7, 16), (7, 18), (8, 20), (9, 15), (10, 21), (11, 18), (12, 17), (13, 23), (14, 19), (14, 22), (15, 18), (15, 22), (17, 18), (20, 22), (21, 22)]
it=353 best=5 n=24 L=9 edges=[(0, 17), (1, 8), (2, 9), (2, 10), (3, 4), (3, 13), (3, 21), (3, 23), (4, 23), (5, 6), (5, 15), (5, 21), (7, 18), (8, 20), (9, 15), (11, 16), (11, 20), (12, 17), (14, 19), (14, 22), (15, 18), (15, 22), (17, 18), (20, 22), (21, 22)]
it=400 cur=6 best=5 T=1.99 elapsed=16s
it=458 best=3 n=24 L=10 edges=[(0, 17), (1, 8), (2, 10), (3, 17), (3, 21), (4, 8), (4, 23), (5, 6), (5, 20), (7, 18), (8, 20), (9, 10), (9, 14), (9, 15), (11, 15), (11, 16), (11, 20), (11, 21), (12, 17), (13, 20), (13, 21), (14, 19), (14, 22), (15, 18), (18, 21)]
it=470 best=1 n=24 L=8 edges=[(0, 17), (1, 8), (2, 10), (3, 17), (3, 21), (4, 8), (4, 23), (5, 6), (5, 20), (7, 18), (8, 20), (9, 10), (9, 14), (9, 15), (11, 15), (11, 16), (11, 20), (11, 21), (12, 17), (13, 21), (14, 19), (14, 22), (15, 18)]
it=600 cur=14 best=1 T=1.99 elapsed=16s
it=800 cur=13 best=1 T=1.98 elapsed=17s
