it=0 cur=13 best=13 T=2.00 elapsed=0s
it=4 best=12 n=30 L=19 edges=[(0, 6), (0, 12), (0, 14), (0, 17), (0, 19), (0, 28), (1, 4), (1, 10), (1, 19), (2, 7), (2, 21), (3, 25), (5, 25), (6, 25), (7, 17), (7, 29), (8, 11), (8, 15), (9, 11), (9, 19), (10, 14), (10, 16), (10, 22), (11, 13), (11, 17), (12, 14), (12, 21), (12, 25), (13, 19), (13, 26), (14, 18), (14, 24), (17, 22), (17, 27), (17, 28), (18, 20), (18, 23), (19, 27), (21, 25), (21, 29), (25, 26)]
it=79 best=11 n=30 L=15 edges=[(0, 3), (0, 6), (0, 8), (0, 12), (0, 16), (0, 28), (1, 4), (1, 10), (2, 7), (3, 25), (5, 25), (7, 17), (8, 15), (9, 19), (10, 14), (10, 22), (11, 13), (12, 14), (12, 26), (13, 16), (13, 19), (13, 24), (13, 26), (14, 16), (14, 18), (15, 19), (17, 27), (17, 28), (18, 20), (18, 23), (19, 27), (21, 25), (21, 29)]
it=104 best=10 n=30 L=14 edges=[(0, 3), (0, 6), (0, 8), (0, 12), (0, 28), (1, 4), (1, 10), (2, 7), (3, 25), (5, 25), (6, 13), (7, 17), (8, 15), (9, 19), (9, 20), (10, 14), (10, 22), (11, 13), (12, 14), (13, 16), (13, 19), (13, 24), (13, 26), (14, 16), (14, 18), (15, 19), (17, 27), (17, 28), (18, 23), (19, 27), (21, 25), (21, 29)]
it=131 best=5 n=30 L=11 edges=[(0, 3), (0, 6), (0, 8), (0, 12), (0, 28), (1, 4), (1, 10), (2, 7), (2, 17), (3, 25), (5, 25), (6, 13), (8, 15), (8, 25), (9, 19), (9, 20), (10, 13), (10, 14), (10, 22), (11, 13), (12, 13), (12, 14), (13, 16), (13, 19), (13, 24), (13, 26), (14, 18), (17, 27), (17, 28), (18, 23), (21, 25), (21, 29)]
it=137 best=3 n=30 L=11 edges=[(0, 3), (0, 6), (0, 8), (0, 12), (0, 28), (1, 4), (1, 10), (2, 7), (2, 17), (3, 25), (5, 25), (6, 13), (8, 14), (8, 15), (9, 19), (9, 20), (10, 13), (10, 14), (10, 22), (11, 13), (12, 13), (12, 14), (13, 16), (13, 19), (13, 24), (13, 26), (14, 18), (17, 27), (17, 28), (18, 23), (21, 25), (21, 29)]
it=200 cur=6 best=3 T=2.00 elapsed=2s
it=400 cur=9 best=3 T=1.99 elapsed=8s
it=600 cur=9 best=3 T=1.99 elapsed=23s
it=800 cur=9 best=3 T=1.98 elapsed=25s
it=882 best=2 n=30 L=14 edges=[(0, 1), (0, 22), (0, 24), (0, 27), (1, 2), (2, 6), (2, 11), (3, 27), (4, 19), (5, 6), (5, 23), (6, 13), (6, 26), (7, 10), (7, 28), (8, 13), (8, 17), (9, 16), (9, 29), (10, 19), (11, 18), (12, 16), (13, 29), (14, 15), (15, 26), (17, 27), (20, 27), (21, 29), (22, 28), (23, 25), (24, 26)]
it=1000 cur=2 best=2 T=1.98 elapsed=25s
it=1200 cur=13 best=2 T=1.98 elapsed=26s
it=1400 cur=11 best=2 T=1.97 elapsed=29s
it=1600 cur=11 best=2 T=1.97 elapsed=38s
it=1800 cur=9 best=2 T=1.96 elapsed=41s
it=2000 cur=11 best=2 T=1.96 elapsed=43s
it=2200 cur=10 best=2 T=1.96 elapsed=61s
it=2400 cur=15 best=2 T=1.95 elapsed=63s
it=2600 cur=6 best=2 T=1.95 elapsed=64s
it=2800 cur=16 best=2 T=1.94 elapsed=64s
it=3000 cur=9 best=2 T=1.94 elapsed=69s
it=3200 cur=6 best=2 T=1.94 elapsed=73s
it=3400 cur=3 best=2 T=1.93 elapsed=74s
it=3600 cur=10 best=2 T=1.93 elapsed=76s
it=3800 cur=4 best=2 T=1.92 elapsed=78s
it=4000 cur=3 best=2 T=1.92 elapsed=79s
it=4200 cur=11 best=2 T=1.92 elapsed=79s
it=4400 cur=3 best=2 T=1.91 elapsed=80s
it=4600 cur=17 best=2 T=1.91 elapsed=83s
it=4800 cur=18 best=2 T=1.90 elapsed=137s
it=5000 cur=13 best=2 T=1.90 elapsed=253s
it=5200 cur=7 best=2 T=1.90 elapsed=255s
it=5400 cur=9 best=2 T=1.89 elapsed=256s
it=5600 cur=9 best=2 T=1.89 elapsed=256s
it=5800 cur=6 best=2 T=1.88 elapsed=257s
it=6000 cur=9 best=2 T=1.88 elapsed=257s
it=6200 cur=4 best=2 T=1.88 elapsed=258s
it=6400 cur=4 best=2 T=1.87 elapsed=258s
it=6600 cur=7 best=2 T=1.87 elapsed=259s
it=6800 cur=18 best=2 T=1.86 elapsed=262s
it=7000 cur=10 best=2 T=1.86 elapsed=264s
it=7200 cur=19 best=2 T=1.86 elapsed=281s
it=7400 cur=8 best=2 T=1.85 elapsed=294s
it=7600 cur=11 best=2 T=1.85 elapsed=296s
it=7800 cur=19 best=2 T=1.84 elapsed=316s
it=8000 cur=12 best=2 T=1.84 elapsed=380s
it=8200 cur=13 best=2 T=1.84 elapsed=384s
it=8400 cur=14 best=2 T=1.83 elapsed=392s
it=8600 cur=4 best=2 T=1.83 elapsed=393s
it=8800 cur=6 best=2 T=1.82 elapsed=394s
it=9000 cur=13 best=2 T=1.82 elapsed=394s
it=9200 cur=9 best=2 T=1.82 elapsed=400s
it=9400 cur=2 best=2 T=1.81 elapsed=401s
it=9600 cur=2 best=2 T=1.81 elapsed=401s
it=9800 cur=7 best=2 T=1.80 elapsed=402s
it=10000 cur=10 best=2 T=1.80 elapsed=402s
it=10200 cur=15 best=2 T=1.80 elapsed=408s
it=10400 cur=19 best=2 T=1.79 elapsed=673s
it=10600 cur=14 best=2 T=1.79 elapsed=687s
it=10800 cur=17 best=2 T=1.78 elapsed=756s
it=11000 cur=4 best=2 T=1.78 elapsed=757s
it=11200 cur=6 best=2 T=1.78 elapsed=759s
it=11400 cur=2 best=2 T=1.77 elapsed=761s
it=11600 cur=2 best=2 T=1.77 elapsed=761s
it=11800 cur=20 best=2 T=1.76 elapsed=763s
it=12000 cur=17 best=2 T=1.76 elapsed=766s
it=12200 cur=10 best=2 T=1.76 elapsed=771s
it=12400 cur=27 best=2 T=1.75 elapsed=773s
it=12600 cur=5 best=2 T=1.75 elapsed=782s
it=12800 cur=9 best=2 T=1.74 elapsed=786s
it=13000 cur=9 best=2 T=1.74 elapsed=789s
it=13200 cur=8 best=2 T=1.74 elapsed=790s
it=13400 cur=12 best=2 T=1.73 elapsed=794s
it=13600 cur=5 best=2 T=1.73 elapsed=795s
it=13800 cur=10 best=2 T=1.72 elapsed=795s
it=14000 cur=10 best=2 T=1.72 elapsed=855s
it=14200 cur=12 best=2 T=1.72 elapsed=885s
it=14400 cur=7 best=2 T=1.71 elapsed=887s
it=14600 cur=10 best=2 T=1.71 elapsed=889s
it=14800 cur=27 best=2 T=1.70 elapsed=901s
it=15000 cur=12 best=2 T=1.70 elapsed=960s
it=15200 cur=9 best=2 T=1.70 elapsed=963s
it=15400 cur=4 best=2 T=1.69 elapsed=964s
it=15600 cur=10 best=2 T=1.69 elapsed=964s
it=15800 cur=4 best=2 T=1.68 elapsed=965s
it=16000 cur=5 best=2 T=1.68 elapsed=965s
it=16200 cur=8 best=2 T=1.68 elapsed=966s
it=16400 cur=9 best=2 T=1.67 elapsed=968s
it=16600 cur=14 best=2 T=1.67 elapsed=971s
it=16800 cur=14 best=2 T=1.66 elapsed=975s
it=17000 cur=9 best=2 T=1.66 elapsed=976s
it=17200 cur=10 best=2 T=1.66 elapsed=977s
it=17400 cur=6 best=2 T=1.65 elapsed=978s
it=17600 cur=11 best=2 T=1.65 elapsed=978s
it=17800 cur=8 best=2 T=1.64 elapsed=978s
it=18000 cur=2 best=2 T=1.64 elapsed=979s
it=18200 cur=9 best=2 T=1.64 elapsed=979s
it=18400 cur=2 best=2 T=1.63 elapsed=979s
it=18600 cur=5 best=2 T=1.63 elapsed=979s
it=18800 cur=10 best=2 T=1.62 elapsed=980s
it=19000 cur=5 best=2 T=1.62 elapsed=983s
it=19200 cur=5 best=2 T=1.62 elapsed=983s
it=19400 cur=2 best=2 T=1.61 elapsed=984s
it=19482 best=1 n=30 L=8 edges=[(0, 5), (0, 6), (0, 24), (0, 25), (1, 13), (2, 5), (2, 12), (2, 13), (2, 21), (2, 27), (3, 5), (4, 29), (6, 25), (7, 9), (7, 15), (8, 23), (9, 13), (9, 19), (9, 26), (10, 28), (11, 18), (12, 29), (14, 22), (16, 23), (16, 27), (17, 28), (18, 22), (20, 23), (21, 22), (22, 28)]
it=19600 cur=1 best=1 T=1.61 elapsed=984s
it=19800 cur=1 best=1 T=1.60 elapsed=984s
it=20000 cur=1 best=1 T=1.60 elapsed=984s
it=20200 cur=1 best=1 T=1.60 elapsed=984s
it=20400 cur=1 best=1 T=1.59 elapsed=984s
it=20600 cur=1 best=1 T=1.59 elapsed=985s
it=20800 cur=1 best=1 T=1.58 elapsed=985s
it=21000 cur=1 best=1 T=1.58 elapsed=985s
it=21200 cur=1 best=1 T=1.58 elapsed=985s
it=21400 cur=1 best=1 T=1.57 elapsed=985s
it=21600 cur=1 best=1 T=1.57 elapsed=985s
it=21800 cur=1 best=1 T=1.56 elapsed=985s
it=22000 cur=1 best=1 T=1.56 elapsed=985s
it=22200 cur=1 best=1 T=1.56 elapsed=986s
it=22400 cur=1 best=1 T=1.55 elapsed=986s
it=22600 cur=1 best=1 T=1.55 elapsed=986s
it=22800 cur=1 best=1 T=1.54 elapsed=986s
it=23000 cur=1 best=1 T=1.54 elapsed=986s
it=23200 cur=1 best=1 T=1.54 elapsed=986s
it=23400 cur=1 best=1 T=1.53 elapsed=986s
it=23600 cur=1 best=1 T=1.53 elapsed=986s
it=23800 cur=1 best=1 T=1.52 elapsed=986s
it=24000 cur=1 best=1 T=1.52 elapsed=987s
it=24200 cur=1 best=1 T=1.52 elapsed=987s
it=24400 cur=1 best=1 T=1.51 elapsed=987s
it=24600 cur=1 best=1 T=1.51 elapsed=987s
it=24800 cur=1 best=1 T=1.50 elapsed=987s
it=25000 cur=1 best=1 T=1.50 elapsed=987s
it=25200 cur=1 best=1 T=1.50 elapsed=987s
it=25400 cur=1 best=1 T=1.49 elapsed=987s
it=25600 cur=1 best=1 T=1.49 elapsed=987s
it=25800 cur=1 best=1 T=1.48 elapsed=988s
it=26000 cur=1 best=1 T=1.48 elapsed=988s
it=26200 cur=1 best=1 T=1.48 elapsed=988s
it=26400 cur=1 best=1 T=1.47 elapsed=988s
it=26600 cur=1 best=1 T=1.47 elapsed=988s
it=26800 cur=1 best=1 T=1.46 elapsed=988s
it=27000 cur=1 best=1 T=1.46 elapsed=988s
it=27200 cur=1 best=1 T=1.46 elapsed=988s
it=27400 cur=1 best=1 T=1.45 elapsed=989s
it=27600 cur=1 best=1 T=1.45 elapsed=989s
it=27800 cur=1 best=1 T=1.44 elapsed=989s
it=28000 cur=1 best=1 T=1.44 elapsed=989s
it=28200 cur=1 best=1 T=1.44 elapsed=989s
it=28400 cur=1 best=1 T=1.43 elapsed=989s
it=28600 cur=1 best=1 T=1.43 elapsed=989s
it=28800 cur=1 best=1 T=1.42 elapsed=989s
it=29000 cur=1 best=1 T=1.42 elapsed=990s
it=29200 cur=1 best=1 T=1.42 elapsed=990s
it=29400 cur=1 best=1 T=1.41 elapsed=990s
it=29600 cur=1 best=1 T=1.41 elapsed=990s
it=29800 cur=1 best=1 T=1.40 elapsed=990s
it=30000 cur=1 best=1 T=1.40 elapsed=990s
it=30200 cur=1 best=1 T=1.40 elapsed=990s
it=30400 cur=1 best=1 T=1.39 elapsed=990s
it=30600 cur=1 best=1 T=1.39 elapsed=991s
it=30800 cur=1 best=1 T=1.38 elapsed=991s
it=31000 cur=1 best=1 T=1.38 elapsed=991s
it=31200 cur=1 best=1 T=1.38 elapsed=991s
it=31400 cur=1 best=1 T=1.37 elapsed=991s
it=31600 cur=1 best=1 T=1.37 elapsed=991s
it=31800 cur=1 best=1 T=1.36 elapsed=991s
it=32000 cur=1 best=1 T=1.36 elapsed=991s
it=32200 cur=1 best=1 T=1.36 elapsed=992s
it=32400 cur=1 best=1 T=1.35 elapsed=992s
it=32600 cur=1 best=1 T=1.35 elapsed=992s
it=32800 cur=1 best=1 T=1.34 elapsed=992s
it=33000 cur=1 best=1 T=1.34 elapsed=992s
it=33200 cur=1 best=1 T=1.34 elapsed=992s
it=33400 cur=1 best=1 T=1.33 elapsed=992s
it=33600 cur=1 best=1 T=1.33 elapsed=992s
it=33800 cur=1 best=1 T=1.32 elapsed=992s
it=34000 cur=1 best=1 T=1.32 elapsed=993s
it=34200 cur=1 best=1 T=1.32 elapsed=993s
it=34400 cur=1 best=1 T=1.31 elapsed=993s
it=34600 cur=1 best=1 T=1.31 elapsed=993s
it=34800 cur=1 best=1 T=1.30 elapsed=993s
it=35000 cur=1 best=1 T=1.30 elapsed=993s
it=35200 cur=1 best=1 T=1.30 elapsed=993s
it=35400 cur=1 best=1 T=1.29 elapsed=993s
it=35600 cur=1 best=1 T=1.29 elapsed=994s
it=35800 cur=1 best=1 T=1.28 elapsed=994s
it=36000 cur=1 best=1 T=1.28 elapsed=994s
it=36200 cur=1 best=1 T=1.28 elapsed=994s
it=36400 cur=1 best=1 T=1.27 elapsed=994s
it=36600 cur=1 best=1 T=1.27 elapsed=994s
it=36800 cur=1 best=1 T=1.26 elapsed=994s
it=37000 cur=1 best=1 T=1.26 elapsed=994s
it=37200 cur=1 best=1 T=1.26 elapsed=995s
it=37400 cur=1 best=1 T=1.25 elapsed=995s
it=37600 cur=1 best=1 T=1.25 elapsed=995s
it=37800 cur=1 best=1 T=1.24 elapsed=995s
it=38000 cur=1 best=1 T=1.24 elapsed=995s
it=38200 cur=1 best=1 T=1.24 elapsed=995s
it=38400 cur=1 best=1 T=1.23 elapsed=995s
it=38600 cur=1 best=1 T=1.23 elapsed=995s
it=38800 cur=1 best=1 T=1.22 elapsed=995s
it=39000 cur=1 best=1 T=1.22 elapsed=996s
it=39200 cur=1 best=1 T=1.22 elapsed=996s
it=39400 cur=1 best=1 T=1.21 elapsed=996s
it=39600 cur=1 best=1 T=1.21 elapsed=996s
it=39800 cur=1 best=1 T=1.20 elapsed=996s
it=40000 cur=1 best=1 T=1.20 elapsed=996s
it=40200 cur=1 best=1 T=1.20 elapsed=996s
it=40400 cur=1 best=1 T=1.19 elapsed=996s
it=40600 cur=1 best=1 T=1.19 elapsed=997s
it=40800 cur=1 best=1 T=1.18 elapsed=997s
it=41000 cur=1 best=1 T=1.18 elapsed=997s
it=41200 cur=1 best=1 T=1.18 elapsed=997s
it=41400 cur=1 best=1 T=1.17 elapsed=997s
it=41600 cur=1 best=1 T=1.17 elapsed=997s
it=41800 cur=1 best=1 T=1.16 elapsed=997s
it=42000 cur=1 best=1 T=1.16 elapsed=997s
it=42200 cur=1 best=1 T=1.16 elapsed=998s
it=42400 cur=1 best=1 T=1.15 elapsed=998s
it=42600 cur=1 best=1 T=1.15 elapsed=998s
it=42800 cur=1 best=1 T=1.14 elapsed=998s
it=43000 cur=1 best=1 T=1.14 elapsed=998s
it=43200 cur=1 best=1 T=1.14 elapsed=998s
it=43400 cur=1 best=1 T=1.13 elapsed=998s
it=43600 cur=1 best=1 T=1.13 elapsed=998s
it=43800 cur=1 best=1 T=1.12 elapsed=999s
it=44000 cur=1 best=1 T=1.12 elapsed=999s
it=44200 cur=1 best=1 T=1.12 elapsed=999s
it=44400 cur=1 best=1 T=1.11 elapsed=999s
it=44600 cur=1 best=1 T=1.11 elapsed=999s
it=44800 cur=1 best=1 T=1.10 elapsed=999s
it=45000 cur=1 best=1 T=1.10 elapsed=999s
it=45200 cur=1 best=1 T=1.10 elapsed=999s
it=45400 cur=1 best=1 T=1.09 elapsed=1000s
it=45600 cur=1 best=1 T=1.09 elapsed=1000s
it=45800 cur=1 best=1 T=1.08 elapsed=1000s
it=46000 cur=1 best=1 T=1.08 elapsed=1000s
it=46200 cur=1 best=1 T=1.08 elapsed=1000s
it=46400 cur=1 best=1 T=1.07 elapsed=1000s
it=46600 cur=1 best=1 T=1.07 elapsed=1000s
it=46800 cur=1 best=1 T=1.06 elapsed=1000s
it=47000 cur=1 best=1 T=1.06 elapsed=1001s
it=47200 cur=1 best=1 T=1.06 elapsed=1001s
it=47400 cur=1 best=1 T=1.05 elapsed=1001s
it=47600 cur=1 best=1 T=1.05 elapsed=1001s
it=47800 cur=1 best=1 T=1.04 elapsed=1001s
it=48000 cur=1 best=1 T=1.04 elapsed=1001s
it=48200 cur=1 best=1 T=1.04 elapsed=1001s
it=48400 cur=1 best=1 T=1.03 elapsed=1001s
it=48600 cur=1 best=1 T=1.03 elapsed=1001s
it=48800 cur=1 best=1 T=1.02 elapsed=1002s
it=49000 cur=1 best=1 T=1.02 elapsed=1002s
it=49200 cur=1 best=1 T=1.02 elapsed=1002s
it=49400 cur=1 best=1 T=1.01 elapsed=1002s
it=49600 cur=1 best=1 T=1.01 elapsed=1002s
it=49800 cur=1 best=1 T=1.00 elapsed=1002s
it=50000 cur=1 best=1 T=1.00 elapsed=1002s
it=50200 cur=1 best=1 T=1.00 elapsed=1002s
it=50400 cur=1 best=1 T=0.99 elapsed=1002s
it=50600 cur=1 best=1 T=0.99 elapsed=1003s
it=50800 cur=1 best=1 T=0.98 elapsed=1003s
it=51000 cur=1 best=1 T=0.98 elapsed=1003s
it=51200 cur=1 best=1 T=0.98 elapsed=1003s
it=51400 cur=1 best=1 T=0.97 elapsed=1003s
it=51600 cur=1 best=1 T=0.97 elapsed=1003s
it=51800 cur=1 best=1 T=0.96 elapsed=1003s
it=52000 cur=1 best=1 T=0.96 elapsed=1003s
it=52200 cur=1 best=1 T=0.96 elapsed=1003s
it=52400 cur=1 best=1 T=0.95 elapsed=1004s
it=52600 cur=1 best=1 T=0.95 elapsed=1004s
it=52800 cur=1 best=1 T=0.94 elapsed=1004s
it=53000 cur=1 best=1 T=0.94 elapsed=1004s
it=53200 cur=1 best=1 T=0.94 elapsed=1004s
it=53400 cur=1 best=1 T=0.93 elapsed=1004s
it=53600 cur=1 best=1 T=0.93 elapsed=1004s
it=53800 cur=1 best=1 T=0.92 elapsed=1005s
it=54000 cur=1 best=1 T=0.92 elapsed=1005s
it=54200 cur=1 best=1 T=0.92 elapsed=1005s
it=54400 cur=1 best=1 T=0.91 elapsed=1005s
it=54600 cur=1 best=1 T=0.91 elapsed=1005s
it=54800 cur=1 best=1 T=0.90 elapsed=1005s
it=55000 cur=1 best=1 T=0.90 elapsed=1005s
it=55200 cur=1 best=1 T=0.90 elapsed=1005s
it=55400 cur=1 best=1 T=0.89 elapsed=1005s
it=55600 cur=1 best=1 T=0.89 elapsed=1006s
it=55800 cur=1 best=1 T=0.88 elapsed=1006s
it=56000 cur=1 best=1 T=0.88 elapsed=1006s
it=56200 cur=1 best=1 T=0.88 elapsed=1006s
it=56400 cur=1 best=1 T=0.87 elapsed=1006s
it=56600 cur=1 best=1 T=0.87 elapsed=1006s
it=56800 cur=1 best=1 T=0.86 elapsed=1006s
it=57000 cur=1 best=1 T=0.86 elapsed=1006s
it=57200 cur=1 best=1 T=0.86 elapsed=1006s
it=57400 cur=1 best=1 T=0.85 elapsed=1007s
it=57600 cur=1 best=1 T=0.85 elapsed=1007s
it=57800 cur=1 best=1 T=0.84 elapsed=1007s
it=58000 cur=1 best=1 T=0.84 elapsed=1007s
it=58200 cur=1 best=1 T=0.84 elapsed=1007s
it=58400 cur=1 best=1 T=0.83 elapsed=1007s
it=58600 cur=1 best=1 T=0.83 elapsed=1007s
it=58800 cur=1 best=1 T=0.82 elapsed=1007s
it=59000 cur=1 best=1 T=0.82 elapsed=1008s
it=59200 cur=1 best=1 T=0.82 elapsed=1008s
it=59400 cur=1 best=1 T=0.81 elapsed=1008s
it=59600 cur=1 best=1 T=0.81 elapsed=1008s
it=59800 cur=1 best=1 T=0.80 elapsed=1008s
it=60000 cur=1 best=1 T=0.80 elapsed=1008s
it=60200 cur=1 best=1 T=0.80 elapsed=1008s
it=60400 cur=1 best=1 T=0.79 elapsed=1008s
it=60600 cur=1 best=1 T=0.79 elapsed=1008s
it=60800 cur=1 best=1 T=0.78 elapsed=1009s
it=61000 cur=1 best=1 T=0.78 elapsed=1009s
it=61200 cur=1 best=1 T=0.78 elapsed=1009s
it=61400 cur=1 best=1 T=0.77 elapsed=1009s
it=61600 cur=1 best=1 T=0.77 elapsed=1009s
it=61800 cur=1 best=1 T=0.76 elapsed=1009s
it=62000 cur=1 best=1 T=0.76 elapsed=1009s
it=62200 cur=1 best=1 T=0.76 elapsed=1009s
it=62400 cur=1 best=1 T=0.75 elapsed=1009s
it=62600 cur=1 best=1 T=0.75 elapsed=1010s
