blocks: 7591 arms: 35
progress 500/800000 best=2 elapsed=4s
progress 1000/800000 best=2 elapsed=7s
progress 1500/800000 best=2 elapsed=9s
progress 2000/800000 best=2 elapsed=13s
progress 2500/800000 best=2 elapsed=15s
progress 3000/800000 best=2 elapsed=18s
progress 3500/800000 best=2 elapsed=21s
progress 4000/800000 best=2 elapsed=23s
progress 4500/800000 best=2 elapsed=26s
progress 5000/800000 best=2 elapsed=29s
progress 5500/800000 best=2 elapsed=31s
progress 6000/800000 best=2 elapsed=34s
progress 6500/800000 best=2 elapsed=37s
progress 7000/800000 best=2 elapsed=40s
progress 7500/800000 best=2 elapsed=43s
progress 8000/800000 best=2 elapsed=46s
progress 8500/800000 best=2 elapsed=49s
progress 9000/800000 best=2 elapsed=51s
progress 9500/800000 best=2 elapsed=54s
progress 10000/800000 best=2 elapsed=57s
progress 10500/800000 best=2 elapsed=60s
progress 11000/800000 best=2 elapsed=62s
progress 11500/800000 best=2 elapsed=65s
progress 12000/800000 best=2 elapsed=68s
progress 12500/800000 best=2 elapsed=70s
progress 13000/800000 best=2 elapsed=73s
progress 13500/800000 best=2 elapsed=76s
progress 14000/800000 best=2 elapsed=79s
progress 14500/800000 best=2 elapsed=81s
progress 15000/800000 best=2 elapsed=84s
progress 15500/800000 best=2 elapsed=87s
progress 16000/800000 best=2 elapsed=89s
progress 16500/800000 best=2 elapsed=92s
progress 17000/800000 best=2 elapsed=95s
progress 17500/800000 best=2 elapsed=98s
progress 18000/800000 best=2 elapsed=100s
progress 18500/800000 best=2 elapsed=103s
progress 19000/800000 best=2 elapsed=106s
progress 19500/800000 best=2 elapsed=109s
progress 20000/800000 best=2 elapsed=111s
progress 20500/800000 best=2 elapsed=114s
progress 21000/800000 best=2 elapsed=117s
progress 21500/800000 best=2 elapsed=119s
progress 22000/800000 best=2 elapsed=122s
progress 22500/800000 best=2 elapsed=125s
progress 23000/800000 best=2 elapsed=128s
progress 23500/800000 best=2 elapsed=131s
progress 24000/800000 best=2 elapsed=134s
progress 24500/800000 best=2 elapsed=136s
progress 25000/800000 best=2 elapsed=139s
progress 25500/800000 best=2 elapsed=142s
progress 26000/800000 best=2 elapsed=144s
progress 26500/800000 best=2 elapsed=147s
progress 27000/800000 best=2 elapsed=149s
progress 27500/800000 best=2 elapsed=152s
progress 28000/800000 best=2 elapsed=155s
progress 28500/800000 best=2 elapsed=158s
progress 29000/800000 best=2 elapsed=161s
progress 29500/800000 best=2 elapsed=163s
progress 30000/800000 best=2 elapsed=166s
progress 30500/800000 best=2 elapsed=168s
progress 31000/800000 best=2 elapsed=171s
