start n=13 L=8 vars=2106 clauses=13626
it=100 +289cl tot=97350 (2s)
it=200 +941cl tot=183502 (3s)
it=300 +1024cl tot=270681 (5s)
it=400 +716cl tot=360979 (7s)
it=500 +1510cl tot=447518 (9s)
it=600 +971cl tot=528800 (13s)
it=700 +980cl tot=614929 (16s)
it=800 +1580cl tot=697294 (21s)
it=900 +233cl tot=769736 (25s)
it=1000 +1430cl tot=842181 (31s)
it=1100 +1050cl tot=914522 (39s)
it=1200 +912cl tot=984094 (46s)
it=1300 +279cl tot=1057796 (55s)
it=1400 +1006cl tot=1125679 (64s)
it=1500 +1191cl tot=1195944 (73s)
it=1600 +715cl tot=1261930 (85s)
it=1700 +969cl tot=1330248 (99s)
it=1800 +518cl tot=1391801 (111s)
it=1900 +626cl tot=1447063 (124s)
it=2000 +290cl tot=1506498 (141s)
it=2100 +965cl tot=1566492 (161s)
it=2200 +503cl tot=1614603 (179s)
it=2300 +772cl tot=1668692 (199s)
it=2400 +522cl tot=1724297 (220s)
it=2500 +308cl tot=1779075 (244s)
it=2600 +533cl tot=1831411 (284s)
it=2700 +420cl tot=1878951 (305s)
it=2800 +390cl tot=1926318 (325s)
it=2900 +311cl tot=1972681 (354s)
it=3000 +437cl tot=2020780 (385s)
it=3100 +309cl tot=2070082 (414s)
it=3200 +594cl tot=2117072 (449s)
it=3300 +577cl tot=2167430 (484s)
it=3400 +478cl tot=2209555 (522s)
it=3500 +97cl tot=2251421 (588s)
it=3600 +286cl tot=2294261 (626s)
it=3700 +531cl tot=2335728 (672s)
it=3800 +530cl tot=2374872 (711s)
it=3900 +322cl tot=2415636 (768s)
it=4000 +550cl tot=2457250 (827s)
it=4100 +330cl tot=2499457 (874s)
it=4200 +244cl tot=2539266 (1060s)
it=4300 +560cl tot=2577193 (1119s)
it=4400 +170cl tot=2615507 (1171s)
it=4500 +483cl tot=2652185 (1239s)
it=4600 +351cl tot=2689745 (1320s)
it=4700 +576cl tot=2727107 (1396s)
it=4800 +351cl tot=2759123 (1660s)
it=4900 +600cl tot=2794781 (1725s)
it=5000 +308cl tot=2828131 (1794s)
it=5100 +108cl tot=2864025 (1869s)
it=5200 +252cl tot=2896715 (1925s)
it=5300 +380cl tot=2929429 (1993s)
it=5400 +398cl tot=2962373 (2072s)
it=5500 +339cl tot=2994023 (2382s)
it=5600 +83cl tot=3027907 (2469s)
it=5700 +168cl tot=3060222 (2558s)
it=5800 +145cl tot=3091327 (2640s)
it=5900 +575cl tot=3122419 (2731s)
it=6000 +327cl tot=3154084 (2815s)
it=6100 +270cl tot=3185281 (3251s)
it=6200 +212cl tot=3216662 (3354s)
it=6300 +212cl tot=3248983 (3460s)
