start n=12 L=7 vars=1578 clauses=9961
it=100 +279cl tot=30430 (0s)
it=200 +225cl tot=60917 (1s)
it=300 +220cl tot=91339 (2s)
it=400 +291cl tot=116115 (2s)
it=500 +169cl tot=142546 (3s)
it=600 +512cl tot=166654 (4s)
it=700 +87cl tot=189005 (5s)
it=800 +187cl tot=210492 (6s)
it=900 +146cl tot=232778 (7s)
it=1000 +178cl tot=253665 (8s)
it=1100 +171cl tot=274584 (10s)
it=1200 +143cl tot=292881 (11s)
it=1300 +116cl tot=310711 (13s)
it=1400 +131cl tot=330341 (15s)
it=1500 +134cl tot=346221 (17s)
it=1600 +97cl tot=362714 (20s)
it=1700 +145cl tot=378900 (24s)
it=1800 +100cl tot=394947 (27s)
it=1900 +126cl tot=410499 (31s)
it=2000 +93cl tot=424645 (35s)
it=2100 +237cl tot=440303 (39s)
it=2200 +83cl tot=454856 (44s)
it=2300 +179cl tot=468331 (50s)
it=2400 +75cl tot=481454 (55s)
it=2500 +132cl tot=495202 (67s)
it=2600 +156cl tot=508037 (75s)
it=2700 +263cl tot=520781 (81s)
it=2800 +155cl tot=533177 (89s)
it=2900 +112cl tot=545350 (99s)
it=3000 +88cl tot=557121 (127s)
it=3100 +82cl tot=569357 (137s)
it=3200 +54cl tot=581371 (146s)
it=3300 +67cl tot=592863 (158s)
it=3400 +161cl tot=603636 (171s)
it=3500 +116cl tot=614942 (205s)
it=3600 +280cl tot=626145 (218s)
it=3700 +42cl tot=636573 (230s)
it=3800 +162cl tot=647301 (244s)
it=3900 +51cl tot=657399 (257s)
it=4000 +66cl tot=667392 (297s)
it=4100 +76cl tot=677794 (313s)
it=4200 +143cl tot=686928 (332s)
it=4300 +124cl tot=696167 (347s)
it=4400 +144cl tot=706400 (367s)
it=4500 +55cl tot=714897 (389s)
it=4600 +58cl tot=724644 (414s)
it=4700 +118cl tot=733904 (436s)
it=4800 +132cl tot=742785 (456s)
it=4900 +64cl tot=751142 (517s)
it=5000 +187cl tot=759891 (541s)
it=5100 +111cl tot=768150 (559s)
it=5200 +95cl tot=776701 (590s)
it=5300 +48cl tot=785882 (656s)
it=5400 +69cl tot=794590 (687s)
it=5500 +163cl tot=802903 (717s)
it=5600 +178cl tot=811139 (748s)
it=5700 +86cl tot=818788 (835s)
it=5800 +78cl tot=826904 (863s)
it=5900 +101cl tot=835135 (897s)
it=6000 +212cl tot=842715 (926s)
it=6100 +44cl tot=850933 (1040s)
it=6200 +94cl tot=858680 (1076s)
it=6300 +61cl tot=866161 (1112s)
it=6400 +57cl tot=873409 (1146s)
it=6500 +135cl tot=881047 (1243s)
it=6600 +56cl tot=887873 (1275s)
it=6700 +280cl tot=895291 (1315s)
it=6800 +52cl tot=902639 (1352s)
it=6900 +103cl tot=909325 (1467s)
it=7000 +18cl tot=916281 (1517s)
it=7100 +97cl tot=923424 (1565s)
it=7200 +52cl tot=929909 (1603s)
it=7300 +98cl tot=936228 (1731s)
it=7400 +83cl tot=943120 (1779s)
it=7500 +141cl tot=949825 (1835s)
it=7600 +87cl tot=956399 (1881s)
it=7700 +69cl tot=962854 (2029s)
it=7800 +96cl tot=969168 (2082s)
it=7900 +27cl tot=975513 (2125s)
it=8000 +43cl tot=982006 (2168s)
it=8100 +102cl tot=988288 (2296s)
it=8200 +63cl tot=994075 (2364s)
it=8300 +115cl tot=1000138 (2441s)
it=8400 +81cl tot=1006469 (2543s)
it=8500 +44cl tot=1012969 (2597s)
it=8600 +19cl tot=1019317 (2650s)
it=8700 +29cl tot=1025536 (2722s)
it=8800 +42cl tot=1031727 (2855s)
it=8900 +111cl tot=1038026 (2914s)
it=9000 +78cl tot=1043835 (2973s)
it=9100 +36cl tot=1049728 (3039s)
it=9200 +42cl tot=1055705 (3253s)
it=9300 +48cl tot=1061466 (3330s)
it=9400 +66cl tot=1067340 (3406s)
it=9500 +76cl tot=1073125 (3478s)
