start n=12 L=8 vars=1812 clauses=11674
it=100 +1992cl tot=132233 (3s)
it=200 +574cl tot=229583 (6s)
it=300 +506cl tot=325398 (11s)
it=400 +1644cl tot=407116 (18s)
it=500 +687cl tot=471765 (30s)
it=600 +341cl tot=533292 (51s)
it=700 +535cl tot=591097 (78s)
it=800 +372cl tot=641628 (119s)
it=900 +435cl tot=688537 (167s)
it=1000 +327cl tot=736658 (243s)
it=1100 +286cl tot=779498 (353s)
it=1200 +186cl tot=820479 (450s)
it=1300 +547cl tot=860296 (625s)
it=1400 +740cl tot=903409 (861s)
it=1500 +158cl tot=934933 (1021s)
it=1600 +215cl tot=970168 (1442s)
it=1700 +299cl tot=1006520 (1760s)
it=1800 +325cl tot=1039182 (2199s)
it=1900 +294cl tot=1071913 (2693s)
it=2000 +78cl tot=1101680 (2974s)
