[exhaustD1 shard=1] {'tau0': 0, 'rho_filtered': 0, 'ilp_tested': 0, 'ilp_timeout': 0, 'FAILURES': 0, 'filter_sanity_ok': 0, 'seen': 2000, 'dup': 27, 'disconnected': 9, 'tau1': 1991} t=8s
[exhaustD1 shard=1] {'tau0': 0, 'rho_filtered': 274, 'ilp_tested': 542, 'ilp_timeout': 0, 'FAILURES': 0, 'filter_sanity_ok': 2, 'seen': 4000, 'dup': 54, 'disconnected': 9, 'tau1': 3175, 'tau2': 816} t=34s
[exhaustD1 shard=1] {'tau0': 0, 'rho_filtered': 579, 'ilp_tested': 1149, 'ilp_timeout': 0, 'FAILURES': 0, 'filter_sanity_ok': 5, 'seen': 6000, 'dup': 81, 'disconnected': 9, 'tau1': 4263, 'tau2': 1728} t=64s
[exhaustD1 shard=1] {'tau0': 0, 'rho_filtered': 986, 'ilp_tested': 1751, 'ilp_timeout': 0, 'FAILURES': 0, 'filter_sanity_ok': 10, 'seen': 8000, 'dup': 421, 'disconnected': 9, 'tau1': 5254, 'tau2': 2737} t=94s
[exhaustD1 shard=1] {'tau0': 0, 'rho_filtered': 1109, 'ilp_tested': 2558, 'ilp_timeout': 0, 'FAILURES': 0, 'filter_sanity_ok': 11, 'seen': 10000, 'dup': 529, 'disconnected': 9, 'tau1': 6324, 'tau2': 3667} t=122s
[exhaustD1 shard=1] {'tau0': 0, 'rho_filtered': 1215, 'ilp_tested': 3375, 'ilp_timeout': 0, 'FAILURES': 0, 'filter_sanity_ok': 11, 'seen': 12000, 'dup': 610, 'disconnected': 9, 'tau1': 7401, 'tau2': 4590} t=153s
[exhaustD1 shard=1] {'tau0': 0, 'rho_filtered': 1528, 'ilp_tested': 3990, 'ilp_timeout': 0, 'FAILURES': 0, 'filter_sanity_ok': 14, 'seen': 14000, 'dup': 718, 'disconnected': 9, 'tau1': 8473, 'tau2': 5518} t=182s
[exhaustD1 shard=1] {'tau0': 0, 'rho_filtered': 1644, 'ilp_tested': 4820, 'ilp_timeout': 0, 'FAILURES': 0, 'filter_sanity_ok': 16, 'seen': 16000, 'dup': 826, 'disconnected': 9, 'tau1': 9527, 'tau2': 6464} t=217s
[exhaustD1 shard=1] {'tau0': 0, 'rho_filtered': 1765, 'ilp_tested': 5657, 'ilp_timeout': 0, 'FAILURES': 0, 'filter_sanity_ok': 19, 'seen': 18000, 'dup': 934, 'disconnected': 9, 'tau1': 10569, 'tau2': 7422} t=255s
[exhaustD1 shard=1] {'tau0': 0, 'rho_filtered': 1813, 'ilp_tested': 5999, 'ilp_timeout': 0, 'FAILURES': 0, 'filter_sanity_ok': 19, 'seen': 20000, 'dup': 1042, 'disconnected': 18, 'tau1': 12170, 'tau2': 7812} t=277s
[exhaustD1 shard=1] {'tau0': 0, 'rho_filtered': 1959, 'ilp_tested': 6345, 'ilp_timeout': 0, 'FAILURES': 0, 'filter_sanity_ok': 21, 'seen': 22000, 'dup': 1150, 'disconnected': 18, 'tau1': 13678, 'tau2': 8304} t=292s
[exhaustD1 shard=1] {'tau0': 0, 'rho_filtered': 2272, 'ilp_tested': 6962, 'ilp_timeout': 0, 'FAILURES': 0, 'filter_sanity_ok': 25, 'seen': 24000, 'dup': 1258, 'disconnected': 18, 'tau1': 14748, 'tau2': 9234} t=314s
[exhaustD1 shard=1] {'tau0': 0, 'rho_filtered': 2749, 'ilp_tested': 7535, 'ilp_timeout': 0, 'FAILURES': 0, 'filter_sanity_ok': 35, 'seen': 26000, 'dup': 1900, 'disconnected': 18, 'tau1': 15698, 'tau2': 10284} t=336s
[exhaustD1 shard=1] {'tau0': 0, 'rho_filtered': 2873, 'ilp_tested': 8443, 'ilp_timeout': 0, 'FAILURES': 0, 'filter_sanity_ok': 35, 'seen': 28000, 'dup': 2570, 'disconnected': 18, 'tau1': 16666, 'tau2': 11316} t=366s
[exhaustD1 shard=1] {'tau0': 0, 'rho_filtered': 2993, 'ilp_tested': 9267, 'ilp_timeout': 0, 'FAILURES': 0, 'filter_sanity_ok': 39, 'seen': 30000, 'dup': 2759, 'disconnected': 18, 'tau1': 17722, 'tau2': 12260} t=398s
[exhaustD1 shard=1] {'tau0': 0, 'rho_filtered': 3310, 'ilp_tested': 9895, 'ilp_timeout': 0, 'FAILURES': 0, 'filter_sanity_ok': 42, 'seen': 32000, 'dup': 2948, 'disconnected': 18, 'tau1': 18777, 'tau2': 13205} t=426s
[exhaustD1 shard=1] {'tau0': 0, 'rho_filtered': 3434, 'ilp_tested': 10717, 'ilp_timeout': 0, 'FAILURES': 0, 'filter_sanity_ok': 42, 'seen': 34000, 'dup': 3137, 'disconnected': 18, 'tau1': 19831, 'tau2': 14151} t=458s
[exhaustD1 shard=1] {'tau0': 0, 'rho_filtered': 3556, 'ilp_tested': 11541, 'ilp_timeout': 0, 'FAILURES': 0, 'filter_sanity_ok': 44, 'seen': 36000, 'dup': 3326, 'disconnected': 18, 'tau1': 20885, 'tau2': 15097} t=496s
[exhaustD1 shard=1] {'tau0': 0, 'rho_filtered': 3556, 'ilp_tested': 11572, 'ilp_timeout': 0, 'FAILURES': 0, 'filter_sanity_ok': 44, 'seen': 38000, 'dup': 3515, 'disconnected': 27, 'tau1': 22845, 'tau2': 15128} t=505s
[exhaustD1 shard=1] {'tau0': 0, 'rho_filtered': 3873, 'ilp_tested': 12172, 'ilp_timeout': 0, 'FAILURES': 0, 'filter_sanity_ok': 50, 'seen': 40000, 'dup': 3704, 'disconnected': 27, 'tau1': 23928, 'tau2': 16045} t=530s
[exhaustD1 shard=1] {'tau0': 0, 'rho_filtered': 4200, 'ilp_tested': 12791, 'ilp_timeout': 0, 'FAILURES': 0, 'filter_sanity_ok': 57, 'seen': 42000, 'dup': 3893, 'disconnected': 27, 'tau1': 24982, 'tau2': 16991} t=562s
