BEST n=30 hc=24120 edges: 0-8 0-9 0-20 0-22 1-11 1-14 1-20 1-22 2-5 2-10 2-13 2-24 3-10 3-26 3-27 3-28 4-19 4-23 4-26 4-27 5-9 5-15 5-21 6-12 6-13 6-15 6-16 7-18 7-19 7-25 7-29 8-12 8-14 8-23 9-20 9-21 10-12 10-28 11-26 11-27 11-28 12-15 13-16 13-19 14-22 14-23 15-21 16-19 16-24 17-18 17-24 17-25 17-29 18-25 18-29 20-24 21-28 22-23 25-29 26-27
BEST n=30 hc=23382 edges: 0-8 0-9 0-10 0-26 1-4 1-11 1-14 1-22 2-5 2-13 2-20 2-24 3-10 3-26 3-27 3-28 4-19 4-22 4-27 5-9 5-15 5-21 6-12 6-15 6-16 6-20 7-18 7-19 7-25 7-29 8-12 8-14 8-23 9-20 9-21 10-12 10-28 11-26 11-27 11-28 12-15 13-16 13-19 13-24 14-22 14-23 15-21 16-19 16-24 17-18 17-24 17-25 17-29 18-25 18-29 20-23 21-28 22-23 25-29 26-27
BEST n=30 hc=22710 edges: 0-3 0-10 0-13 0-19 1-5 1-15 1-21 1-28 2-4 2-6 2-8 2-24 3-14 3-16 3-26 4-6 4-8 4-23 5-15 5-18 5-21 6-14 6-23 7-17 7-18 7-25 7-29 8-9 8-28 9-12 9-20 9-21 10-11 10-12 10-19 11-16 11-20 11-26 12-15 12-16 13-19 13-24 13-27 14-22 14-23 15-17 16-28 17-25 17-29 18-25 18-29 19-27 20-26 20-27 21-24 22-23 22-26 22-27 24-28 25-29
BEST n=30 hc=21360 edges: 0-3 0-11 0-13 0-16 1-5 1-14 1-15 1-21 2-4 2-6 2-23 2-24 3-12 3-14 3-16 4-20 4-21 4-22 5-14 5-15 5-21 6-23 6-24 6-26 7-17 7-18 7-25 7-29 8-9 8-10 8-14 8-28 9-11 9-12 9-20 10-15 10-18 10-24 11-13 11-19 12-15 12-27 13-19 13-26 16-26 16-28 17-25 17-28 17-29 18-25 18-29 19-22 19-27 20-21 20-27 22-26 22-27 23-24 23-28 25-29
BEST n=30 hc=20616 edges: 0-4 0-11 0-13 0-16 1-5 1-14 1-20 1-21 2-3 2-6 2-23 2-24 3-8 3-13 3-26 4-12 4-15 4-21 5-12 5-14 5-15 6-19 6-23 6-24 7-17 7-18 7-25 7-29 8-10 8-16 8-28 9-12 9-14 9-22 9-26 10-15 10-18 10-24 11-13 11-16 11-19 12-20 13-14 15-21 16-28 17-25 17-28 17-29 18-25 18-29 19-22 19-27 20-21 20-27 22-26 22-27 23-24 23-28 25-29 26-27
BEST n=30 hc=20118 edges: 0-1 0-4 0-13 0-28 1-6 1-12 1-13 2-4 2-9 2-20 2-21 3-6 3-14 3-22 3-28 4-5 4-11 5-10 5-16 5-26 6-27 6-28 7-17 7-18 7-25 7-29 8-9 8-16 8-17 8-23 9-13 9-14 10-11 10-16 10-26 11-19 11-26 12-15 12-23 12-28 13-22 14-15 14-21 15-21 15-24 16-19 17-25 17-29 18-20 18-25 18-29 19-20 19-26 20-24 21-24 22-23 22-27 23-27 24-27 25-29
BEST n=30 hc=19992 edges: 0-1 0-4 0-13 0-28 1-6 1-12 1-13 2-4 2-9 2-20 2-21 3-6 3-14 3-22 3-28 4-5 4-11 5-10 5-16 5-26 6-14 6-28 7-17 7-18 7-25 7-29 8-9 8-16 8-17 8-23 9-13 9-27 10-11 10-16 10-26 11-19 11-26 12-15 12-23 12-28 13-22 14-15 14-21 15-21 15-24 16-19 17-25 17-29 18-20 18-25 18-29 19-20 19-26 20-24 21-24 22-23 22-27 23-27 24-27 25-29
BEST n=30 hc=18102 edges: 0-1 0-4 0-13 0-28 1-6 1-12 1-13 2-4 2-9 2-20 2-21 3-6 3-14 3-20 3-28 4-5 4-11 5-10 5-16 5-26 6-14 6-28 7-17 7-18 7-25 7-29 8-9 8-16 8-17 8-23 9-13 9-27 10-11 10-16 10-26 11-19 11-26 12-15 12-23 12-28 13-22 14-15 14-21 15-21 15-24 16-19 17-25 17-29 18-20 18-25 18-29 19-20 19-26 21-24 22-23 22-24 22-27 23-27 24-27 25-29
BEST n=30 hc=15540 edges: 0-1 0-4 0-13 0-28 1-6 1-12 1-13 2-3 2-9 2-20 2-21 3-6 3-14 3-28 4-5 4-11 4-20 5-10 5-16 5-26 6-14 6-28 7-17 7-18 7-25 7-29 8-9 8-16 8-17 8-23 9-13 9-27 10-11 10-16 10-26 11-19 11-26 12-15 12-23 12-28 13-22 14-15 14-21 15-21 15-24 16-19 17-25 17-29 18-20 18-25 18-29 19-20 19-26 21-24 22-23 22-24 22-27 23-27 24-27 25-29
BEST n=30 hc=13902 edges: 0-1 0-4 0-23 0-28 1-6 1-12 1-13 2-3 2-9 2-20 2-21 3-6 3-14 3-28 4-5 4-11 4-20 5-10 5-16 5-26 6-14 6-28 7-17 7-18 7-25 7-29 8-9 8-16 8-17 8-23 9-13 9-27 10-11 10-16 10-26 11-19 11-26 12-15 12-23 12-28 13-22 13-27 14-15 14-21 15-21 15-24 16-19 17-25 17-29 18-20 18-25 18-29 19-20 19-26 21-24 22-23 22-24 22-27 24-27 25-29
