BEST n=28 hc=65982 edges: 0-1 0-3 0-12 0-27 1-2 1-14 1-26 2-3 2-9 2-12 3-4 3-15 4-5 4-13 4-21 5-6 5-20 5-23 6-7 6-11 6-17 7-8 7-24 7-27 8-9 8-13 8-21 9-10 9-22 10-11 10-17 10-19 11-12 11-18 12-13 13-14 14-15 14-19 15-16 15-26 16-17 16-25 16-27 17-18 18-19 18-20 19-20 20-21 21-22 22-23 22-24 23-24 23-25 24-25 25-26 26-27
BEST n=28 hc=64123 edges: 0-1 0-3 0-12 0-27 1-2 1-14 1-26 2-3 2-9 2-12 3-4 3-15 4-13 4-21 4-25 5-6 5-16 5-20 5-23 6-7 6-11 6-17 7-8 7-24 7-27 8-9 8-13 8-21 9-10 9-22 10-11 10-17 10-19 11-12 11-18 12-13 13-14 14-15 14-19 15-16 15-26 16-17 16-27 17-18 18-19 18-20 19-20 20-21 21-22 22-23 22-24 23-24 23-25 24-25 25-26 26-27
BEST n=28 hc=59238 edges: 0-1 0-3 0-12 0-27 1-2 1-14 1-26 2-3 2-9 2-12 3-4 3-15 4-13 4-21 4-25 5-6 5-16 5-20 5-23 6-7 6-11 6-16 7-8 7-24 7-27 8-9 8-13 8-21 9-10 9-22 10-11 10-17 10-19 11-12 11-18 12-13 13-14 14-15 14-19 15-17 15-26 16-17 16-27 17-18 18-19 18-20 19-20 20-21 21-22 22-23 22-24 23-24 23-25 24-25 25-26 26-27
BEST n=28 hc=58942 edges: 0-1 0-3 0-12 0-27 1-2 1-14 1-26 2-3 2-9 2-12 3-4 3-15 4-13 4-21 4-25 5-6 5-16 5-20 5-23 6-7 6-11 6-16 7-8 7-24 7-27 8-9 8-13 8-21 9-10 9-22 10-13 10-17 10-19 11-12 11-14 11-18 12-13 14-15 14-19 15-17 15-26 16-17 16-27 17-18 18-19 18-20 19-20 20-21 21-22 22-23 22-24 23-24 23-25 24-25 25-26 26-27
BEST n=28 hc=56386 edges: 0-1 0-3 0-12 0-27 1-2 1-14 1-26 2-3 2-9 2-12 3-4 3-15 4-13 4-21 4-25 5-6 5-16 5-17 5-23 6-7 6-11 6-16 7-8 7-24 7-27 8-9 8-13 8-21 9-10 9-22 10-13 10-17 10-19 11-12 11-14 11-18 12-13 14-15 14-19 15-20 15-26 16-17 16-27 17-18 18-19 18-20 19-20 20-21 21-22 22-23 22-24 23-24 23-25 24-25 25-26 26-27
BEST n=28 hc=53785 edges: 0-1 0-3 0-12 0-27 1-2 1-19 1-26 2-5 2-9 2-12 3-4 3-15 3-23 4-13 4-21 4-25 5-6 5-16 5-17 6-7 6-9 6-11 7-8 7-24 7-27 8-13 8-16 8-21 9-15 9-22 10-13 10-14 10-17 10-19 11-12 11-14 11-18 12-13 14-18 14-19 15-20 15-26 16-17 16-27 17-18 18-20 19-20 20-21 21-22 22-23 22-24 23-24 23-25 24-25 25-26 26-27
BEST n=28 hc=52367 edges: 0-1 0-3 0-12 0-27 1-2 1-19 1-26 2-5 2-9 2-12 3-4 3-17 3-23 4-13 4-21 4-25 5-6 5-16 5-17 6-7 6-9 6-11 7-8 7-24 7-27 8-13 8-16 8-21 9-15 9-22 10-13 10-14 10-17 10-19 11-12 11-14 11-18 12-13 14-18 14-19 15-18 15-20 15-26 16-17 16-27 18-20 19-20 20-21 21-22 22-23 22-24 23-24 23-25 24-25 25-26 26-27
BEST n=28 hc=51839 edges: 0-1 0-3 0-12 0-27 1-12 1-19 1-26 2-5 2-9 2-12 2-13 3-4 3-17 3-23 4-13 4-21 4-25 5-6 5-16 5-17 6-7 6-11 6-16 7-8 7-24 7-27 8-13 8-16 8-21 9-15 9-22 9-27 10-13 10-17 10-19 10-25 11-12 11-14 11-18 14-18 14-19 14-24 15-18 15-20 15-26 16-17 18-20 19-20 20-21 21-22 22-23 22-24 23-24 23-25 25-26 26-27
BEST n=28 hc=51693 edges: 0-1 0-3 0-12 0-27 1-12 1-19 1-26 2-5 2-9 2-12 2-13 3-4 3-17 3-23 4-13 4-21 4-25 5-6 5-16 5-17 6-7 6-11 6-16 7-8 7-24 7-27 8-13 8-16 8-21 9-15 9-22 9-27 10-13 10-17 10-19 10-25 11-14 11-18 11-24 12-22 14-18 14-19 14-24 15-18 15-20 15-26 16-17 18-20 19-20 20-21 21-22 22-23 23-24 23-25 25-26 26-27
BEST n=28 hc=47332 edges: 0-1 0-3 0-12 0-27 1-12 1-19 1-26 2-5 2-9 2-12 2-13 3-4 3-17 3-23 4-13 4-21 4-25 5-6 5-16 5-17 6-7 6-11 6-16 7-19 7-24 7-27 8-10 8-13 8-16 8-21 9-15 9-22 9-27 10-13 10-17 10-25 11-14 11-18 11-24 12-22 14-18 14-19 14-24 15-18 15-20 15-26 16-17 18-20 19-20 20-21 21-22 22-23 23-24 23-25 25-26 26-27
BEST n=28 hc=45948 edges: 0-1 0-3 0-12 0-27 1-12 1-19 1-26 2-5 2-9 2-12 2-13 3-4 3-17 3-23 4-13 4-21 4-25 5-6 5-16 5-17 6-7 6-11 6-16 7-19 7-24 7-27 8-10 8-13 8-16 8-21 9-15 9-22 9-27 10-13 10-17 10-25 11-14 11-18 11-24 12-22 14-18 14-24 14-26 15-18 15-19 15-20 16-17 18-20 19-20 20-21 21-22 22-23 23-24 23-25 25-26 26-27
