best=23886 it=23767 t=145.7s
best=23871 it=23783 t=145.8s
best=23785 it=23788 t=145.9s
best=23734 it=23792 t=145.9s
best=23661 it=23794 t=145.9s
best=23629 it=23801 t=145.9s
best=23597 it=23820 t=146.0s
best=23504 it=23828 t=146.1s
best=23472 it=23845 t=146.2s
best=23470 it=23855 t=146.3s
best=23294 it=23935 t=146.7s
best=23280 it=24175 t=148.3s
best=23127 it=24179 t=148.3s
best=22975 it=24253 t=148.8s
best=22965 it=24265 t=148.9s
