[1/123] {'graphs': 1, 'orientations': 26472, 'profile': 14, 'ss_skip': 14} t=0s
[2/123] {'graphs': 2, 'orientations': 54060, 'profile': 20, 'ss_skip': 20} t=0s
[3/123] {'graphs': 3, 'orientations': 81972, 'profile': 24, 'ss_skip': 24} t=0s
[4/123] {'graphs': 4, 'orientations': 109530, 'profile': 28, 'ss_skip': 28} t=0s
[5/123] {'graphs': 5, 'orientations': 135912, 'profile': 32, 'ss_skip': 32} t=0s
[6/123] {'graphs': 6, 'orientations': 161826, 'profile': 32, 'ss_skip': 32} t=0s
[7/123] {'graphs': 7, 'orientations': 186924, 'profile': 36, 'ss_skip': 36} t=1s
[8/123] {'graphs': 8, 'orientations': 212766, 'profile': 48, 'ss_skip': 48} t=1s
[9/123] {'graphs': 9, 'orientations': 240642, 'profile': 56, 'ss_skip': 56} t=1s
[10/123] {'graphs': 10, 'orientations': 266886, 'profile': 56, 'ss_skip': 56} t=1s
[11/123] {'graphs': 11, 'orientations': 292158, 'profile': 56, 'ss_skip': 56} t=1s
[12/123] {'graphs': 12, 'orientations': 317568, 'profile': 62, 'ss_skip': 62} t=1s
[13/123] {'graphs': 13, 'orientations': 342156, 'profile': 70, 'ss_skip': 70} t=1s
[14/123] {'graphs': 14, 'orientations': 368772, 'profile': 74, 'ss_skip': 74} t=1s
[15/123] {'graphs': 15, 'orientations': 394092, 'profile': 78, 'ss_skip': 78} t=1s
[16/123] {'graphs': 16, 'orientations': 419664, 'profile': 86, 'ss_skip': 86} t=1s
[17/123] {'graphs': 17, 'orientations': 446586, 'profile': 92, 'ss_skip': 92} t=1s
[18/123] {'graphs': 18, 'orientations': 471390, 'profile': 92, 'ss_skip': 92} t=1s
[19/123] {'graphs': 19, 'orientations': 496446, 'profile': 100, 'ss_skip': 100} t=1s
[20/123] {'graphs': 20, 'orientations': 520098, 'profile': 108, 'ss_skip': 108} t=1s
[21/123] {'graphs': 21, 'orientations': 543834, 'profile': 112, 'ss_skip': 112} t=1s
[22/123] {'graphs': 22, 'orientations': 570048, 'profile': 124, 'ss_skip': 124} t=1s
[23/123] {'graphs': 23, 'orientations': 592260, 'profile': 136, 'ss_skip': 136} t=1s
[24/123] {'graphs': 24, 'orientations': 613416, 'profile': 160, 'ss_skip': 160} t=1s
[25/123] {'graphs': 25, 'orientations': 639096, 'profile': 168, 'ss_skip': 168} t=1s
[26/123] {'graphs': 26, 'orientations': 660156, 'profile': 172, 'ss_skip': 172} t=1s
[27/123] {'graphs': 27, 'orientations': 680316, 'profile': 184, 'ss_skip': 184} t=1s
[28/123] {'graphs': 28, 'orientations': 701412, 'profile': 188, 'ss_skip': 188} t=1s
[29/123] {'graphs': 29, 'orientations': 718980, 'profile': 212, 'ss_skip': 212} t=1s
[30/123] {'graphs': 30, 'orientations': 743094, 'profile': 238, 'ss_skip': 238} t=2s
[31/123] {'graphs': 31, 'orientations': 765090, 'profile': 258, 'ss_skip': 258} t=2s
[32/123] {'graphs': 32, 'orientations': 790626, 'profile': 264, 'ss_skip': 264} t=2s
[33/123] {'graphs': 33, 'orientations': 813018, 'profile': 288, 'ss_skip': 288} t=2s
[34/123] {'graphs': 34, 'orientations': 835194, 'profile': 300, 'ss_skip': 300} t=2s
[35/123] {'graphs': 35, 'orientations': 860028, 'profile': 314, 'ss_skip': 314} t=2s
[36/123] {'graphs': 36, 'orientations': 881292, 'profile': 332, 'ss_skip': 332} t=2s
[37/123] {'graphs': 37, 'orientations': 905028, 'profile': 336, 'ss_skip': 336} t=2s
[38/123] {'graphs': 38, 'orientations': 931032, 'profile': 336, 'ss_skip': 336} t=2s
[39/123] {'graphs': 39, 'orientations': 956406, 'profile': 350, 'ss_skip': 350} t=2s
[40/123] {'graphs': 40, 'orientations': 983472, 'profile': 350, 'ss_skip': 350} t=2s
[41/123] {'graphs': 41, 'orientations': 1010676, 'profile': 356, 'ss_skip': 356} t=2s
[42/123] {'graphs': 42, 'orientations': 1033020, 'profile': 368, 'ss_skip': 368} t=2s
[43/123] {'graphs': 43, 'orientations': 1059618, 'profile': 376, 'ss_skip': 376} t=2s
[44/123] {'graphs': 44, 'orientations': 1086540, 'profile': 378, 'ss_skip': 378} t=2s
[45/123] {'graphs': 45, 'orientations': 1112616, 'profile': 378, 'ss_skip': 378} t=2s
[46/123] {'graphs': 46, 'orientations': 1139622, 'profile': 380, 'ss_skip': 380} t=2s
[47/123] {'graphs': 47, 'orientations': 1163610, 'profile': 386, 'ss_skip': 386} t=2s
[48/123] {'graphs': 48, 'orientations': 1184952, 'profile': 386, 'ss_skip': 386} t=2s
[49/123] {'graphs': 49, 'orientations': 1211388, 'profile': 388, 'ss_skip': 388} t=2s
[50/123] {'graphs': 50, 'orientations': 1237662, 'profile': 390, 'ss_skip': 390} t=2s
[51/123] {'graphs': 51, 'orientations': 1262940, 'profile': 392, 'ss_skip': 392} t=2s
