[1/123] {'graphs': 1, 'orientations': 27846, 'profile': 8, 'ss_skip': 8} t=0s
[2/123] {'graphs': 2, 'orientations': 57078, 'profile': 8, 'ss_skip': 8} t=0s
[3/123] {'graphs': 3, 'orientations': 85494, 'profile': 14, 'ss_skip': 14} t=0s
[4/123] {'graphs': 4, 'orientations': 113964, 'profile': 18, 'ss_skip': 18} t=0s
[5/123] {'graphs': 5, 'orientations': 138024, 'profile': 34, 'ss_skip': 34} t=0s
[6/123] {'graphs': 6, 'orientations': 164550, 'profile': 44, 'ss_skip': 44} t=1s
[7/123] {'graphs': 7, 'orientations': 196410, 'profile': 50, 'ss_skip': 50} t=1s
[8/123] {'graphs': 8, 'orientations': 226242, 'profile': 62, 'ss_skip': 62} t=1s
[9/123] {'graphs': 9, 'orientations': 254016, 'profile': 74, 'ss_skip': 74} t=1s
[10/123] {'graphs': 10, 'orientations': 284640, 'profile': 80, 'ss_skip': 80} t=1s
[11/123] {'graphs': 11, 'orientations': 313116, 'profile': 92, 'ss_skip': 92} t=1s
[12/123] {'graphs': 12, 'orientations': 342300, 'profile': 102, 'ss_skip': 102} t=1s
[13/123] {'graphs': 13, 'orientations': 369948, 'profile': 114, 'ss_skip': 114} t=1s
[14/123] {'graphs': 14, 'orientations': 397776, 'profile': 124, 'ss_skip': 124} t=1s
[15/123] {'graphs': 15, 'orientations': 426018, 'profile': 136, 'ss_skip': 136} t=1s
[16/123] {'graphs': 16, 'orientations': 451536, 'profile': 142, 'ss_skip': 142} t=1s
[17/123] {'graphs': 17, 'orientations': 477594, 'profile': 154, 'ss_skip': 154} t=1s
[18/123] {'graphs': 18, 'orientations': 505122, 'profile': 164, 'ss_skip': 164} t=1s
[19/123] {'graphs': 19, 'orientations': 536874, 'profile': 170, 'ss_skip': 170} t=1s
[20/123] {'graphs': 20, 'orientations': 564900, 'profile': 182, 'ss_skip': 182} t=1s
[21/123] {'graphs': 21, 'orientations': 590220, 'profile': 192, 'ss_skip': 192} t=1s
[22/123] {'graphs': 22, 'orientations': 615588, 'profile': 198, 'ss_skip': 198} t=1s
[23/123] {'graphs': 23, 'orientations': 639444, 'profile': 202, 'ss_skip': 202} t=1s
[24/123] {'graphs': 24, 'orientations': 661836, 'profile': 202, 'ss_skip': 202} t=1s
[25/123] {'graphs': 25, 'orientations': 690438, 'profile': 202, 'ss_skip': 202} t=1s
[26/123] {'graphs': 26, 'orientations': 716310, 'profile': 210, 'ss_skip': 210} t=1s
[27/123] {'graphs': 27, 'orientations': 745392, 'profile': 212, 'ss_skip': 212} t=2s
[28/123] {'graphs': 28, 'orientations': 772458, 'profile': 220, 'ss_skip': 220} t=2s
[29/123] {'graphs': 29, 'orientations': 804978, 'profile': 230, 'ss_skip': 230} t=2s
[30/123] {'graphs': 30, 'orientations': 833796, 'profile': 240, 'ss_skip': 240} t=2s
