GRAPH 1 orientations=8 profiles=8 ss=6 tau_skip=0 safe=2 checks=0 packed=0 cand=0 deferred=0
GRAPH 2 orientations=16 profiles=16 ss=14 tau_skip=0 safe=2 checks=0 packed=0 cand=0 deferred=0
GRAPH 3 orientations=28 profiles=28 ss=22 tau_skip=0 safe=2 checks=4 packed=4 cand=0 deferred=0
GRAPH 4 orientations=34 profiles=34 ss=28 tau_skip=0 safe=2 checks=4 packed=4 cand=0 deferred=0
GRAPH 5 orientations=42 profiles=42 ss=36 tau_skip=0 safe=2 checks=4 packed=4 cand=0 deferred=0
GRAPH 6 orientations=48 profiles=48 ss=42 tau_skip=0 safe=2 checks=4 packed=4 cand=0 deferred=0
GRAPH 7 orientations=56 profiles=56 ss=48 tau_skip=0 safe=2 checks=6 packed=6 cand=0 deferred=0
GRAPH 8 orientations=66 profiles=66 ss=56 tau_skip=0 safe=2 checks=8 packed=8 cand=0 deferred=0
GRAPH 9 orientations=78 profiles=78 ss=58 tau_skip=0 safe=10 checks=10 packed=10 cand=0 deferred=0
GRAPH 10 orientations=88 profiles=88 ss=64 tau_skip=0 safe=14 checks=10 packed=10 cand=0 deferred=0
GRAPH 11 orientations=102 profiles=102 ss=70 tau_skip=0 safe=18 checks=14 packed=14 cand=0 deferred=0
GRAPH 12 orientations=110 profiles=110 ss=78 tau_skip=0 safe=18 checks=14 packed=14 cand=0 deferred=0
GRAPH 13 orientations=114 profiles=114 ss=82 tau_skip=0 safe=18 checks=14 packed=14 cand=0 deferred=0
GRAPH 14 orientations=118 profiles=118 ss=86 tau_skip=0 safe=18 checks=14 packed=14 cand=0 deferred=0
GRAPH 15 orientations=122 profiles=122 ss=90 tau_skip=0 safe=18 checks=14 packed=14 cand=0 deferred=0
GRAPH 16 orientations=128 profiles=128 ss=96 tau_skip=0 safe=18 checks=14 packed=14 cand=0 deferred=0
GRAPH 17 orientations=136 profiles=136 ss=102 tau_skip=0 safe=18 checks=16 packed=16 cand=0 deferred=0
GRAPH 18 orientations=144 profiles=144 ss=106 tau_skip=0 safe=22 checks=16 packed=16 cand=0 deferred=0
GRAPH 19 orientations=152 profiles=152 ss=114 tau_skip=0 safe=22 checks=16 packed=16 cand=0 deferred=0
GRAPH 20 orientations=162 profiles=162 ss=122 tau_skip=0 safe=22 checks=18 packed=18 cand=0 deferred=0
GRAPH 21 orientations=172 profiles=172 ss=122 tau_skip=0 safe=26 checks=24 packed=24 cand=0 deferred=0
GRAPH 22 orientations=180 profiles=180 ss=128 tau_skip=0 safe=26 checks=26 packed=26 cand=0 deferred=0
GRAPH 23 orientations=190 profiles=190 ss=134 tau_skip=0 safe=26 checks=30 packed=30 cand=0 deferred=0
GRAPH 24 orientations=200 profiles=200 ss=142 tau_skip=0 safe=26 checks=32 packed=32 cand=0 deferred=0
GRAPH 25 orientations=214 profiles=214 ss=150 tau_skip=0 safe=26 checks=38 packed=38 cand=0 deferred=0
GRAPH 26 orientations=222 profiles=222 ss=150 tau_skip=0 safe=30 checks=42 packed=42 cand=0 deferred=0
GRAPH 27 orientations=228 profiles=228 ss=156 tau_skip=0 safe=30 checks=42 packed=42 cand=0 deferred=0
GRAPH 28 orientations=240 profiles=240 ss=156 tau_skip=12 safe=30 checks=42 packed=42 cand=0 deferred=0
GRAPH 29 orientations=244 profiles=244 ss=160 tau_skip=12 safe=30 checks=42 packed=42 cand=0 deferred=0
GRAPH 30 orientations=252 profiles=252 ss=168 tau_skip=12 safe=30 checks=42 packed=42 cand=0 deferred=0
GRAPH 31 orientations=258 profiles=258 ss=172 tau_skip=12 safe=30 checks=44 packed=44 cand=0 deferred=0
GRAPH 32 orientations=258 profiles=258 ss=172 tau_skip=12 safe=30 checks=44 packed=44 cand=0 deferred=0
GRAPH 33 orientations=264 profiles=264 ss=178 tau_skip=12 safe=30 checks=44 packed=44 cand=0 deferred=0
GRAPH 34 orientations=272 profiles=272 ss=184 tau_skip=12 safe=30 checks=46 packed=46 cand=0 deferred=0
GRAPH 35 orientations=276 profiles=276 ss=188 tau_skip=12 safe=30 checks=46 packed=46 cand=0 deferred=0
GRAPH 36 orientations=286 profiles=286 ss=188 tau_skip=12 safe=40 checks=46 packed=46 cand=0 deferred=0
GRAPH 37 orientations=290 profiles=290 ss=192 tau_skip=12 safe=40 checks=46 packed=46 cand=0 deferred=0
GRAPH 38 orientations=290 profiles=290 ss=192 tau_skip=12 safe=40 checks=46 packed=46 cand=0 deferred=0
GRAPH 39 orientations=290 profiles=290 ss=192 tau_skip=12 safe=40 checks=46 packed=46 cand=0 deferred=0
GRAPH 40 orientations=300 profiles=300 ss=198 tau_skip=12 safe=40 checks=50 packed=50 cand=0 deferred=0
