GRAPH 6 orientations=313410 profiles=2 ss=0 tau_skip=0 safe=0 checks=2 packed=2 cand=0
GRAPH 14 orientations=602370 profiles=4 ss=0 tau_skip=0 safe=0 checks=4 packed=4 cand=0
GRAPH 22 orientations=886944 profiles=8 ss=0 tau_skip=0 safe=4 checks=4 packed=4 cand=0
GRAPH 30 orientations=1225080 profiles=10 ss=2 tau_skip=0 safe=4 checks=4 packed=4 cand=0
GRAPH 38 orientations=1594410 profiles=12 ss=4 tau_skip=0 safe=4 checks=4 packed=4 cand=0
GRAPH 46 orientations=1958664 profiles=16 ss=8 tau_skip=0 safe=4 checks=4 packed=4 cand=0
GRAPH 54 orientations=2310984 profiles=18 ss=10 tau_skip=0 safe=4 checks=4 packed=4 cand=0
GRAPH 62 orientations=2660850 profiles=22 ss=14 tau_skip=0 safe=4 checks=4 packed=4 cand=0
GRAPH 70 orientations=2979198 profiles=26 ss=14 tau_skip=0 safe=4 checks=8 packed=8 cand=0
GRAPH 78 orientations=3270342 profiles=26 ss=14 tau_skip=0 safe=4 checks=8 packed=8 cand=0
GRAPH 86 orientations=3654762 profiles=26 ss=14 tau_skip=0 safe=4 checks=8 packed=8 cand=0
GRAPH 94 orientations=4007862 profiles=26 ss=14 tau_skip=0 safe=4 checks=8 packed=8 cand=0
GRAPH 102 orientations=4376898 profiles=26 ss=14 tau_skip=0 safe=4 checks=8 packed=8 cand=0
GRAPH 110 orientations=4782822 profiles=26 ss=14 tau_skip=0 safe=4 checks=8 packed=8 cand=0
GRAPH 118 orientations=5148108 profiles=26 ss=14 tau_skip=0 safe=4 checks=8 packed=8 cand=0
GRAPH 126 orientations=5530128 profiles=28 ss=16 tau_skip=0 safe=4 checks=8 packed=8 cand=0
GRAPH 134 orientations=5909276 profiles=30 ss=18 tau_skip=0 safe=4 checks=8 packed=8 cand=0
GRAPH 142 orientations=6252164 profiles=30 ss=18 tau_skip=0 safe=4 checks=8 packed=8 cand=0
GRAPH 150 orientations=6619526 profiles=30 ss=18 tau_skip=0 safe=4 checks=8 packed=8 cand=0
GRAPH 158 orientations=6929888 profiles=30 ss=18 tau_skip=0 safe=4 checks=8 packed=8 cand=0
GRAPH 166 orientations=7284356 profiles=34 ss=22 tau_skip=0 safe=4 checks=8 packed=8 cand=0
GRAPH 174 orientations=7568372 profiles=36 ss=22 tau_skip=0 safe=4 checks=10 packed=10 cand=0
GRAPH 182 orientations=7882760 profiles=38 ss=24 tau_skip=0 safe=4 checks=10 packed=10 cand=0
GRAPH 190 orientations=8290418 profiles=38 ss=24 tau_skip=0 safe=4 checks=10 packed=10 cand=0
GRAPH 198 orientations=8527106 profiles=40 ss=24 tau_skip=2 safe=4 checks=10 packed=10 cand=0
GRAPH 206 orientations=8906288 profiles=40 ss=24 tau_skip=2 safe=4 checks=10 packed=10 cand=0
GRAPH 214 orientations=9275236 profiles=40 ss=24 tau_skip=2 safe=4 checks=10 packed=10 cand=0
GRAPH 222 orientations=9622336 profiles=40 ss=24 tau_skip=2 safe=4 checks=10 packed=10 cand=0
GRAPH 230 orientations=9990562 profiles=40 ss=24 tau_skip=2 safe=4 checks=10 packed=10 cand=0
GRAPH 238 orientations=10367862 profiles=42 ss=26 tau_skip=2 safe=4 checks=10 packed=10 cand=0
GRAPH 246 orientations=10731930 profiles=48 ss=32 tau_skip=2 safe=4 checks=10 packed=10 cand=0
GRAPH 254 orientations=11099736 profiles=54 ss=38 tau_skip=2 safe=4 checks=10 packed=10 cand=0
GRAPH 262 orientations=11452596 profiles=58 ss=42 tau_skip=2 safe=4 checks=10 packed=10 cand=0
GRAPH 270 orientations=11683548 profiles=66 ss=42 tau_skip=2 safe=4 checks=18 packed=18 cand=0
GRAPH 278 orientations=12042576 profiles=68 ss=44 tau_skip=2 safe=4 checks=18 packed=18 cand=0
GRAPH 286 orientations=12387174 profiles=72 ss=48 tau_skip=2 safe=4 checks=18 packed=18 cand=0
GRAPH 294 orientations=12750212 profiles=72 ss=48 tau_skip=2 safe=4 checks=18 packed=18 cand=0
GRAPH 302 orientations=13107884 profiles=74 ss=50 tau_skip=2 safe=4 checks=18 packed=18 cand=0
GRAPH 310 orientations=13400510 profiles=76 ss=52 tau_skip=2 safe=4 checks=18 packed=18 cand=0
GRAPH 318 orientations=13648418 profiles=80 ss=52 tau_skip=6 safe=4 checks=18 packed=18 cand=0
GRAPH 326 orientations=14012722 profiles=84 ss=56 tau_skip=6 safe=4 checks=18 packed=18 cand=0
GRAPH 334 orientations=14357248 profiles=84 ss=56 tau_skip=6 safe=4 checks=18 packed=18 cand=0
GRAPH 342 orientations=14728044 profiles=94 ss=66 tau_skip=6 safe=4 checks=18 packed=18 cand=0
GRAPH 350 orientations=15052464 profiles=96 ss=68 tau_skip=6 safe=4 checks=18 packed=18 cand=0
GRAPH 358 orientations=15391812 profiles=96 ss=68 tau_skip=6 safe=4 checks=18 packed=18 cand=0
GRAPH 366 orientations=15751760 profiles=96 ss=68 tau_skip=6 safe=4 checks=18 packed=18 cand=0
GRAPH 374 orientations=16091372 profiles=96 ss=68 tau_skip=6 safe=4 checks=18 packed=18 cand=0
GRAPH 382 orientations=16430618 profiles=96 ss=68 tau_skip=6 safe=4 checks=18 packed=18 cand=0
GRAPH 390 orientations=16780774 profiles=106 ss=76 tau_skip=6 safe=4 checks=20 packed=20 cand=0
