[seen=150235 cand=500] {'OK': 500, 'CE': 0} 166s
[seen=346327 cand=1000] {'OK': 1000, 'CE': 0} 323s
[seen=566753 cand=1500] {'OK': 1500, 'CE': 0} 492s
[seen=887794 cand=2000] {'OK': 2000, 'CE': 0} 647s
[seen=1223058 cand=2500] {'OK': 2500, 'CE': 0} 810s
[seen=1446996 cand=3000] {'OK': 3000, 'CE': 0} 971s
[seen=1786807 cand=3500] {'OK': 3500, 'CE': 0} 1129s
[seen=4038542 cand=4000] {'OK': 4000, 'CE': 0} 1297s
[seen=6296158 cand=4500] {'OK': 4500, 'CE': 0} 1459s
[seen=8028357 cand=5000] {'OK': 5000, 'CE': 0} 1616s
DONE band n=14 maxE=18 shard=1/8 seen=8040015 cand=5052 {'OK': 5052, 'CE': 0} time=1629s
