[seen=663042 cand=500] {'OK': 500, 'CE': 0} 68s
[seen=1660021 cand=1000] {'OK': 1000, 'CE': 0} 143s
[seen=2841634 cand=1500] {'OK': 1500, 'CE': 0} 215s
[seen=3963216 cand=2000] {'OK': 2000, 'CE': 0} 290s
[seen=4825100 cand=2500] {'OK': 2500, 'CE': 0} 371s
[seen=5555970 cand=3000] {'OK': 3000, 'CE': 0} 461s
[seen=6980617 cand=3500] {'OK': 3500, 'CE': 0} 550s
[seen=8262547 cand=4000] {'OK': 4000, 'CE': 0} 639s
[seen=9887333 cand=4500] {'OK': 4500, 'CE': 0} 726s
[seen=10676939 cand=5000] {'OK': 5000, 'CE': 0} 799s
[seen=11755654 cand=5500] {'OK': 5500, 'CE': 0} 877s
[seen=14344006 cand=6000] {'OK': 6000, 'CE': 0} 968s
[seen=16130541 cand=6500] {'OK': 6500, 'CE': 0} 1039s
[seen=17288363 cand=7000] {'OK': 7000, 'CE': 0} 1113s
[seen=18699301 cand=7500] {'OK': 7500, 'CE': 0} 1199s
[seen=20118558 cand=8000] {'OK': 8000, 'CE': 0} 1276s
[seen=21473557 cand=8500] {'OK': 8500, 'CE': 0} 1348s
[seen=22719745 cand=9000] {'OK': 9000, 'CE': 0} 1435s
[seen=23980079 cand=9500] {'OK': 9500, 'CE': 0} 1522s
[seen=25424655 cand=10000] {'OK': 10000, 'CE': 0} 1607s
[seen=26976602 cand=10500] {'OK': 10500, 'CE': 0} 1689s
[seen=28247615 cand=11000] {'OK': 11000, 'CE': 0} 1776s
[seen=29642222 cand=11500] {'OK': 11500, 'CE': 0} 1867s
[seen=30990948 cand=12000] {'OK': 12000, 'CE': 0} 1951s
[seen=32151172 cand=12500] {'OK': 12500, 'CE': 0} 2038s
[seen=33693511 cand=13000] {'OK': 13000, 'CE': 0} 2134s
[seen=35510006 cand=13500] {'OK': 13500, 'CE': 0} 2237s
[seen=37519532 cand=14000] {'OK': 14000, 'CE': 0} 2346s
[seen=39144501 cand=14500] {'OK': 14500, 'CE': 0} 2438s
[seen=40193856 cand=15000] {'OK': 15000, 'CE': 0} 2542s
[seen=41182444 cand=15500] {'OK': 15500, 'CE': 0} 2641s
[seen=42509626 cand=16000] {'OK': 16000, 'CE': 0} 2740s
[seen=43872241 cand=16500] {'OK': 16500, 'CE': 0} 2832s
[seen=45277434 cand=17000] {'OK': 17000, 'CE': 0} 2928s
[seen=48141945 cand=17500] {'OK': 17500, 'CE': 0} 3045s
[seen=49447479 cand=18000] {'OK': 18000, 'CE': 0} 3144s
[seen=50695744 cand=18500] {'OK': 18500, 'CE': 0} 3235s
[seen=51592430 cand=19000] {'OK': 19000, 'CE': 0} 3332s
[seen=53124620 cand=19500] {'OK': 19500, 'CE': 0} 3439s
[seen=54479219 cand=20000] {'OK': 20000, 'CE': 0} 3544s
[seen=55902792 cand=20500] {'OK': 20500, 'CE': 0} 3653s
[seen=58000281 cand=21000] {'OK': 21000, 'CE': 0} 3772s
[seen=60273608 cand=21500] {'OK': 21500, 'CE': 0} 3894s
[seen=60815915 cand=22000] {'OK': 22000, 'CE': 0} 3993s
[seen=61578646 cand=22500] {'OK': 22500, 'CE': 0} 4098s
[seen=62637842 cand=23000] {'OK': 23000, 'CE': 0} 4202s
[seen=63500329 cand=23500] {'OK': 23500, 'CE': 0} 4300s
[seen=64328092 cand=24000] {'OK': 24000, 'CE': 0} 4399s
[seen=65282528 cand=24500] {'OK': 24500, 'CE': 0} 4510s
[seen=67506862 cand=25000] {'OK': 25000, 'CE': 0} 4631s
[seen=67811562 cand=25500] {'OK': 25500, 'CE': 0} 4723s
[seen=68520585 cand=26000] {'OK': 26000, 'CE': 0} 4824s
DONE band n=13 maxE=20 shard=4/8 seen=68884244 cand=26276 {'OK': 26276, 'CE': 0} time=4878s
