n=15: 838 dense candidates
[100/838] {'OK': 17, 'TIGHT': 83, 'CE': 0} 299s
[200/838] {'OK': 17, 'TIGHT': 183, 'CE': 0} 586s
[300/838] {'OK': 17, 'TIGHT': 283, 'CE': 0} 804s
[400/838] {'OK': 17, 'TIGHT': 383, 'CE': 0} 1011s
[500/838] {'OK': 17, 'TIGHT': 483, 'CE': 0} 1221s
[600/838] {'OK': 17, 'TIGHT': 583, 'CE': 0} 1414s
[700/838] {'OK': 17, 'TIGHT': 683, 'CE': 0} 1598s
[800/838] {'OK': 17, 'TIGHT': 783, 'CE': 0} 1783s
DONE dense n=15 {'OK': 17, 'TIGHT': 821, 'CE': 0} total=1848s
