[seen=296782 cand=500] {'OK': 500, 'CE': 0} 149s
[seen=732819 cand=1000] {'OK': 1000, 'CE': 0} 298s
[seen=1113156 cand=1500] {'OK': 1500, 'CE': 0} 442s
[seen=1603922 cand=2000] {'OK': 2000, 'CE': 0} 589s
[seen=2213947 cand=2500] {'OK': 2500, 'CE': 0} 742s
[seen=3493613 cand=3000] {'OK': 3000, 'CE': 0} 916s
[seen=4714060 cand=3500] {'OK': 3500, 'CE': 0} 1072s
[seen=6323281 cand=4000] {'OK': 4000, 'CE': 0} 1231s
[seen=7382485 cand=4500] {'OK': 4500, 'CE': 0} 1384s
[seen=8445394 cand=5000] {'OK': 5000, 'CE': 0} 1529s
[seen=10986235 cand=5500] {'OK': 5500, 'CE': 0} 1690s
DONE band n=14 maxE=18 shard=2/8 seen=12189648 cand=5789 {'OK': 5789, 'CE': 0} time=1784s
