[seen=884215 cand=500] {'OK': 500, 'CE': 0} 73s
[seen=1979886 cand=1000] {'OK': 1000, 'CE': 0} 136s
[seen=2999460 cand=1500] {'OK': 1500, 'CE': 0} 203s
[seen=4093126 cand=2000] {'OK': 2000, 'CE': 0} 270s
[seen=5317519 cand=2500] {'OK': 2500, 'CE': 0} 353s
[seen=6590405 cand=3000] {'OK': 3000, 'CE': 0} 438s
[seen=7882489 cand=3500] {'OK': 3500, 'CE': 0} 531s
[seen=9196373 cand=4000] {'OK': 4000, 'CE': 0} 624s
[seen=10666825 cand=4500] {'OK': 4500, 'CE': 0} 711s
[seen=12434739 cand=5000] {'OK': 5000, 'CE': 0} 802s
[seen=13700503 cand=5500] {'OK': 5500, 'CE': 0} 889s
[seen=15301799 cand=6000] {'OK': 6000, 'CE': 0} 973s
[seen=16789497 cand=6500] {'OK': 6500, 'CE': 0} 1058s
[seen=18020143 cand=7000] {'OK': 7000, 'CE': 0} 1143s
[seen=19446774 cand=7500] {'OK': 7500, 'CE': 0} 1228s
[seen=21707046 cand=8000] {'OK': 8000, 'CE': 0} 1323s
[seen=23246261 cand=8500] {'OK': 8500, 'CE': 0} 1401s
[seen=25597666 cand=9000] {'OK': 9000, 'CE': 0} 1485s
[seen=28133896 cand=9500] {'OK': 9500, 'CE': 0} 1578s
[seen=29229215 cand=10000] {'OK': 10000, 'CE': 0} 1647s
[seen=30352394 cand=10500] {'OK': 10500, 'CE': 0} 1725s
[seen=31247965 cand=11000] {'OK': 11000, 'CE': 0} 1797s
[seen=32597371 cand=11500] {'OK': 11500, 'CE': 0} 1877s
[seen=34163029 cand=12000] {'OK': 12000, 'CE': 0} 1974s
[seen=35744840 cand=12500] {'OK': 12500, 'CE': 0} 2072s
[seen=37050566 cand=13000] {'OK': 13000, 'CE': 0} 2171s
[seen=38804168 cand=13500] {'OK': 13500, 'CE': 0} 2275s
[seen=40348372 cand=14000] {'OK': 14000, 'CE': 0} 2377s
[seen=43809019 cand=14500] {'OK': 14500, 'CE': 0} 2512s
[seen=46079335 cand=15000] {'OK': 15000, 'CE': 0} 2630s
[seen=47859785 cand=15500] {'OK': 15500, 'CE': 0} 2740s
[seen=49171543 cand=16000] {'OK': 16000, 'CE': 0} 2840s
[seen=50221804 cand=16500] {'OK': 16500, 'CE': 0} 2938s
[seen=51167550 cand=17000] {'OK': 17000, 'CE': 0} 3037s
[seen=52344089 cand=17500] {'OK': 17500, 'CE': 0} 3134s
[seen=54358310 cand=18000] {'OK': 18000, 'CE': 0} 3244s
[seen=55650484 cand=18500] {'OK': 18500, 'CE': 0} 3343s
[seen=56667958 cand=19000] {'OK': 19000, 'CE': 0} 3439s
[seen=58041865 cand=19500] {'OK': 19500, 'CE': 0} 3538s
[seen=59470127 cand=20000] {'OK': 20000, 'CE': 0} 3639s
[seen=60809493 cand=20500] {'OK': 20500, 'CE': 0} 3744s
[seen=62398825 cand=21000] {'OK': 21000, 'CE': 0} 3854s
[seen=65040725 cand=21500] {'OK': 21500, 'CE': 0} 3973s
[seen=67541023 cand=22000] {'OK': 22000, 'CE': 0} 4103s
[seen=69035669 cand=22500] {'OK': 22500, 'CE': 0} 4212s
[seen=70221561 cand=23000] {'OK': 23000, 'CE': 0} 4323s
[seen=71976095 cand=23500] {'OK': 23500, 'CE': 0} 4445s
[seen=72864433 cand=24000] {'OK': 24000, 'CE': 0} 4556s
[seen=73682398 cand=24500] {'OK': 24500, 'CE': 0} 4657s
[seen=74584036 cand=25000] {'OK': 25000, 'CE': 0} 4770s
[seen=76350937 cand=25500] {'OK': 25500, 'CE': 0} 4891s
[seen=77051782 cand=26000] {'OK': 26000, 'CE': 0} 4987s
DONE band n=13 maxE=20 shard=5/8 seen=77300486 cand=26077 {'OK': 26077, 'CE': 0} time=5003s
