[seen=502 cand=500] {'OK': 500, 'CE': 0} 118s
[seen=1002 cand=1000] {'OK': 1000, 'CE': 0} 222s
[seen=1502 cand=1500] {'OK': 1500, 'CE': 0} 346s
[seen=2002 cand=2000] {'OK': 2000, 'CE': 0} 465s
[seen=2502 cand=2500] {'OK': 2500, 'CE': 0} 600s
[seen=3002 cand=3000] {'OK': 3000, 'CE': 0} 743s
[seen=3503 cand=3500] {'OK': 3500, 'CE': 0} 850s
[seen=4003 cand=4000] {'OK': 4000, 'CE': 0} 961s
[seen=4503 cand=4500] {'OK': 4500, 'CE': 0} 1116s
[seen=5003 cand=5000] {'OK': 5000, 'CE': 0} 1298s
[seen=5503 cand=5500] {'OK': 5500, 'CE': 0} 1480s
[seen=6003 cand=6000] {'OK': 6000, 'CE': 0} 1661s
[seen=6503 cand=6500] {'OK': 6500, 'CE': 0} 1835s
[seen=7003 cand=7000] {'OK': 7000, 'CE': 0} 2009s
[seen=7503 cand=7500] {'OK': 7500, 'CE': 0} 2180s
[seen=8003 cand=8000] {'OK': 8000, 'CE': 0} 2346s
[seen=8503 cand=8500] {'OK': 8500, 'CE': 0} 2519s
[seen=9003 cand=9000] {'OK': 9000, 'CE': 0} 2682s
[seen=9503 cand=9500] {'OK': 9500, 'CE': 0} 2853s
[seen=10003 cand=10000] {'OK': 10000, 'CE': 0} 3017s
[seen=10503 cand=10500] {'OK': 10500, 'CE': 0} 3133s
[seen=11003 cand=11000] {'OK': 11000, 'CE': 0} 3273s
[seen=11503 cand=11500] {'OK': 11500, 'CE': 0} 3408s
