[seen=72676 cand=500] {'OK': 500, 'CE': 0} 171s
[seen=227682 cand=1000] {'OK': 1000, 'CE': 0} 334s
[seen=837362 cand=1500] {'OK': 1500, 'CE': 0} 508s
[seen=1590983 cand=2000] {'OK': 2000, 'CE': 0} 660s
[seen=2673007 cand=2500] {'OK': 2500, 'CE': 0} 817s
[seen=3369316 cand=3000] {'OK': 3000, 'CE': 0} 982s
[seen=4282915 cand=3500] {'OK': 3500, 'CE': 0} 1142s
[seen=5279066 cand=4000] {'OK': 4000, 'CE': 0} 1303s
[seen=5838177 cand=4500] {'OK': 4500, 'CE': 0} 1455s
[seen=6467844 cand=5000] {'OK': 5000, 'CE': 0} 1610s
[seen=7504161 cand=5500] {'OK': 5500, 'CE': 0} 1770s
[seen=8198885 cand=6000] {'OK': 6000, 'CE': 0} 1924s
DONE band n=14 maxE=18 shard=0/8 seen=8333989 cand=6129 {'OK': 6129, 'CE': 0} time=1958s
