[seen=931499 cand=500] {'OK': 500, 'CE': 0} 583s
[seen=2578299 cand=1000] {'OK': 1000, 'CE': 0} 1182s
[seen=3615526 cand=1500] {'OK': 1500, 'CE': 0} 1803s
[seen=4921217 cand=2000] {'OK': 2000, 'CE': 0} 2363s
[seen=5525756 cand=2500] {'OK': 2500, 'CE': 0} 2962s
[seen=6980255 cand=3000] {'OK': 3000, 'CE': 0} 3566s
[seen=7661964 cand=3500] {'OK': 3500, 'CE': 0} 4376s
[seen=8840539 cand=4000] {'OK': 4000, 'CE': 0} 5090s
[seen=9940924 cand=4500] {'OK': 4500, 'CE': 0} 5858s
[seen=10881531 cand=5000] {'OK': 5000, 'CE': 0} 6519s
[seen=12276122 cand=5500] {'OK': 5500, 'CE': 0} 7111s
DONE band n=16 maxE=18 shard=3/4 seen=12403519 cand=5632 {'OK': 5632, 'CE': 0} time=7252s
