[seen=523277 cand=500] {'OK': 500, 'CE': 0} 66s
[seen=1375410 cand=1000] {'OK': 1000, 'CE': 0} 135s
[seen=2278005 cand=1500] {'OK': 1500, 'CE': 0} 201s
[seen=3193003 cand=2000] {'OK': 2000, 'CE': 0} 267s
[seen=4086911 cand=2500] {'OK': 2500, 'CE': 0} 341s
[seen=4997517 cand=3000] {'OK': 3000, 'CE': 0} 422s
[seen=6339067 cand=3500] {'OK': 3500, 'CE': 0} 504s
[seen=7337380 cand=4000] {'OK': 4000, 'CE': 0} 575s
[seen=8180247 cand=4500] {'OK': 4500, 'CE': 0} 657s
[seen=9227911 cand=5000] {'OK': 5000, 'CE': 0} 749s
[seen=10090215 cand=5500] {'OK': 5500, 'CE': 0} 822s
[seen=11535745 cand=6000] {'OK': 6000, 'CE': 0} 896s
[seen=13048269 cand=6500] {'OK': 6500, 'CE': 0} 980s
[seen=13970463 cand=7000] {'OK': 7000, 'CE': 0} 1053s
[seen=15210238 cand=7500] {'OK': 7500, 'CE': 0} 1131s
[seen=16333990 cand=8000] {'OK': 8000, 'CE': 0} 1217s
[seen=17820423 cand=8500] {'OK': 8500, 'CE': 0} 1310s
[seen=19049533 cand=9000] {'OK': 9000, 'CE': 0} 1398s
[seen=20061240 cand=9500] {'OK': 9500, 'CE': 0} 1490s
[seen=20821863 cand=10000] {'OK': 10000, 'CE': 0} 1577s
[seen=21962743 cand=10500] {'OK': 10500, 'CE': 0} 1666s
[seen=23688801 cand=11000] {'OK': 11000, 'CE': 0} 1752s
[seen=25953243 cand=11500] {'OK': 11500, 'CE': 0} 1857s
[seen=27537994 cand=12000] {'OK': 12000, 'CE': 0} 1957s
[seen=29008880 cand=12500] {'OK': 12500, 'CE': 0} 2043s
[seen=32142896 cand=13000] {'OK': 13000, 'CE': 0} 2160s
[seen=33419788 cand=13500] {'OK': 13500, 'CE': 0} 2261s
[seen=34650482 cand=14000] {'OK': 14000, 'CE': 0} 2362s
[seen=36193905 cand=14500] {'OK': 14500, 'CE': 0} 2458s
[seen=38543369 cand=15000] {'OK': 15000, 'CE': 0} 2585s
[seen=39972619 cand=15500] {'OK': 15500, 'CE': 0} 2696s
[seen=41343790 cand=16000] {'OK': 16000, 'CE': 0} 2785s
[seen=42615798 cand=16500] {'OK': 16500, 'CE': 0} 2873s
[seen=43896188 cand=17000] {'OK': 17000, 'CE': 0} 2962s
[seen=45301587 cand=17500] {'OK': 17500, 'CE': 0} 3053s
[seen=47334498 cand=18000] {'OK': 18000, 'CE': 0} 3158s
[seen=48664577 cand=18500] {'OK': 18500, 'CE': 0} 3257s
[seen=51181328 cand=19000] {'OK': 19000, 'CE': 0} 3383s
[seen=52692165 cand=19500] {'OK': 19500, 'CE': 0} 3489s
[seen=53865551 cand=20000] {'OK': 20000, 'CE': 0} 3598s
[seen=57104976 cand=20500] {'OK': 20500, 'CE': 0} 3738s
[seen=57866908 cand=21000] {'OK': 21000, 'CE': 0} 3832s
[seen=59293401 cand=21500] {'OK': 21500, 'CE': 0} 3938s
[seen=61591984 cand=22000] {'OK': 22000, 'CE': 0} 4062s
[seen=62032414 cand=22500] {'OK': 22500, 'CE': 0} 4162s
[seen=63638359 cand=23000] {'OK': 23000, 'CE': 0} 4272s
[seen=64608926 cand=23500] {'OK': 23500, 'CE': 0} 4374s
[seen=65668850 cand=24000] {'OK': 24000, 'CE': 0} 4490s
[seen=67157013 cand=24500] {'OK': 24500, 'CE': 0} 4598s
[seen=68357518 cand=25000] {'OK': 25000, 'CE': 0} 4699s
[seen=69825707 cand=25500] {'OK': 25500, 'CE': 0} 4810s
[seen=70750840 cand=26000] {'OK': 26000, 'CE': 0} 4916s
[seen=72343790 cand=26500] {'OK': 26500, 'CE': 0} 5031s
[seen=73032096 cand=27000] {'OK': 27000, 'CE': 0} 5135s
[seen=73585066 cand=27500] {'OK': 27500, 'CE': 0} 5239s
[seen=74096626 cand=28000] {'OK': 28000, 'CE': 0} 5343s
DONE band n=13 maxE=20 shard=3/8 seen=74460013 cand=28296 {'OK': 28296, 'CE': 0} time=5407s
